node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
EVENT_CLUSTER:11,Potential army takeover in Burma | An army takeover may occur due to dissatisfaction with the government. | Other | February or March,EventCluster,Event,,,1.0,
EVENT_CLUSTER:12,National party conference | A conference scheduled for February to address party control. | Meeting | February,EventCluster,Event,,,1.0,
EVENT_CLUSTER:13,De Gaulle's visit | De Gaulle's visit to Algeria during which pro-rebel demonstrations occurred. | Travel | 9-13 December,EventCluster,Event,,,1.0,
EVENT_CLUSTER:14,General strike planning | Both Moslems and Europeans in Oran are planning a general strike. | Demonstration | 1961-01-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:15,Technical equipment contract signed | Contract for technical equipment signed between Ecuador and Czechoslovakia. | PolicyAction | 1960-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:16,Soviet party congress | 22nd party congress convoked by the Soviet party central committee. | Meeting | 1961-10-17,EventCluster,Event,,,4.0,
EVENT_CLUSTER:17,Seeking diplomatic relations | Dominican Republic seeks diplomatic relations with USSR. | Other,EventCluster,Event,,,9.0,
EVENT_CLUSTER:18,Joint military advisory mission proposal | Proposal for a joint military advisory mission by Britain and Italy opposed by Somali defense officials. | Negotiatio,EventCluster,Event,,,1.0,
EVENT_CLUSTER:19,Investigation of UAR aid landing | UN Command investigates UAR aid landing for Gizenga dissidents. | Communication | 1961-12-31,EventCluster,Event,,,1.0,
EVENT_CLUSTER:20,Hanoi memorandum issuance | Hanoi issues a memorandum addressing Western charges of intervention in Laos. | Communication | 1961-01-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:21,Remarks on ICC reactivation | Sobolev's remarks to the French ambassador regarding the ICC. | Communication,EventCluster,Event,,,2.0,
EVENT_CLUSTER:22,Arrest of Lumumba | Lumumba was arrested by Colonel Mobutu's forces | Arrest | early December,EventCluster,Event,,,1.0,
EVENT_CLUSTER:23,Balewa's visit to Tunis and London | Balewa visited to play a mediatory role between France and the rebels | Travel | recently,EventCluster,Event,,,1.0,
EVENT_CLUSTER:24,Arrival of Soviet Ambassador | First Soviet ambassador arrives in Cyprus to guide local party leaders | Communication,EventCluster,Event,,,4.0,
EVENT_CLUSTER:25,Negotiation for military assistance | Anglo-Italian team discussed military assistance with Somali officials | Negotiation | late December,EventCluster,Event,,,1.0,
EVENT_CLUSTER:26,Delivery of weapons | Delivery of the first consignment of weapons promised by Cairo. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:27,Clashes between Somalis and Ethiopian security forces | Sporadic clashes occurring between tribes from both sides of the border. | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:28,Installation of new government | Gizenga dissidents moving to install a new government. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:29,Request for Portuguese support | Bolikango approached the Portuguese ambassador for support. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:30,Proposal for Congo round-table conference | Kasavubu proposed a round-table conference. | Meeting | 25 January,EventCluster,Event,,,2.0,
EVENT_CLUSTER:31,Security problems in Katanga | Tshombé faces major security problems due to Baluba depredations. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:32,Fall of Ban Ban | Government outpost at Ban Ban appears to have fallen under enemy pressure. | Violence | 1961-01-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:33,Logistic support missions | Soviet IL-14s flew logistic support missions into Laos. | MilitaryAction | 1961-01-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:34,Observation of Soviet helicopters | Four Soviet MI-1 helicopters were noted flying between Haiphong and Hanoi. | MilitaryAction | 1961-01-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:35,Declaration by Chinese Communists | Chinese Foreign Minister Chen Yi declared that any reconvened ICC must not contact the Boun Oum government. | Communication ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:36,International meeting proposal | Proposal for an international meeting on Laos endorsed by North Vietnam. | Meeting,EventCluster,Event,,,1.0,
EVENT_CLUSTER:37,Warnings against US intervention | Chou En-lai warned that US intervention endangered peace. | Communication | 1961-01-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:38,Warning by Chu Teh | Chu Teh warned that US actions in Laos endangered China's security. | Communication | 1961-01-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:39,Accusation against US consul general | The regime reacted to the new OAS sanctions by accusing the US consul general of being a spy. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:40,Picketing of US Consulate | About 25 persons gathered around the consulate carrying signs 'Imperialist Yankees Get Out.' | Demonstration | 1961-01-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:41,Shelving of law to expel US citizens | The Dominican Congress reportedly has shelved temporarily a law to expel all US citizens. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:42,Loss of Nam Bac | The loss of Nam Bac village to the Pathet Lao increases the threat to Luang Prabang. | MilitaryAction,EventCluster,Event,,,2.0,
EVENT_CLUSTER:43,Delivery of arms and money | Arms and money were delivered to Gizenga at Stanleyville. | EconomicAction | 1961-01-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:44,Security Council meeting | Meeting where Zorin may discuss Lumumba's fate. | Meeting | 1961-02-13,EventCluster,Event,,,3.0,
EVENT_CLUSTER:45,Jordan's request for financial aid | Jordan seeks financial assistance from Iraq. | Other,EventCluster,Event,,,2.0,
EVENT_CLUSTER:46,Strikes in Belgium | Socialist-led strikes have crippled much of Belgium. | Demonstration | 1961-01,EventCluster,Event,,,5.0,
EVENT_CLUSTER:47,Algerian rebel leaders meeting | Algerian rebel leaders are to meet to consider their next moves. | Meeting | 1961-01-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:48,Government troop withdrawal | Government troops are withdrawing southward from the Nong Het - Plaine des Jarres road. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:49,Airlift flights | North Vietnamese communications reflected the flights of 16 of 20 scheduled aircraft. | Communication | 6 and 7 January,EventCluster,Event,,,1.0,
EVENT_CLUSTER:50,Press report on airlift | Izvestia charged that US allegations about the USSR's airlift were 'imperialist propaganda'. | Communication | 5 January,EventCluster,Event,,,1.0,
EVENT_CLUSTER:51,Souvanna Phouma's reaction to King's offer | Souvanna Phouma's initial reaction to King Savang's offer for an audience. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:52,Parliamentary debate on austerity program | The lower chamber will reconvene to resume debate on the omnibus bill. | Meeting | 1961-01-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:53,Resolution adoption by Walloon Socialist deputies | Walloon Socialist deputies adopted a resolution for an autonomous French-speaking Walloon area. | Meeting | ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:54,Food riots | Unconfirmed report of food riots resulting in arrests and executions. | Violence | last month,EventCluster,Event,,,2.0,
EVENT_CLUSTER:55,Economic aid to Cuba | Poland continues to offer economic aid to Cuba. | Other,EventCluster,Event,,,5.0,
EVENT_CLUSTER:56,Airlift into Laos | Communist airlift into Laos confirmed with multiple flights. | MilitaryAction | 9 January 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:57,Train Inspection Denial | North Vietnamese refused ICC inspection of a train possibly transporting military equipment. | Communication | 23 December 1960,EventCluster,Event,,,1.0,
EVENT_CLUSTER:58,Talks between Mobutu's emissary and Tshombe | Mobutu's emissary is in Elisabethville for talks with Katanga President Tshombe regarding financial support. | Mee,EventCluster,Event,,,1.0,
EVENT_CLUSTER:59,Economic blockade lifting | Mobutu’s commissioner for finance assured UN representative Dayal that the economic blockade of Orientale Province will be lifted. |,EventCluster,Event,,,1.0,
EVENT_CLUSTER:60,"Troops entering northern Katanga | Some 600 Lumumbist troops have entered northern Katanga, aiming to establish an independent enclave. | MilitaryAction",EventCluster,Event,,,1.0,
EVENT_CLUSTER:61,Tshombe's ultimatum to UN | Tshombe has given the UN until midnight to disarm the invaders or he will order his troops to occupy UN-controlled neutral zones. | ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:62,Cuban attack plan | Fidel Castro intends to launch a simultaneous air-ground attack on Guantanamo Naval Base. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:63,Cuban ambassador's departure | The Cuban ambassador in Prague reportedly left by air for England. | Travel,EventCluster,Event,,,1.0,
EVENT_CLUSTER:64,Antiregime manifestations | Reported discontent taking the form of demonstrations due to food shortages. | Demonstration | late November,EventCluster,Event,,,1.0,
EVENT_CLUSTER:65,Relief Campaign for Shantung | Four neighboring provinces organized a major relief campaign to assist Shantung. | PolicyAction | 1960-12-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:66,Ouster of Shantung First Party Secretary | Shu Tung was ousted as the first party secretary in Shantung. | Other | 1960-12-xx,EventCluster,Event,,,1.0,
EVENT_CLUSTER:67,Discussion on Multilateral Action Against Cuba | OAS members began discussions on severing diplomatic ties with Cuba. | Meeting | 1961-01-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:68,Inter-American Conference | Conference scheduled to discuss inter-American issues. | Meeting | March,EventCluster,Event,,,1.0,
EVENT_CLUSTER:69,Demonstrations by pro-Castro groups | Protests against the US break with Cuba. | Demonstration | not specified,EventCluster,Event,,,1.0,
EVENT_CLUSTER:70,Foreign ministers’ meeting | Proposed meeting to deal with Cuba. | Meeting | not specified,EventCluster,Event,,,2.0,
EVENT_CLUSTER:71,Indian Communist party congress | Soviet presidium member Suslov to attend the congress. | Meeting,EventCluster,Event,,,4.0,
EVENT_CLUSTER:72,Warning to USSR | Laotian Government warned the USSR about defensive measures | Communication | 1961-01-10,EventCluster,Event,,,2.0,
EVENT_CLUSTER:73,Arrival of T-6 Aircraft | Four T-6 aircraft arrive in Vientiane for armed missions. | MilitaryAction | 10 January 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:74,"Offer of Troops | Chiang Ching-kuo considers offering 2,000 Nationalist irregular troops to General Phoumi. | Negotiation | unclear",EventCluster,Event,,,1.0,
EVENT_CLUSTER:75,Proclamation of Lualaba state | Proclamation by Gizenga dissidents threatening the Tshombe regime. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:76,UAR National Assembly action | Assembly urged Arab governments to sever relations with France. | PolicyAction,EventCluster,Event,,,2.0,
EVENT_CLUSTER:77,Public opinion shift in South Korea | Increasing public opinion favoring direct contact with North Korea. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:78,Assessment of travel restrictions | West German Foreign Ministry assessing travel restrictions for East Germans. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:79,Khrushchev's speeches | Khrushchev scheduled to give major speeches at the upcoming party congress. | Speech | 1961-10-17,EventCluster,Event,,,1.0,
EVENT_CLUSTER:80,Arrival of T-6 trainers | Four armed T-6 trainers arrived in Vientiane | MilitaryAction | 1961-01-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:81,Denouncement of plane provision | NLHS spokesman denounced provision of planes to Boun Oum government | Speech | 1961-01-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:82,Flight of Soviet IL-14s | Three Soviet IL-14s must depart Hankow and land at Hanoi. | Travel | 1961-04-12,EventCluster,Event,,,2.0,
EVENT_CLUSTER:83,Scheduled flights from Hanoi to Laos | Additional flights from Hanoi into Laos are scheduled | Travel | 1961-01-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:84,Military action threatened by Tshombe | Tshombe threatened to take military action against the dissidents | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:85,Request for Arms | Gizenga requests arms and supplies to equip a force. | Communication | 1961-01-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:86,Negotiation with Kalonji | Mobutu negotiates for military support from Kalonji. | Negotiation | 1961-01-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:87,Discussion in Brussels | Mobutu's commissioner discusses restoration of relations with Belgium. | Communication | 1961-01-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:88,Arab League Conference | Discussion on UAR initiative against France. | Meeting | 1961-01-28,EventCluster,Event,,,5.0,
EVENT_CLUSTER:89,Call for loose federation | Kim Il-sung called for a loose federation of North and South Korea. | Communication | August 1960,EventCluster,Event,,,1.0,
EVENT_CLUSTER:90,Establishment of citizens' council on unification | Seoul's ruling party and opposition leaders agreed to establish a citizens' council on unification. | Meetin,EventCluster,Event,,,1.0,
EVENT_CLUSTER:91,Social and economic exchanges proposals | Seoul may propose social and economic exchanges in response to North Korean propaganda. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:92,Riots in Liege and Mons | Serious riots occurred recently in Liege and Mons. | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:93,Appointment of leftists to National Front | Sukarno appoints a high proportion of leftists to executive bodies. | PolicyAction,EventCluster,Event,,,2.0,
EVENT_CLUSTER:94,Anti-Mobutu mutiny | An anti-Mobutu mutiny near Leopoldville has been temporarily suppressed. | Violence | 1961-01-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:95,Request for aid | Bomboko requested military and financial aid from Belgium and France. | Communication | recent,EventCluster,Event,,,1.0,
EVENT_CLUSTER:96,Cable to UN Security Council | Victor Lundula charged that Belgium is permitting Mobutu's troops to move into provinces. | Communication | 1961-01-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:97,Government's build-up area pressure | Kong Le - Pathet Lao forces exerting pressure against the government's build-up area. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:98,Enemy attack expected | Government garrison at Tha Thom bracing for another enemy attack. | Violence | 1961-01-28,EventCluster,Event,,,3.0,
EVENT_CLUSTER:99,Strengthening of Luang Prabang's defenses | Government strengthening defenses in response to threats. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:100,Student resistance in Haiti | Student resistance against government efforts to politicize the school system. | Demonstration,EventCluster,Event,,,1.0,
EVENT_CLUSTER:101,ICBM test vehicle launch | Launch of an ICBM test vehicle. | MilitaryAction | 1961-01-13,EventCluster,Event,,,5.0,
EVENT_CLUSTER:102,Reinforcement of Luang Prabang garrison | The government commander plans to reinforce the garrison in response to Pathet Lao threats. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:103,Airdrop of supplies at Nam Bac | A Soviet IL-14 airdropped supplies at a post recently captured by Pathet Lao. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:104,Kong Le's warning | Kong Le warned about US aggressive acts. | Communication | 1961-01-14,EventCluster,Event,,,3.0,
EVENT_CLUSTER:105,Political Crisis in Haiti | Haiti is facing a new political crisis due to Duvalier's methods against opposition. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:106,Excommunication by the Vatican | The Vatican excommunicated officials responsible for the expulsions of priests. | Other | 1961-01-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:107,Noise Bombs Exploded | Noise bombs were exploded in two schools as part of the opposition's actions. | Violence | 1961-01-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:108,Strike Call by Students | Strike calls for high school and university students were issued in opposition to the government. | Demonstration | 1961-01-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:109,Transfer of IL-18s to Guinea | Soviet Union turns over two IL-18 aircraft to Guinea. | Other | 1960-12,EventCluster,Event,,,2.0,
EVENT_CLUSTER:110,Political Opposition in South Vietnam | Political opponents of President Diem plot against his regime. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:111,Laotian Government's request | Laotian Government requested the recall of certain French advisers. | PolicyAction,EventCluster,Event,,,4.0,
EVENT_CLUSTER:112,Endorsement of Prince Sihanouk's Proposal | Communist China endorses Prince Sihanouk's proposal for a meeting on Laos. | Communication | 1961-01-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:113,UN forces reversal at Manono | UN forces suffered a staggering reversal at Manono due to Lumumba's forces. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:114,"Parade in Conakry | A parade honoring Ghanaian President Nkrumah and Mali's head of state, Modibo Keita. | Demonstration | 1960-12-23",EventCluster,Event,,,1.0,
EVENT_CLUSTER:115,Coup plotting in South Vietnam | Further coup plotting encouraged by President Diem's postponement of reforms. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:116,Cabinet Reorganization | Diem plans additional reorganization of his cabinet. | PolicyAction | 1961-01-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:117,Capture of Ban Ta Viang | Kong Le - Pathet Lao troops capture the village outpost. | MilitaryAction,EventCluster,Event,,,3.0,
EVENT_CLUSTER:118,Formation of a new government | Phoui Sananikone seeks to form a more broadly based government | Negotiation,EventCluster,Event,,,2.0,
EVENT_CLUSTER:119,Endorsement of Conference Proposal | Communist China joins USSR and North Vietnam in endorsing a conference proposal. | Communication | 1961-01-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:120,Soviet military transport operations | Soviet transports continued to fly into Laos. | MilitaryAction | 1961-01-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:121,Introduction of T-6 aircraft | Moscow radio denounced the introduction of T-6 aircraft into Laos. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:122,Attack on Swedish UN unit | Balubas attacked a Swedish UN unit. | Violence | 1961-01-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:123,Shooting down of transport plane | Balubas shot down a Katangan transport plane. | Violence | 1961-01-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:124,Shelling of Ruanda | Lumumba's forces shelled the Belgian trust territory. | Violence | 1961-01-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:125,Repulsion of Congolese soldiers | Belgian Army units repulsed invading Congolese soldiers. | MilitaryAction | 1961-01-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:126,Talks on boundary agreement | Talks between Communist China and Pakistan on a preliminary boundary agreement. | Negotiation | 1961-01-17,EventCluster,Event,,,2.0,
EVENT_CLUSTER:127,General Strike in Mosul | Anti-Communists began a general strike fearing favoritism towards pro-Communist elements. | Demonstration | 1961-01-13,EventCluster,Event,,,2.0,
EVENT_CLUSTER:128,Request for wheat | Syria and Jordan requested additional emergency shipments of wheat from the United States. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:129,Attack on Vang Vieng | Phoumi's forces attacked the area defended by Kong Le forces. | MilitaryAction,EventCluster,Event,,,4.0,
EVENT_CLUSTER:130,Formation of coalition | Negotiations for the formation of a coalition between the Social Christian and Socialist parties. | Negotiation,EventCluster,Event,,,2.0,
EVENT_CLUSTER:131,Coup plan in El Salvador | Armed forces plan to overthrow the civil-military junta. | Other | 1961-01-17,EventCluster,Event,,,2.0,
EVENT_CLUSTER:132,Student Strike in Mosul | Students began a strike in response to the arrest of anti-Communist teachers. | Demonstration | 1961-01-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:133,Assassinations in Mosul | Retaliatory killings of Communists occurring in Mosul. | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:134,Death sentences handed down | The Baghdad military court handed down death sentences to seven Communists. | Other | 1961-12-28,EventCluster,Event,,,1.0,
EVENT_CLUSTER:135,Court appearance failure | The editor of the largest Communist paper failed to appear in court. | Other | 1961-12-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:136,UN action in Congo | The UN does not plan to take strong action against dissidents unless ordered. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:137,Hammarskjold's confidence in Dayal | Hammarskjold reiterated his confidence in Rajeshwar Dayal. | Communication | 1961-01-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:138,Public Demonstrations | A newly formed political party plans public demonstrations to show support for the army's coup. | Demonstration | 1961-01-18,EventCluster,Event,,,1.0,
EVENT_CLUSTER:139,Meeting between De Gaulle and Ferhat Abbas | Preliminary negotiations for a meeting reported under way. | Meeting,EventCluster,Event,,,3.0,
EVENT_CLUSTER:140,Soviet Space Vehicle Launch Preparations | USSR completing preparations for launching a space vehicle. | Other | 1961-01-19,EventCluster,Event,,,4.0,
EVENT_CLUSTER:141,USSR party presidium shake-up | Addition of two new candidate members to the party presidium. | Other | 18 January 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:142,Control of Phou Khoun | Pathet Lao forces gained control of Phou Khoun. | MilitaryAction,EventCluster,Event,,,4.0,
EVENT_CLUSTER:143,Transfer of Lumumba | Transfer of deposed premier Lumumba. | Travel | 17 January,EventCluster,Event,,,2.0,
EVENT_CLUSTER:144,"Security sweep in Elisabethville | Tshombe staged a security sweep, arresting about a thousand persons. | Arrest",EventCluster,Event,,,1.0,
EVENT_CLUSTER:145,Ultimatum to Provisional Government | Salvadoran armed forces presented an ultimatum demanding curtailment of Communist activity. | PolicyAction | 1961-01-16,EventCluster,Event,,,2.0,
EVENT_CLUSTER:146,Public Warning by Junta | Junta issued a strong public warning prepared to counter Communist activity. | Communication | 1961-01-17,EventCluster,Event,,,2.0,
EVENT_CLUSTER:147,Discussion on Controlling Communists | Defense Minister and officers discussed measures with the ruling junta. | Meeting | 1961-01-17,EventCluster,Event,,,2.0,
EVENT_CLUSTER:148,Copper Sale Contract Approval | Chile may approve a contract for annual copper sales to the USSR. | Negotiation,EventCluster,Event,,,3.0,
EVENT_CLUSTER:149,Delivery of jet aircraft | The USSR delivered jet aircraft to Morocco. | Other,EventCluster,Event,,,3.0,
EVENT_CLUSTER:150,Artillery-supported attack | Kong Le - Pathet Lao forces attacked government positions. | MilitaryAction | 1961-01-17/18,EventCluster,Event,,,2.0,
EVENT_CLUSTER:151,Delivery of Soviet Aircraft | Arrival of Soviet LI-2 aircraft in North Vietnam. | Other | 1961-01-19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:152,Conference of Foreign Ministers | Conference called by Serrano to discuss SEATO and the Laotian crisis. | Meeting | 1961-01-18,EventCluster,Event,,,5.0,
EVENT_CLUSTER:153,Communication from Yazid | Yazid communicated the PAG's willingness to meet French representatives. | Communication | 1961-01-17,EventCluster,Event,,,1.0,
EVENT_CLUSTER:154,Request for US Assistance | Col. Castillo Navarrete stated the junta would request US assistance for security forces. | Other | 1961-01-17,EventCluster,Event,,,1.0,
EVENT_CLUSTER:155,Khrushchev's speech | Khrushchev reaffirmed Soviet positions on world Communist strategy. | Speech | 1961-01-06,EventCluster,Event,,,5.0,
EVENT_CLUSTER:156,Soviet party meeting on agriculture | Meeting of the Soviet party hierarchy discussing agricultural issues and Khrushchev's program. | Meeting | 1961-01-10 to 1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:157,Capture of Tha Thom | Kong Le - Pathet Lao forces captured Tha Thom | MilitaryAction | 1961-03-31,EventCluster,Event,,,8.0,
EVENT_CLUSTER:158,Withdrawal of UN troops | The UN is moving to implement the UAR's request for troop withdrawal. | PolicyAction,EventCluster,Event,,,4.0,
EVENT_CLUSTER:159,Iranian parliamentary elections | Elections in Iran that are reported to be rigged | Other | 1961-01-28,EventCluster,Event,,,6.0,
EVENT_CLUSTER:160,Good-will mission to Moscow | Shah plans to send a good-will mission to Moscow. | Travel | 1961-03-01,EventCluster,Event,,,2.0,
EVENT_CLUSTER:161,Discussions in Cairo | Prominent Jordanian exiles and UAR officials discussed dissatisfaction in Jordan. | Meeting | 1961-01-21,EventCluster,Event,,,1.0,
EVENT_CLUSTER:162,Terrorist activities in Syria | Jordanian agents resumed terrorist activities in Syria. | Violence,EventCluster,Event,,,3.0,
EVENT_CLUSTER:163,Assassination Attempt | Assassination attempt on the Imam of Yemen | Violence,EventCluster,Event,,,4.0,
EVENT_CLUSTER:164,Khrushchev's speech | Khrushchev spoke at a central committee plenum on agriculture | Speech | 1961-01-26,EventCluster,Event,,,3.0,
EVENT_CLUSTER:165,Planned operation to retake Plaine des Jarres | Phoumi's plan for government troops to advance north from Tha Thom. | MilitaryAction | 1961-01-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:166,Airlift of military supplies | Soviet transports began airlifting military supplies to Kong Le - Pathet Lao forces. | MilitaryAction | 1960-12-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:167,Guerrilla activity increase | Marked increase in antigovernment guerrilla activity reported. | Violence | 1961-01-19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:168,Public pressure on Hammarskjold | Hammarskjold stated that public pressure made it impossible to replace Rajeshwar Dayal. | Other | 19 January 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:169,"Sealing off the border | Congolese authorities sealed off the border, stranding 800 Europeans. | Other",EventCluster,Event,,,1.0,
EVENT_CLUSTER:170,Transfer of UAR battalion | UN plans to transfer part of the UAR battalion from Equateur to Kasai Province. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:171,Military conference proposal | Proposal for a military conference to plan the overthrow of the Gizenga government. | Meeting | February 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:172,Return to Damascus | Rimawi and Nuwar returned to Damascus from Cairo after planning activities against Jordan. | Travel | 1961-01-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:173,Deportation and arrests by Lebanese authorities | Lebanese authorities deported seven Jordanians and arrested 24 others on suspicion of terrorist activities. | ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:174,Chinese Economic Policy Announcement | Announcement of economic measures by the Chinese Communist government to address difficulties. | PolicyAction | 1961-01-1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:175,"Guerrilla operations in South Vietnam | Operations of an estimated 7,000 Communist guerrillas directed by North Vietnam threaten the Diem government. | Violence",EventCluster,Event,,,1.0,
EVENT_CLUSTER:176,Attempted coup against Diem | Diem survived an attempted coup by paratroop elements. | Violence | November 1960,EventCluster,Event,,,1.0,
EVENT_CLUSTER:177,Inauguration of Janio Quadros | Janio Quadros is to be inaugurated as President of Brazil. | Other | 1961-01-31,EventCluster,Event,,,4.0,
EVENT_CLUSTER:178,Soviet Vessel Monitoring Operations | Soviet vessels maintaining positions for space-related activities. | Other | 1961-01-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:179,"Plenary session of the Chinese Communist Party | The first plenary session of the Chinese Communist Party central committee in 17 months, focusing on economic p",EventCluster,Event,,,1.0,
EVENT_CLUSTER:180,Rectification campaign | A mass campaign announced by the central committee to address opposition and raise the ideological level of cadres. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:181,Moscow meeting of Communist parties | A meeting of Communist parties where resolutions were passed. | Meeting | November 1960,EventCluster,Event,,,1.0,
EVENT_CLUSTER:182,Imminent engagements between forces | Important engagements between government and Kong Le - Pathet Lao forces are expected. | MilitaryAction | 1961-01-23,EventCluster,Event,,,1.0,
EVENT_CLUSTER:183,Helicopter Flight | Two MI-4 helicopters were scheduled to fly from Hanoi to Sam Neua. | Travel | 1961-01-21,EventCluster,Event,,,1.0,
EVENT_CLUSTER:184,UAR troop withdrawal | UAR's decision to withdraw troops from the Congo in response to UN directives. | MilitaryAction | 1961-01-21,EventCluster,Event,,,1.0,
EVENT_CLUSTER:185,Military Advisers Deployment | France and Belgium allow military advisers to serve in Katanga. | MilitaryAction | January 1961,EventCluster,Event,,,3.0,
EVENT_CLUSTER:186,Movement of volunteers | 50 volunteers for the Katanga armed forces were moved from Brussels. | MilitaryAction | recently,EventCluster,Event,,,1.0,
EVENT_CLUSTER:187,Economic crisis fears | Mid-eastern investors liquidating holdings due to fears of a foreign exchange crisis. | EconomicAction | December,EventCluster,Event,,,1.0,
EVENT_CLUSTER:188,Trial of pre-revolution government members | Trial has failed to promote condemnation or support for the government. | Other | two months ago,EventCluster,Event,,,1.0,
EVENT_CLUSTER:189,Discussion on West German-Polish relations | Berthold Beitz arrived in Warsaw for discussions on improving relations. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:190,Reconnaissance overflights of Libya | France will carry out secret reconnaissance overflights despite protests from Libya. | MilitaryAction | 1961-01-26 to 1961,EventCluster,Event,,,2.0,
