node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
EVENT_CLUSTER:194,Negotiation Plans Discussion | General Kislenko expressed optimism about peace in Korea during a conversation with US Political Adviser Sebald. | Communication ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:195,Cancellation of US-Vietnamese ECA agreement | The signing of the US-Vietnamese agreement on economic aid was cancelled due to French insistence on prior approva,EventCluster,Event,,,1.0,
EVENT_CLUSTER:196,Cease-fire recommendations | Ambassador Muccio gives recommendations on cease-fire problems. | Communication | 1951-07-01,EventCluster,Event,,,2.0,
EVENT_CLUSTER:197,Deadline for Iranian oil production cutoff | The refinery at Abadan will shut down if there are no more tanker loadings. | EconomicAction | 1951-07-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:198,"Lead shipment | 1,000 metric tons of lead were shipped to Vadux, Liechtenstein. | Other | 1951-06-28",EventCluster,Event,,,2.0,
EVENT_CLUSTER:199,Finnish Diet elections | Elections for the 200 seats in the Finnish Diet | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:200,Philippine Foreign Secretary considering resignation | Romulo expresses his concerns about the Japanese reparations clause and considers resigning. | Communicat,EventCluster,Event,,,1.0,
EVENT_CLUSTER:201,Kurds create disturbances | Kurdish tribesmen create disturbances near the Iraqi frontier. | Violence | 1951-07-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:202,Berlin Festival Participation | American participation organized by the Committee for World Youth Friendship and Cultural Exchange. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:203,Soviet air display | Display of new aircraft types including a four-engined bomber. | Demonstration | 1951-07-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:204,Paris European Army talks | Delegations discussing the European Army and German political status. | Meeting | next week,EventCluster,Event,,,7.0,
EVENT_CLUSTER:205,Pacific Pact discussions | President Quirino emphasized interest in reviving discussions for a Pacific Pact. | Negotiation | 1952-02-14,EventCluster,Event,,,2.0,
EVENT_CLUSTER:206,Prime Minister's statement | The Prime Minister expresses concerns about US interests in Korea. | Communication | 1951-07-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:207,Mutiny of Imperial Body Guard Cadet School | Mutiny involving sixty members of the Imperial Body Guard Cadet School linked to the conspiracy. | Violence | 1951-,EventCluster,Event,,,1.0,
EVENT_CLUSTER:208,India's complaint to the UN | India complained to the UN regarding Pakistani breaches of the cease-fire agreement. | Communication | 1951-07-02,EventCluster,Event,,,1.0,
EVENT_CLUSTER:209,Rumanian border evacuation | Mass evacuation from the Rumanian-Yugoslav border. | Other | June 15 - July 2nd week,EventCluster,Event,,,1.0,
EVENT_CLUSTER:210,Cabinet shakeup in Spain | Franco confirmed a long-awaited cabinet shakeup. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:211,Pipeline Agreement | Tentative agreement among petroleum companies to establish a pipeline system. | Negotiation,EventCluster,Event,,,8.0,
EVENT_CLUSTER:212,Communist activity in Bhamo | Bhamo has become a center of Communist activity. | Other,EventCluster,Event,,,12.0,
EVENT_CLUSTER:213,Cabinet shakeup announcement | General Franco informs the US Ambassador about a general reorganization of his government. | Communication | 1951-07-19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:214,Increased instability in Afghanistan | The internal situation in Afghanistan is reported to be more unstable than in the last 20 years. | Other | 1951-07-19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:215,Potential airlift for Berlin export crisis | The US Commandant suggests a limited airlift in cooperation with the UK and France. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:216,US-Philippine treaty of alliance suggested | Proposal for a bilateral alliance to address Philippine security concerns | Negotiation | 1951-07-21,EventCluster,Event,,,1.0,
EVENT_CLUSTER:217,"Assassination of Riad al-Solh | Riad al-Solh, the former Prime Minister of Lebanon, was assassinated. | Violence | 1951-07-16",EventCluster,Event,,,1.0,
EVENT_CLUSTER:218,"Protest by Yugoslav Government | Yugoslavia protested to the US, British and French Governments against the Western policy for the return of Trieste to Italy. |",EventCluster,Event,,,1.0,
EVENT_CLUSTER:219,General Góis Monteiro's visit to the US | General Góis Monteiro visits the US to discuss military matters with UN and US officials. | Travel | 1951-07-23,EventCluster,Event,,,1.0,
EVENT_CLUSTER:220,Warning of Communist gains | CIC warns of potential Communist expansion in Spain. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:221,Withholding of Montesa's papers | The Panama Government instructed its Consul General to hold the papers of the Montesa. | PolicyAction | 1951-07-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:222,"Speech by Eugenio Perez | Eugenio Perez delivers a speech opposing the Japanese peace treaty, indicating the Philippines may not sign it. | Speech | 1951-07-24",EventCluster,Event,,,1.0,
EVENT_CLUSTER:223,Swedish Army mission to the US | A Swedish Army mission is coming to the US to study military training methods. | Travel | 1951-07-26,EventCluster,Event,,,1.0,
EVENT_CLUSTER:224,"Molotov and Zhukov appearance | Molotov and Zhukov appeared at a Polish holiday celebration, indicating a reassessment of the international situation by the Kre",EventCluster,Event,,,1.0,
EVENT_CLUSTER:225,Appointment of N. G. Kuznetsov | Vice Admiral N. G. Kuznetsov appointed as Soviet Navy Minister. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:226,US policy shift recommendation | Recommendation for a policy shift on the Trieste issue by the US Political Adviser. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:227,Negotiation on Netherlands-Indonesian agreements | Indonesia requested the Netherlands to discuss a revision of the agreements. | Negotiation | 1951-07-28,EventCluster,Event,,,1.0,
EVENT_CLUSTER:228,"Potential return of Prince Tallal to Jordan | Prince Tallal rumored to be en route to Jordan, potentially causing a crisis. | Travel",EventCluster,Event,,,1.0,
EVENT_CLUSTER:229,Operation of experimental uranium pile | The first operation of the joint Norway-Netherlands experimental uranium pile. | Other | 1951-07-30,EventCluster,Event,,,1.0,
EVENT_CLUSTER:230,Malaya's Rebellion | Ongoing conflict with Communist-led terrorists. | Violence,EventCluster,Event,,,2.0,
EVENT_CLUSTER:231,Limited Allied airlift plan | Plan endorsed by Embassy officials to ease export backlog and demonstrate Allied air-power. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:232,UK Protests Nehru's Charges | UK Prime Minister Attlee protests against Nehru's charges regarding British military advisers. | Communication | 1951-07-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:233,Request for Military Data | Tito orders officials to turn over military data to the US. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:234,Italian ban on transit shipments | Italy imposed a ban on transit shipments of non-ferrous metals to Satellite areas. | PolicyAction | 1951-08-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:235,Cancellation of Constitution Day reception | Iran's Parliament's lower house canceled its annual Constitution Day reception due to concerns over public order. |,EventCluster,Event,,,1.0,
EVENT_CLUSTER:236,Campaign for Union of Jordan and Iraq | The Iraqi Minister continues the campaign for a union of Jordan and Iraq. | Other,EventCluster,Event,,,2.0,
EVENT_CLUSTER:237,Threat against General Winterton | General Winterton has been threatened with assassination unless he adopts a more pro-Italian policy. | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:238,Pre-election violence planning | Italian extremists are organizing a pre-electoral campaign of sabotage and violence directed at the Allied Military Government.,EventCluster,Event,,,1.0,
EVENT_CLUSTER:239,US Embassy Belgrade's proposal | The US Embassy in Belgrade proposes lifting US visa restrictions on Yugoslav nationals. | PolicyAction | 1951-08-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:240,Suspension of overflight rights | Negotiation regarding the suspension of Czechoslovak State Airlines' overflight rights. | Negotiation | 1951-08-09,EventCluster,Event,,,3.0,
EVENT_CLUSTER:241,Bombing of US Information Service | The bombing of the US Information Service in Tunis. | Violence | 1955-06-28,EventCluster,Event,,,3.0,
EVENT_CLUSTER:242,Closure of USIS in Poland | The Polish Government ordered the closure of USIS activities in Poland. | PolicyAction | 1951-08-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:243,Diplomatic Campaign by Pakistan | Pakistan is waging an anti-Indian diplomatic campaign to seek mediation in the Kashmir dispute. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:244,Peron's planned action against foreign intelligence services | Peron plans to declare two members of the British Embassy personae non gratae and connect US Emba,EventCluster,Event,,,1.0,
EVENT_CLUSTER:245,Agitation for Independence of Western Jordan | The Egyptian Legation is agitating for the independence of the western part of Jordan. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:246,Interception of RB-45 aircraft | US jet reconnaissance aircraft intercepted by enemy jets. | MilitaryAction | 1951-08-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:247,Request for letter of guarantee | Finance Minister requested a letter of guarantee for financial assurance. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:248,Rajagopalachari's resignation wish | Rajagopalachari expressed a desire to resign to avoid public career damage. | Communication | early August,EventCluster,Event,,,1.0,
EVENT_CLUSTER:249,New German treason law | A new law in Germany aimed at Communists that may restrict Allied information. | PolicyAction,EventCluster,Event,,,3.0,
EVENT_CLUSTER:250,Revision request on Montreux Convention | Deadline for submission of revisions on the Montreux Convention that the USSR failed to meet | Other | 1951-08-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:251,US Minister urges Indochinese presence | US Minister Heath urges the presence of Indochinese states at the San Francisco conference. | Communication | 1951-08-1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:252,French hint for Chinese Communist UN bid | France's Deputy Permanent Representative hints at support for Chinese Communist UN bid. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:253,Coordinated violence incidents | Serious incidents of violence involving men wearing Communist insignia. | Violence | 1951-08-04 to 1951-08-06,EventCluster,Event,,,2.0,
EVENT_CLUSTER:254,Opposition to UN Security Role | The British government opposes the extension of the UN General Assembly's security role. | PolicyAction | 1951-08-18,EventCluster,Event,,,1.0,
EVENT_CLUSTER:255,Syrian Cooperation Dependence | Syrian cooperation with the West is dependent on Israeli compliance with a resolution. | Negotiation,EventCluster,Event,,,2.0,
EVENT_CLUSTER:256,High-level announcement by High Commissioners | High Commissioners plan to issue an announcement regarding Germany's obligations. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:257,Formation of interim government in Greece | Papagos agrees to the formation of an interim government. | PolicyAction,EventCluster,Event,,,2.0,
EVENT_CLUSTER:258,US-French talks | Talks regarding US aid for French rearmament. | Negotiation | 1950-10,EventCluster,Event,,,4.0,
EVENT_CLUSTER:259,Statements by Syrian Prime Minister | The Syrian Prime Minister issued statements to the local press expressing a favorable attitude toward the West. | Speech |,EventCluster,Event,,,1.0,
EVENT_CLUSTER:260,Expansion of Polish Merchant Marine | Plans reported for the marked expansion of the Polish Merchant Marine fleet. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:261,Meeting of the Council of the German Evangelical Church | A resolution opposing West German contribution to European defense is likely to be presented. | Meetin,EventCluster,Event,,,1.0,
EVENT_CLUSTER:262,Reported sixth phase offensive | Communist plans for a sixth phase offensive reported based on statements from a captured soldier. | MilitaryAction | 1951-08-22,EventCluster,Event,,,1.0,
EVENT_CLUSTER:263,Yugoslavia refuses to attend conference | Yugoslavia's decision not to attend the San Francisco Japanese Treaty Conference | Communication | 1951-08-22,EventCluster,Event,,,1.0,
EVENT_CLUSTER:264,Meeting with Egyptian military group | Robertson requested a casual meeting with the Egyptian military group. | Meeting | 1953-07-20,EventCluster,Event,,,6.0,
EVENT_CLUSTER:265,Merger of Satellite airlines | State-owned airline companies of Eastern Europe merged under Soviet direction. | PolicyAction | 1951-07-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:266,Dismissal of the Governor of Aruba | The Governor was dismissed due to failure to take police action. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:267,Economic Commission for Europe meeting | Meeting where USSR demands strategic commodities from Western Europe. | Meeting | 1951-08-24,EventCluster,Event,,,1.0,
EVENT_CLUSTER:268,Extension of export controls | Spain extends ban on sale of strategic materials to prevent transshipment to the Soviet orbit. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:269,Indonesia's delegation to San Francisco | Indonesia announced it will send a delegation to the San Francisco Conference | Travel | 1951-08-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:270,Request for Ships and Tankers | The USSR requested ships and tankers from Denmark during a negotiation. | Negotiation | 1951-08-22,EventCluster,Event,,,1.0,
EVENT_CLUSTER:271,Communist attack support estimate | Estimation of Communist forces' capability to support a 26-day attack. | MilitaryAction | 1951-08-22,EventCluster,Event,,,1.0,
EVENT_CLUSTER:272,Public statements by Schuman and Adenauer | Recent public statements made by Schuman and Adenauer that suggest optimism for a solution | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:273,Reply of the Western Allies to Adenauer's protest | The reply from the Western Allies to Chancellor Adenauer's protest regarding Saar Government policies | Comm,EventCluster,Event,,,1.0,
EVENT_CLUSTER:274,Preparation for civil disorders | The Iranian army is preparing for potential civil unrest. | Other,EventCluster,Event,,,2.0,
EVENT_CLUSTER:275,San Francisco conference | Conference involving Vietnam's Premier and other representatives | Meeting | 1951-08-30,EventCluster,Event,,,1.0,
EVENT_CLUSTER:276,Greek elections | Elections in Greece where Papagos is a candidate. | Other | 1951-09-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:277,Japanese treaty conference | Latin American delegations plan to sign the Japanese treaty. | Meeting | 1951-09-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:278,Recommendation for Mediterranean command headquarters | The British Ambassador recommended that the headquarters of the proposed Allied command for the eastern ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:279,Effort to postpone UN action on Canal issue | Egyptian diplomats approached US officials to develop a new formula for settling the Suez Canal dispute and to pos,EventCluster,Event,,,1.0,
EVENT_CLUSTER:280,Bilateral talks on Morocco | French Foreign Minister Schuman plans to discuss the Moroccan question with Secretary Acheson. | Meeting,EventCluster,Event,,,1.0,
EVENT_CLUSTER:281,Discussions on US aid | Georges Bidault expects to convince the US about French NATO commitments in discussions. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:282,Proposal of Five Power Pact | The Soviet Union will propose a Five Power Pact at the 6th UN General Assembly Session. | Communication | 1951-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:283,San Francisco reception | Reception where Pacific security pacts were discussed by representatives of foreign delegations. | Meeting | 1951-09-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:284,Railroad cars turned back | Over 60 railroad cars carrying mail were turned back at the zonal border check point. | Other | 1951-08-31,EventCluster,Event,,,1.0,
EVENT_CLUSTER:285,Yemen declares state of war | Yemen declares a state of war against Britain. | Other | 1957-01-09,EventCluster,Event,,,9.0,
EVENT_CLUSTER:286,Discussion on US citizens detained | Ambassador Kirk discusses with Vishinsky about US citizens detained in Communist China. | Communication | 1951-09-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:287,Request for Oil Experts | Iranian representative queries US delegate about UN assistance for oil industry. | Communication | 1951-09-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:288,Reorganization of Czech Communist Party | Transfer of power from Rudolf Slansky to Klement Gottwald. | PolicyAction | 1951-09-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:289,Relaxation of Tension in Pakistan | Reported relaxation of public feeling regarding Indian-Pakistani relations. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:290,Government Formation Attempt | Ben Gurion attempts to form a government after elections. | Negotiation | 1951-09-12,EventCluster,Event,,,4.0,
EVENT_CLUSTER:291,Strike committee decision | Strike committee decided to request salary increases above the minimum wage boost | PolicyAction | 1951-09-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:292,Defensive mission report | Chinese prisoners report their units were assigned a defensive mission. | Communication | 1951-09-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:293,Washington talks on Germany | Talks concerning Germany's new status and defense role | Meeting | 1951-09-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:294,Political Friction | Serious friction developing between former premier Nu and the Burma Socialist Party. | Other,EventCluster,Event,,,5.0,
EVENT_CLUSTER:295,Formation of veterans' group | A national veterans' group was formed in West Germany. | Other,EventCluster,Event,,,5.0,
EVENT_CLUSTER:296,Tripartite meetings | Meetings where British Foreign Secretary Morrison urged the US to limit relations with Spain. | Meeting | 1951-09-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:297,Revival of Unity Campaign | Otto Grotewohl revived the campaign for 'Germans at one Table' during a special session of the East German People's Chamber. | Meeti,EventCluster,Event,,,1.0,
EVENT_CLUSTER:298,UN air strike on Rashin | A UN air strike observed by Soviet naval antiaircraft organization near the Korean-Soviet border. | MilitaryAction | 1951-09-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:299,Israel's refusal for peace proposals | Israel's representative informs the Palestine Conciliation Commission of their refusal to consider peace proposals. | Neg,EventCluster,Event,,,1.0,
EVENT_CLUSTER:300,Negotiations on Arab-Israeli disagreements | Ongoing negotiations involving Israel and Arab delegations regarding disagreements. | Negotiation | 1951-09-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:301,Announcement of British general election | Prime Minister Attlee announces a general election amid government criticism. | Communication | 1951-10-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:302,British opposition to Japanese treaty negotiations | The British Mission Chief in Tokyo requested information on Japanese intentions regarding a treaty with the,EventCluster,Event,,,1.0,
EVENT_CLUSTER:303,Closure of Manchurian railways | Peiping authorities suspended passenger and commercial freight service on most of the Manchurian rail network due to military t,EventCluster,Event,,,1.0,
EVENT_CLUSTER:304,Removal of British-owned tugs | Five British-owned tugs were removed under escort of a British destroyer. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:305,Uruguayan cabinet meeting | The Uruguayan cabinet unanimously approved military offers for UN service. | Meeting | 1951-09-19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:306,Deportations Resumed | Yugoslav Government resumed deportations to Cominform states. | PolicyAction | 1951-09-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:307,Yugoslavia's proposal for UN command | Yugoslavia proposes that the victim of aggression should appoint the Supreme Military Commander of all troops on its terr,EventCluster,Event,,,1.0,
EVENT_CLUSTER:308,Soviet campaign for German unity | US officials express concern over the renewed Soviet campaign for German unity. | Other | 1951-09-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:309,Defeat of Pleven government on minimum wage bill | The Pleven government faced a two-to-one defeat on the first reading of a minimum wage bill. | Other | Novemb,EventCluster,Event,,,1.0,
EVENT_CLUSTER:310,Request for US assurances | French Foreign Office approached the US Embassy for written assurance of noninterference. | Communication | 1951-09-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:311,Visit of Bourghiba to the US | Tunisian nationalist leader Bourghiba visited the US. | Travel | 1951-09-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:312,Meeting of European Social Movement | A meeting to organize a Pan-European Movement or an international body of fascist war veterans. | Meeting | 1951-09-28,EventCluster,Event,,,1.0,
EVENT_CLUSTER:313,Postponement of Sino-Soviet Friendship Week | The Sino-Soviet Friendship Association announced the postponement of the event due to a campaign against corruptio,EventCluster,Event,,,2.0,
EVENT_CLUSTER:314,Payments Agreement Expiration | Expiration of the payments agreement between Czechoslovakia and Mexico. | Negotiation | 1951-12-31,EventCluster,Event,,,1.0,
EVENT_CLUSTER:315,Increase in Czechoslovak Exports | Marked increase of Czechoslovak exports to Mexico in early 1951. | EconomicAction | 1951-01-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:316,Trade Campaign | Current trade campaign to maintain Mexico as a source of supply. | EconomicAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:317,Arrangements for Indonesian Goods | Chinese Communists concluded arrangements to receive goods from Indonesia. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:318,Negotiation of bilateral agreements | Negotiations between Indonesia and Japan regarding reparations and fisheries. | Negotiation | 1951-10-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:319,Proposal for Economic Mobilization Board | Proposal presented to the Chinese Nationalist cabinet for establishing an economic mobilization board. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:320,Berlin Air-lift Maintenance | McCloy to maintain the Berlin air-lift due to continued Soviet harassment. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:321,Berlin air-lift continuation | Continuation of the limited air-lift for West Berlin exports | PolicyAction | 1951-10-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:322,Pakistan's willingness for defense | Pakistan indicates willingness to share in Middle Eastern defense. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:323,France's desire for increased imports from Soviet bloc | French officials emphasize the need for more imports from the Soviet bloc. | EconomicAction | 1951-10-0,EventCluster,Event,,,1.0,
EVENT_CLUSTER:324,Stalin's atomic bomb interview | Stalin made a strong statement regarding the USSR's atomic bomb capabilities. | Communication | 1951-10-09,EventCluster,Event,,,3.0,
EVENT_CLUSTER:325,Prevention of aircraft engines transfer | Macao chief of police prevented transfer of aircraft engines to Chinese Communists | PolicyAction | 1951-09-26,EventCluster,Event,,,1.0,
EVENT_CLUSTER:326,Budget Presentation | Mayer presents the 1952 budget to Parliament amidst concerns over economic situation. | PolicyAction | 1952,EventCluster,Event,,,1.0,
EVENT_CLUSTER:327,Latin Union Congress | A meeting of the Latin Union scheduled to discuss cultural solidarity and methods for utilizing the bloc in UN activities. | Meeting | 19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:328,Student meetings in Karachi | Student bodies of all colleges and universities held meetings to organize a plan for action regarding Kashmir. | Meeting | 1951-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:329,"Discussion on counter-action in Berlin | Discussion among British, French, and West German officials regarding counter-action against East German restrictions. ",EventCluster,Event,,,1.0,
EVENT_CLUSTER:330,UN General Assembly Statement | French delegate to declare UN incompetence regarding Moroccan independence issue. | Speech,EventCluster,Event,,,1.0,
EVENT_CLUSTER:331,Franco's statement on economic aid | Franco mentioned $200 million as satisfactory for economic assistance. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:332,Statements before the UN Security Council | Prime Minister Mossadeq made strong statements reflecting nationalistic sentiment and political considerations. | Sp,EventCluster,Event,,,1.0,
EVENT_CLUSTER:333,Exchange of Notes Negotiation | Negotiation between the United States and France regarding North Africa | Negotiation,EventCluster,Event,,,3.0,
EVENT_CLUSTER:334,Frustration of armed plot | The Venezuelan Government announced the frustration of an armed plot involving attempts to assassinate authorities and cause revolts,EventCluster,Event,,,1.0,
EVENT_CLUSTER:335,Request for Membership in UAR | Gaza Legislative Council requests membership in the UAR. | Other,EventCluster,Event,,,4.0,
EVENT_CLUSTER:336,Proposal for US Budget Review | Chinese Nationalists propose US review of their budget. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:337,British acceptance of amendments | The British Foreign Office authorized the acceptance of Yugoslav and Indian amendments to the British draft resolution on the,EventCluster,Event,,,1.0,
EVENT_CLUSTER:338,Trade Permit Rejection | USSR rejected over 2000 trade permits submitted by West Berlin firms. | PolicyAction | 1951-10-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:339,Strike Threat | Belgian Socialist Trade Union Federation set a date for a strike unless demands are met. | Demonstration | 1951-10-22,EventCluster,Event,,,1.0,
EVENT_CLUSTER:340,"Meetings to Stave Off Crisis | Meetings between employers, government, and trade union officials to address strike threat. | Meeting",EventCluster,Event,,,1.0,
EVENT_CLUSTER:341,strike threat | a threat of strike supported by organized labor as a tactic in a political campaign | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:342,US Embassy's assessment on Libyan independence | US Embassy considers early Libyan independence may complicate the situation at the UN General Assembly. | Commu,EventCluster,Event,,,1.0,
EVENT_CLUSTER:343,Italian offer to mediate | Premier de Gasperi's offer to mediate the Anglo-Egyptian controversy. | Negotiation | 1951-10-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:344,Chinese Communist plan to overthrow | Definite Chinese Communist plan to overthrow Premier Phibun's regime. | Violence | 1951-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:345,Discussion of Communist strike plans | High official of the Italian Ministry of Interior discussed plans for strikes with US representatives. | Communication | ,EventCluster,Event,,,2.0,
EVENT_CLUSTER:346,Occupation of Steinstuecken | Soviet Zone police occupied the small Berlin district of Steinstuecken. | MilitaryAction | 1951-10-18,EventCluster,Event,,,1.0,
EVENT_CLUSTER:347,Discussion on Austrian military contribution | US officials discussed Austria's potential military contribution in the event of a Soviet attack. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:348,"UN air attack on Taechon | Nine UN medium bombers attacked the airfield at Taechon, reportedly knocking it out. | MilitaryAction | 1951-10-22",EventCluster,Event,,,1.0,
EVENT_CLUSTER:349,Iranian-Soviet claims talks | Continuation of claims talks requested by Mossadeq. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:350,Bilateral arms agreement proposal | Yugoslav Government proposes to sign an arms agreement. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:351,Movement of East China air division | Chinese Communists shifted several air regiments to advanced bases in Manchuria. | MilitaryAction | since late September 1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:352,Comment on Burma's security problem | US Army Attache comments on the vulnerability of Mandalay to Communist capture. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:353,Agreement on ball-bearing orders | Agreement between the Austrian Government and the US Legation regarding ball-bearing orders to ensure coal deliveries from Po,EventCluster,Event,,,1.0,
EVENT_CLUSTER:354,Withdrawal from Steinstuecken | The East German Peoples' Police withdrew from the district of Steinstuecken as ordered by Soviet authorities. | Other | 1951-10-,EventCluster,Event,,,1.0,
EVENT_CLUSTER:355,Bonn working group meeting | Meeting to discuss the German financial contribution to Western defense | Meeting,EventCluster,Event,,,4.0,
EVENT_CLUSTER:356,Wildcat strikes in German ports | Communist-instigated strikes in key North German ports. | Demonstration,EventCluster,Event,,,1.0,
EVENT_CLUSTER:357,Russian proposal strengthens China's position | A Russian proposal is reported to strengthen China's control in Sinkiang. | PolicyAction | 1951-10-26,EventCluster,Event,,,1.0,
EVENT_CLUSTER:358,Removal from Politburo | Franc Leskovsek was removed from his governmental post. | Other,EventCluster,Event,,,2.0,
EVENT_CLUSTER:359,Portuguese response to Egyptian crisis | Portuguese Foreign Ministry spokesman informs US Embassy about concerns regarding British withdrawal from Egypt. | Comm,EventCluster,Event,,,1.0,
EVENT_CLUSTER:360,Speech by Chen Cheng | Chen Cheng predicted that the US would 'whitewash' Sergeant Reynolds. | Speech | 1957-05-24,EventCluster,Event,,,2.0,
EVENT_CLUSTER:361,Report on Peiping regime | Indian Ambassador Panikkar intends to submit a report to Prime Minister Nehru regarding the Peiping regime. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:362,Exploratory talks | Oilmen agreed on a proposed system for pipelines. | Negotiation,EventCluster,Event,,,5.0,
EVENT_CLUSTER:363,Attempted Visit to British Honduras | Ydigoras made an unsuccessful attempt to visit British Honduras. | Travel | 1958-04-16,EventCluster,Event,,,4.0,
EVENT_CLUSTER:364,Cease-fire discussion | British Ambassador reports on a conversation with Soviet Foreign Minister Vyshinsky regarding a cease-fire in Korea. | Communication | 1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:365,Warnings from British and American Ambassadors | Ambassadors warned of serious developments in Egypt. | Communication | 1951-10-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:366,British Government Decisions | The British Government is advised to make grave decisions regarding Egypt. | PolicyAction | 1951-10-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:367,Predicted revolution in Thailand | A bloodless revolution is predicted to take place | Other | 1951-10-31,EventCluster,Event,,,2.0,
EVENT_CLUSTER:368,Military Survey Refusal | Refusal of a United States military survey mission in Tunisia | Other,EventCluster,Event,,,7.0,
