normalized_label,canonical_label_current,mention_count,unique_docs,source_types,example_mentions,in_alias_dictionary
CHINESE COMMUNIST EMBASSY IN RANGOON,CHINESE COMMUNIST EMBASSY,1,1,Organization,Chinese Communist Embassy in Rangoon,True
CHINESE COMMUNIST FIGHTERS AND BOMBERS,CHINESE COMMUNIST FIGHTERS AND BOMBERS,1,1,Military,Chinese Communist fighters and bombers,False
CHINESE COMMUNIST FOREIGN MINISTER,CHINESE COMMUNIST FOREIGN MINISTER,1,1,Person,Chinese Communist foreign minister,False
CHINESE COMMUNIST FOURTH FIELD ARMY,CHINESE COMMUNIST FOURTH FIELD ARMY,1,1,Military,Chinese Communist Fourth Field Army,False
CHINESE COMMUNIST LEADERS,CHINESE COMMUNIST,1,1,PoliticalGroup,Chinese Communist leaders,True
CHINESE COMMUNIST MILITARY FORCES,CHINESE COMMUNIST MILITARY FORCES,1,1,Military,Chinese Communist military forces,False
CHINESE COMMUNIST MILITARY MISSION,CHINESE COMMUNIST MILITARY MISSION,1,1,Military,Chinese Communist military mission,False
CHINESE COMMUNIST MILITARY TRAINING MISSION,CHINESE COMMUNIST MILITARY TRAINING MISSION,1,1,Military,Chinese Communist military training mission,False
CHINESE COMMUNIST MILITIA,CHINESE COMMUNIST MILITIA,1,1,Military,Chinese Communist militia,False
CHINESE COMMUNIST MINISTRY OF WATER CONSERVANCY,CHINESE COMMUNIST MINISTRY OF WATER CONSERVANCY,1,1,Organization,Chinese Communist Ministry of Water Conservancy,False
CHINESE COMMUNIST OFFICIALS,CHINESE COMMUNIST,1,1,PoliticalGroup,Chinese Communist officials,True
CHINESE COMMUNIST OPERA COMPANY,CHINESE COMMUNIST OPERA COMPANY,1,1,Organization,Chinese Communist opera company,False
CHINESE COMMUNIST PARATROOP DIVISION,CHINESE COMMUNIST PARATROOP DIVISION,1,1,Military,Chinese Communist paratroop division,False
CHINESE COMMUNIST PARTY (CCP),CHINESE COMMUNIST PARTY (CCP),1,1,PoliticalGroup,Chinese Communist Party (CCP),False
CHINESE COMMUNIST POLICE,CHINESE COMMUNIST POLICE,1,1,Military,Chinese Communist police,False
CHINESE COMMUNIST PORTS,CHINESE COMMUNIST PORTS,1,1,Location,Chinese Communist ports,False
CHINESE COMMUNIST PRESS,CHINESE COMMUNIST PRESS,1,1,Organization,Chinese Communist press,False
CHINESE COMMUNIST PRISONERS OF WAR,CHINESE COMMUNIST PRISONERS OF WAR,1,1,Military,Chinese Communist prisoners of war,False
CHINESE COMMUNIST REGIMENT,CHINESE COMMUNIST REGIMENT,1,1,Military,Chinese Communist regiment,False
CHINESE COMMUNIST TU-4,CHINESE COMMUNIST TU-4,1,1,Military,Chinese Communist TU-4,False
CHINESE COMMUNIST VOLUNTEER FORCES,CHINESE COMMUNIST,1,1,Military,Chinese Communist 'Volunteer' Forces,True
CHINESE COMMUNIST YOUTH LEAGUE,CHINESE COMMUNIST YOUTH LEAGUE,1,1,PoliticalGroup,Chinese Communist Youth League,False
CHINESE CONSUL GENERAL IN SAIGON,CHINESE CONSUL GENERAL IN SAIGON,1,1,Person,Chinese Consul General in Saigon,False
CHINESE DELEGATES,CHINESE DELEGATES,1,1,Other,Chinese delegates,False
CHINESE DELEGATION,CHINESE DELEGATION,1,1,Other,Chinese delegation,False
CHINESE FOREIGN MINISTER,CHINESE NATIONALIST FOREIGN MINISTER,1,1,Person,Chinese Foreign Minister,True
CHINESE GUERRILLAS,CHINESE GUERRILLAS,1,1,Military,Chinese guerrillas,False
CHINESE IRREGULARS,CHINESE IRREGULARS,1,1,Military,Chinese irregulars,False
CHINESE LEADERS,CHINESE COMMUNIST,1,1,PoliticalGroup,Chinese leaders,True
CHINESE MERCHANTS AND INDUSTRIALISTS,CHINESE MERCHANTS AND INDUSTRIALISTS,1,1,Other,Chinese merchants and industrialists,False
CHINESE MIG-15,MIG-15,1,1,Military,Chinese MIG-15,True
CHINESE MILITARY LEADERS,CHINESE MILITARY LEADERS,1,1,Military,Chinese military leaders,False
CHINESE NATIONALIST 81ST DIVISION,CHINESE NATIONALIST 81ST DIVISION,1,1,Military,Chinese Nationalist 81st Division,False
CHINESE NATIONALIST AIR UNITS,CHINESE NATIONALIST AIR UNITS,1,1,Military,Chinese Nationalist air units,False
CHINESE NATIONALIST AMBASSADOR,CHINESE NATIONALIST AMBASSADOR,1,1,Person,Chinese Nationalist ambassador,False
CHINESE NATIONALIST CABINET,CHINESE NATIONALIST CABINET,1,1,Government,Chinese Nationalist cabinet,False
CHINESE NATIONALIST COMMANDER,CHINESE NATIONALIST,1,1,Military,Chinese Nationalist commander,True
CHINESE NATIONALIST CONSUL,CHINESE NATIONALIST CONSUL,1,1,Other,Chinese Nationalist consul,False
CHINESE NATIONALIST CONSUL GENERAL,CHINESE NATIONALIST CONSUL GENERAL,1,1,Person,Chinese Nationalist Consul General,False
CHINESE NATIONALIST DELEGATION,CHINESE NATIONALIST DELEGATION,1,1,PoliticalGroup,Chinese Nationalist delegation,False
CHINESE NATIONALIST FORCE,CHINESE NATIONALIST FORCE,1,1,Military,Chinese Nationalist force,False
CHINESE NATIONALIST FOREIGN MINISTER,CHINESE NATIONALIST FOREIGN MINISTER,1,1,Person,Chinese Nationalist Foreign Minister,False
CHINESE NATIONALIST FOREIGN MINISTRY,CHINESE NATIONALIST FOREIGN MINISTRY,1,1,Organization,Chinese Nationalist Foreign Ministry,False
CHINESE NATIONALIST FOREIGN OFFICE,CHINESE NATIONALIST FOREIGN OFFICE,1,1,Organization,Chinese Nationalist Foreign Office,False
CHINESE NATIONALIST GUERRILLAS,CHINESE NATIONALIST GUERRILLAS,1,1,Military,Chinese Nationalist guerrillas,False
CHINESE NATIONALIST HIGH COMMAND,CHINESE NATIONALIST,1,1,Military,Chinese Nationalist High Command,True
CHINESE NATIONALIST INTERNEES,CHINESE NATIONALIST INTERNEES,1,1,Other,Chinese Nationalist internees,False
CHINESE NATIONALIST IRREGULAR FORCES,CHINESE NATIONALIST IRREGULARS,1,1,Military,Chinese Nationalist irregular forces,True
CHINESE NATIONALIST KUOMINTANG,KUOMINTANG,1,1,PoliticalGroup,Chinese Nationalist Kuomintang,True
CHINESE NATIONALIST LEGATION,CHINESE NATIONALIST LEGATION,1,1,Organization,Chinese Nationalist legation,False
CHINESE NATIONALIST MILITARY AUTHORITIES,CHINESE NATIONALIST,1,1,Military,Chinese Nationalist military authorities,True
CHINESE NATIONALIST MILITARY LEADERS,CHINESE NATIONALIST,1,1,Military,Chinese Nationalist military leaders,True
CHINESE NATIONALIST NAVAL FORCE,CHINESE NATIONALIST NAVAL FORCE,1,1,Military,Chinese Nationalist naval force,False
CHINESE NATIONALIST OFFICIALS,CHINESE NATIONALIST OFFICIALS,1,1,PoliticalGroup,Chinese Nationalist officials,False
CHINESE NATIONALIST PARTY,CHINESE NATIONALIST PARTY,1,1,PoliticalGroup,Chinese Nationalist Party,False
CHINESE NATIONALIST REGIME,CHINESE NATIONALIST,1,1,PoliticalGroup,Chinese Nationalist regime,True
CHINESE NATIONALIST REPRESENTATIVES,CHINESE NATIONALIST REPRESENTATIVES,1,1,PoliticalGroup,Chinese Nationalist representatives,False
CHINESE NATIONALIST SOURCES,CHINESE NATIONALIST SOURCES,1,1,Organization,Chinese Nationalist sources,False
CHINESE NATIONALIST-HELD TACHEN ISLANDS,TACHEN ISLANDS,1,1,Location,Chinese Nationalist-held Tachen Islands,True
CHINESE OVERSEER,CHINESE OVERSEER,1,1,Person,Chinese overseer,False
CHINESE PEOPLE,CHINESE PEOPLE,1,1,Other,Chinese people,False
CHINESE PEOPLES POLITICAL CONSULTATIVE CONFERENCE,CHINESE PEOPLES POLITICAL CONSULTATIVE CONFERENCE,1,1,Organization,Chinese People's Political Consultative Conference,False
CHINESE RED CROSS,COMMUNIST CHINESE RED CROSS,1,1,Organization,Chinese Red Cross,True
CHINESE TECHNICIANS,CHINESE TECHNICIANS,1,1,Other,Chinese technicians,False
CHINESE TROOPS,CHINESE COMMUNIST,1,1,Military,Chinese troops,True
CHINESE UN DELEGATE,CHINESE UN DELEGATE,1,1,Person,Chinese UN delegate,False
CHINESE UNIT,CHINESE UNIT,1,1,Military,Chinese unit,False
CHINESE-COMMUNIST SOLDIER,CHINESE-COMMUNIST SOLDIER,1,1,Person,Chinese-Communist soldier,False
CHINESE-KOREAN HEADQUARTERS,CHINESE-KOREAN HEADQUARTERS,1,1,Organization,Chinese-Korean Headquarters,False
CHINESE-KOREANS,CHINESE-KOREANS,1,1,Other,Chinese-Koreans,False
CHINMENS,CHINMENS,1,1,Location,Chinmens,False
CHIQUIMULA,CHIQUIMULA,1,1,Location,Chiquimula,False
CHITA,CHITA,1,1,Location,Chita,False
CHITOSE AIR FORCE BASE,CHITOSE AIR FORCE BASE,1,1,Location,Chitose Air Force Base,False
CHKALOV,CHKALOV,1,1,Location,Chkalov,False
CHKALOV OBLAST,CHKALOV OBLAST,1,1,Location,Chkalov Oblast,False
CHO BONG-AM,CHO PONG-AM,1,1,Person,Cho Bong-am,True
CHO YONG-SUN,CHO YONG-SUN,1,1,Person,Cho Yong-sun,False
CHOE IN-KYU,CHOE IN-KYU,1,1,Person,Choe In-kyu,False
CHOE TOK-SIN,CHOE TOK-SIN,1,1,Person,Choe Tok-sin,False
CHOE YONG-HUI,CHOE YONG-HUI,1,1,Person,Choe Yong-hui,False
CHONG,HO CHONG,1,1,Person,Chong,True
CHONG KUK-UN,CHONG KUK-UN,1,1,Person,Chong Kuk-un,False
CHONGCHON RIVER,CHONGCHON RIVER,1,1,Location,Chongchon river,False
CHONGJIN,CHONGJIN,1,1,Location,Chongjin,False
CHOU-EN-LAI,CHOU EN-LAI,1,1,Person,Chou-En-lai,True
CHRISTIAN COMMUNAL ORGANIZATIONS,CHRISTIAN COMMUNAL ORGANIZATIONS,1,1,ReligiousGroup,Christian communal organizations,False
CHRISTIAN DEMOCRATIC (CD) GOVERNMENT,CHRISTIAN DEMOCRATIC GOVERNMENT,1,1,Government,Christian Democratic (CD) government,True
CHRISTIAN DEMOCRATIC CABINET,CHRISTIAN DEMOCRATIC GOVERNMENT,1,1,PoliticalGroup,Christian Democratic cabinet,True
CHRISTIAN DEMOCRATIC CARETAKER GOVERNMENT,CHRISTIAN DEMOCRATIC GOVERNMENT,1,1,Government,Christian Democratic caretaker government,True
CHRISTIAN DEMOCRATIC DEPUTIES,CHRISTIAN DEMOCRATIC PARTY,1,1,PoliticalGroup,Christian Democratic deputies,True
CHRISTIAN DEMOCRATIC ELEMENTS,CHRISTIAN DEMOCRATIC ELEMENTS,1,1,PoliticalGroup,Christian Democratic elements,False
CHRISTIAN DEMOCRATIC NATIONAL CONGRESS,CHRISTIAN DEMOCRATIC NATIONAL CONGRESS,1,1,Document,Christian Democratic national congress,False
CHRISTIAN DEMOCRATIC OFFICIALS,CHRISTIAN DEMOCRATIC UNION,1,1,PoliticalGroup,Christian Democratic officials,True
CHRISTIAN DEMOCRATIC POLITICIANS,CHRISTIAN DEMOCRATIC POLITICIANS,1,1,PoliticalGroup,Christian Democratic politicians,False
CHRISTIAN DEMOCRATIC UNION (CDU/CSU),CHRISTIAN DEMOCRATIC UNION,1,1,PoliticalGroup,Christian Democratic Union (CDU/CSU),True
CHRISTIAN DEMOCRATIC-ORIENTED LABOR FEDERATION,CHRISTIAN DEMOCRATIC-ORIENTED LABOR FEDERATION,1,1,Organization,Christian Democratic-oriented labor federation,False
CHRISTIAN FOUCHET,CHRISTIAN FOUCHET,1,1,Person,Christian Fouchet,False
CHRISTIAN LABOR INTERNATIONAL,CHRISTIAN LABOR INTERNATIONAL,1,1,Organization,Christian Labor International,False
CHRISTIAN MARONITE COMMUNITY,CHRISTIAN MARONITE COMMUNITY,1,1,ReligiousGroup,Christian Maronite community,False
CHRISTIAN PARTY,CHRISTIAN PARTY,1,1,PoliticalGroup,Christian Party,False
CHRISTIAN PINEAU,CHRISTIAN PINEAU,1,1,Person,Christian Pineau,False
CHRISTIAN SOCIAL UNION (CSU),CHRISTIAN SOCIAL UNION (CSU),1,1,PoliticalGroup,Christian Social Union (CSU),False
CHRISTIAN SOCIALIST UNION,CHRISTIAN SOCIALIST UNION,1,1,PoliticalGroup,Christian Socialist Union,False
CHRISTIAN SOCIALISTS,CHRISTIAN SOCIALISTS,1,1,PoliticalGroup,Christian Socialists,False
CHRISTIAN TRADE UNION,CHRISTIAN TRADE UNION,1,1,Organization,Christian Trade Union,False
CHRISTIAN WORKERS CONFEDERATION (CFTC),FRENCH CHRISTIAN WORKERS CONFEDERATION,1,1,PoliticalGroup,Christian Workers' Confederation (CFTC),True
CHRISTIAN-DEMOCRATIC PARTY,CHRISTIAN DEMOCRATIC PARTY,1,1,PoliticalGroup,Christian-Democratic party,True
CHRISTOPHE GBENYE,CHRISTOPHE GBENYE,1,1,Person,Christophe Gbenye,False
CHU AN-PING,CHU AN-PING,1,1,Person,Chu An-ping,False
CHU CHIA-PI,CHU CHIA-PI,1,1,Person,Chu Chia-pi,False
CHU TE,CHU TEH,1,1,Person,Chu Te,True
CHUCHOU,CHUCHOU,1,1,Location,Chuchou,False
CHUHSIEN,CHUHSIEN,1,1,Location,Chuhsien,False
CHUIKOV,GENERAL CHUIKOV,1,1,Person,Chuikov,True
CHUKHOTSK PENINSULA,CHUKOTSK PENINSULA,1,1,Location,Chukhotsk Peninsula,True
CHUKOTSK AREA,CHUKOTSK,1,1,Location,Chukotsk area,True
CHUMHON-WONJU CORRIDOR,CHUMHON-WONJU CORRIDOR,1,1,Location,Chumhon-Wonju corridor,False
CHUNCHON,CHUNCHON,1,1,Location,Chunchon,False
CHUQUICAMATA,CHUQUICAMATA,1,1,Location,Chuquicamata,False
CHURCH,CATHOLIC CHURCH,1,1,ReligiousGroup,Church,True
CIA ARCHIVES AND RECORDS CENTER,CIA ARCHIVES AND RECORDS CENTER,1,1,Organization,CIA Archives and Records Center,False
CIA INTELLIGENCE MEMORANDUM,CIA INTELLIGENCE MEMORANDUM,1,1,Document,CIA intelligence memorandum,False
CIBAO,CIBAO,1,1,Location,Cibao,False
CIC (COMITE INTERIOR DE COORDINACION),CIC (COMITE INTERIOR DE COORDINACION),1,1,PoliticalGroup,CIC (Comite Interior de Coordinacion),False
CIE. FRANCAISE DES PETROLES,COMPAGNIE FRANCAISE DES PETROLES,1,1,Organization,Cie. Francaise des Petroles,True
CINC FE,CINC FE,1,1,Organization,CINC FE,False
CINCFE,CINCFE,1,1,Military,CINCFE,False
CITIES SERVICE,CITIES SERVICE,1,1,Organization,Cities Service,False
CITIZENS PARTY,CITIZENS PARTY,1,1,PoliticalGroup,Citizens' Party,False
CITIZENS RALLY,CITIZENS RALLY,1,1,PoliticalGroup,Citizen's Rally,False
CITY BANK,CITY BANK,1,1,Organization,City Bank,False
CITY HALL,CITY HALL,1,1,Location,City Hall,False
CIVIC ACTION ASSOCIATION,CIVIC ACTION ASSOCIATION,1,1,Organization,Civic action association,False
CIVIC INDEPENDENT PARTY,CIVIC INDEPENDENT PARTY,1,1,PoliticalGroup,Civic Independent party,False
CIVIL DEFENSE BILL,CIVIL DEFENSE BILL,1,1,Document,Civil Defense Bill,False
CLEMENT ATLEE,CLEMENT ATLEE,1,1,Person,Clement Atlee,False
CLEOPATRA,EGYPTIAN SHIP CLEOPATRA,1,1,Other,Cleopatra,True
CLEOPHAS KAMITATU,KAMITATU,1,1,Person,Cleophas Kamitatu,True
CLOTARIO BLEST,CLOTARIO BLEST,1,1,Person,Clotario Blest,False
CO-FOREIGN MINISTER LUNS,DUTCH CO-FOREIGN MINISTER LUNS,1,1,Person,Co-Foreign Minister Luns,True
COALITION OF ANTI-COMMUNIST PARTIES,COALITION OF ANTI-COMMUNIST PARTIES,1,1,PoliticalGroup,Coalition of Anti-Communist Parties,False
COBRA I,COBRA I,1,1,Other,Cobra I,False
COE,COE,1,1,Person,Coe,False
COGNY,GENERAL COGNY,1,1,Person,Cogny,True
COL HOUMPANH,COL. HOUMPANH,1,1,Person,Col Houmpanh,True
COL. ABD AL-MAJID FARID,COL. ABD AL-MAJID FARID,1,1,Person,Col. Abd al-Majid Farid,False
COL. ALPASLAN TURKES,COLONEL TURKES,1,1,Person,Col. Alpaslan Turkes,True
COL. ANIBAL PORTILLO,ANIBAL PORTILLO,1,1,Person,Col. Anibal Portillo,True
COL. ANTUN SAAD,COL. ANTUN SAAD,1,1,Person,Col. Antun Saad,False
COL. BARLIAN,LT. COL. BARLIAN,1,1,Person,Col. Barlian,True
COL. BASHIR TABAA,COL. BASHIR TABAA,1,1,Person,Col. Bashir Tabaa,False
COL. BOLIVAR VALLARINO,COL. BOLIVAR VALLARINO,1,1,Military,Col. Bolivar Vallarino,False
COL. CARLOS MANCHENO,COL. CARLOS MANCHENO,1,1,Person,Col. Carlos Mancheno,False
COL. DE CASTRIES,DE CASTRIES,1,1,Person,Col. De Castries,True
COL. FADHIL MAHDAWI,COL. MAHDAWI,1,1,Person,Col. Fadhil Mahdawi,True
COL. FRANCISCO ARDON,COL. FRANCISCO ARDON,1,1,Military,Col. Francisco Ardon,False
COL. GEN. PAVLE JAKSIC,COL. GEN. PAVLE JAKSIC,1,1,Person,Col. Gen. Pavle Jaksic,False
COL. JANI,COLONEL JANI,1,1,Person,Col. Jani,True
COL. JORGE ROVIRA,COL. JORGE ROVIRA,1,1,Person,Col. Jorge Rovira,False
COL. JUAN F. OLIVA,COLONEL JUAN F. OLIVA,1,1,Person,Col. Juan F. Oliva,True
COL. KHAMMOUANE,COLONEL KHAMMOUANE,1,1,Person,Col. Khammouane,True
COL. LUBIS,COLONEL LUBIS,1,1,Person,Col. Lubis,True
COL. LUTFI TAHIR,COL. LUTFI TAHIR,1,1,Person,Col. Lutfi Tahir,False
COL. MAHMUD SHAWKAT,COL. MAHMUD SHAWKAT,1,1,Person,Col. Mahmud Shawkat,False
COL. RUBEN GONZALEZ SIGUÍ,COL. RUBEN GONZALEZ SIGUÍ,1,1,Military,Col. Ruben Gonzalez Siguí,False
COL. SUDIRMAN,COLONEL SUDIRMAN,1,1,Person,Col. Sudirman,True
COL. WAROUW,COL. WAROUW,1,1,Person,Col. Warouw,False
COL. WEIZMANN,COLONEL WEIZMANN,1,1,Person,Col. Weizmann,True
COL. YUSUF AZIZ,COL. YUSUF AZIZ,1,1,Person,Col. Yusuf Aziz,False
COLE,COLE,1,1,Person,Cole,False
COLLINS,GENERAL COLLINS,1,1,Person,Collins,True
COLOGNE,COLOGNE,1,1,Location,Cologne,False
COLOMBIAN AMBASSADOR,COLOMBIAN AMBASSADOR,1,1,Person,Colombian Ambassador,False
COLOMBIAN COMMUNIST PARTY,COMMUNIST PARTY OF COLOMBIA,1,1,PoliticalGroup,Colombian Communist party,True
COLOMBIAN DELEGATE,COLOMBIAN DELEGATE,1,1,Person,Colombian delegate,False
COLOMBIAN EMBASSY,COLOMBIAN EMBASSY,1,1,Organization,Colombian Embassy,False
COLOMBIAN EMBASSY IN LIMA,COLOMBIAN EMBASSY IN LIMA,1,1,Organization,Colombian embassy in Lima,False
COLOMBIAN FOREIGN MINISTER,COLOMBIAN FOREIGN MINISTER TURBAY,1,1,Person,Colombian foreign minister,True
COLOMBIAN FOREIGN MINISTER TURBAY,COLOMBIAN FOREIGN MINISTER TURBAY,1,1,Person,Colombian Foreign Minister Turbay,False
COLOMBIAN GOVERNMENT FORCES,COLOMBIAN GOVERNMENT FORCES,1,1,Military,Colombian government forces,False
COLOMBIAN GUERRILLAS,COLOMBIAN GUERRILLAS,1,1,PoliticalGroup,Colombian guerrillas,False
COLOMBIAN MILITARY JUNTA,COLOMBIAN MILITARY JUNTA,1,1,Military,Colombian Military Junta,False
COLOMBIAN PRESIDENT,LLERAS CAMARGO,1,1,Person,Colombian president,True
COLOMBIAN-VENEZUELAN FRONTIER,COLOMBIAN-VENEZUELAN FRONTIER,1,1,Location,Colombian-Venezuelan frontier,False
COLOMBO POWERS CONFERENCE,COLOMBO POWERS CONFERENCE,1,1,Document,Colombo powers conference,False
COLON,COLON,1,1,Location,Colon,False
COLONEL ABDUL GAMAL NASR,NASR,1,1,Person,Colonel Abdul Gamal Nasr,True
COLONEL ABDUL HARIS NASUTION,COLONEL ABDUL HARIS NASUTION,1,1,Person,Colonel Abdul Haris Nasution,False
COLONEL ABDUL MONEIM AMIN,COLONEL ABDUL MONEIM AMIN,1,1,Person,Colonel Abdul Moneim Amin,False
COLONEL ABDUL NASR,NASR,1,1,Person,Colonel Abdul Nasr,True
COLONEL ABDULLA MAJALLI,COLONEL ABDULLA MAJALLI,1,1,Military,Colonel Abdulla Majalli,False
COLONEL ABDULLAH MAJALLI,COLONEL ABDULLAH MAJALLI,1,1,Person,Colonel Abdullah Majalli,False
COLONEL ALPASLAN TURKES,COLONEL TURKES,1,1,Person,Colonel Alpaslan Turkes,True
"COLONEL ANASTASIO SOMOZA, JR.",ANASTASIO SOMOZA,1,1,Person,"Colonel Anastasio Somoza, Jr.",True
COLONEL ANTOINE KEBREAU,COLONEL ANTOINE KEBREAU,1,1,Person,Colonel Antoine Kebreau,False
COLONEL ARMANDO VELASQUEZ,ARMANDO VELASQUEZ,1,1,Person,Colonel Armando Velasquez,True
COLONEL AWARTANI,COLONEL AWARTANI,1,1,Person,Colonel Awartani,False
COLONEL BANKS,COLONEL CYRIL BANKS,1,1,Person,Colonel Banks,True
COLONEL CARLOS ALDANA SANDOVAL,COLONEL CARLOS ALDANA SANDOVAL,1,1,Person,Colonel Carlos Aldana Sandoval,False
COLONEL CASTILLO NAVARETTE,COLONEL CASTILLO NAVARETTE,1,1,Person,Colonel Castillo Navarette,False
COLONEL CYRIL BANKS,COLONEL CYRIL BANKS,1,1,Person,Colonel Cyril Banks,False
COLONEL DAP CHHUON,COLONEL DAP CHHUON,1,1,Military,Colonel Dap Chhuon,False
COLONEL DE BOISSIEU,COLONEL DE BOISSIEU,1,1,Person,Colonel de Boissieu,False
COLONEL DE CASTRIES,DE CASTRIES,1,1,Person,Colonel de Castries,True
COLONEL ENRIQUE OLIVA,COLONEL ENRIQUE OLIVA,1,1,Person,Colonel Enrique Oliva,False
COLONEL ESCAMILLA,COLONEL ESCAMILLA,1,1,Person,Colonel Escamilla,False
COLONEL GENERAL A. S. ZHELTOV,COLONEL GENERAL A. S. ZHELTOV,1,1,Person,Colonel General A. S. Zheltov,False
COLONEL GENERAL IVAN LUKICH TURKEL,COLONEL GENERAL IVAN LUKICH TURKEL,1,1,Person,Colonel General Ivan Lukich Turkel,False
COLONEL GENERAL S. N. KRUGLOV,COLONEL GENERAL S. N. KRUGLOV,1,1,Person,Colonel General S. N. Kruglov,False
COLONEL GENERAL YAKUBOVSKY,COLONEL GENERAL YAKUBOVSKY,1,1,Person,Colonel General Yakubovsky,False
COLONEL GINTING,COLONEL GINTING,1,1,Person,Colonel Ginting,False
COLONEL GOHAR,COLONEL GOHAR,1,1,Person,Colonel Gohar,False
COLONEL GONZALO YURRITA NOVA,COLONEL GONZALO YURRITA NOVA,1,1,Person,Colonel Gonzalo Yurrita Nova,False
COLONEL HAFEZ,COLONEL HAFEZ,1,1,Person,Colonel Hafez,False
COLONEL HASSAN PAKRAVAN,COLONEL HASSAN PAKRAVAN,1,1,Military,Colonel Hassan Pakravan,False
COLONEL HECTOR CARACCIOLI,COLONEL HECTOR CARACCIOLI,1,1,Person,Colonel Hector Caraccioli,False
COLONEL HINAWI,COLONEL HINAWI,1,1,Person,Colonel Hinawi,False
COLONEL HOUMPANH,COLONEL HOUMPANH,1,1,Military,Colonel Houmpanh,False
COLONEL HUMBERTO GARCES,COLONEL HUMBERTO GARCES,1,1,Person,Colonel Humberto Garces,False
COLONEL JOSE LUIS CRUZ,COLONEL JOSE LUIS CRUZ,1,1,Person,Colonel Jose Luis Cruz,False
COLONEL JOSÉ A. SANCHEZ,COLONEL JOSÉ A. SANCHEZ,1,1,Person,Colonel José A. Sanchez,False
COLONEL KHAM OUANE,COLONEL KHAMOUANE,1,1,Person,Colonel Kham Ouane,True
COLONEL KHAMMOUANE,COLONEL KHAMMOUANE,1,1,Person,Colonel Khammouane,False
COLONEL KIM,LT. COL. KIM CHONG-PIL,1,1,Person,Colonel Kim,True
COLONEL KIM CHONG-PIL,LT. COL. KIM CHONG-PIL,1,1,Person,Colonel Kim Chong-pil,True
COLONEL KRIEBEL,COLONEL KRIEBEL,1,1,Person,Colonel Kriebel,False
COLONEL LOPEZ,COLONEL LOPEZ,1,1,Person,Colonel Lopez,False
COLONEL MARIANO OSPINA RODRIGUEZ,GENERAL MARIANO OSPINA RODRIGUEZ,1,1,Person,Colonel Mariano Ospina Rodriguez,True
COLONEL MAUNG MAUNG,BRIGADIER MAUNG MAUNG,1,1,Person,Colonel Maung Maung,True
COLONEL MEJIA,COLONEL MEJIA,1,1,Person,Colonel Mejia,False
COLONEL MENDOZA,MENDOZA,1,1,Person,Colonel Mendoza,True
COLONEL MUSTAFA,COLONEL MUSTAFA,1,1,Person,Colonel Mustafa,False
COLONEL NAINGGOLAN,NAINGGOLAN,1,1,Person,Colonel Nainggolan,True
COLONEL NEEMAN,COLONEL NEEMAN,1,1,Person,Colonel Neeman,False
COLONEL NGO HOU,COLONEL NGO HOU,1,1,Person,Colonel Ngo Hou,False
COLONEL OSWALDO LOPEZ,COLONEL OSWALDO LOPEZ,1,1,Person,Colonel Oswaldo Lopez,False
COLONEL OTTO SKORZENY,COLONEL OTTO SKORZENY,1,1,Person,Colonel Otto Skorzeny,False
COLONEL PAL MALETER,MAJOR GENERAL PAL MALETER,1,1,Person,Colonel Pal Maleter,True
COLONEL PORTILLO,ANIBAL PORTILLO,1,1,Person,Colonel Portillo,True
COLONEL PRAJOGO,COLONEL PRAJOGO,1,1,Military,Colonel Prajogo,False
COLONEL RAMON BARQUIN,COLONEL RAMON BARQUIN,1,1,Person,Colonel Ramon Barquin,False
COLONEL REMON,REMON,1,1,Person,Colonel Remon,True
COLONEL ROBERTO LORENZANA,COLONEL ROBERTO LORENZANA,1,1,Person,Colonel Roberto Lorenzana,False
COLONEL ROGER TRINQUIER,COLONEL TRINQUIER,1,1,Person,Colonel Roger Trinquier,True
COLONEL SAMUAL,COLONEL SAMUAL,1,1,Person,Colonel Samual,False
COLONEL SATURNINO FLORES,LIEUTENANT COLONEL SATURNINO FLORES,1,1,Person,Colonel Saturnino Flores,True
COLONEL SAVANNI,COLONEL SAVANNI,1,1,Person,Colonel Savanni,False
COLONEL SOMOZA,SOMOZA,1,1,Person,Colonel Somoza,True
COLONEL SUKENDRO,COLONEL SUKENDRO,1,1,Person,Colonel Sukendro,False
COLONEL SUNGKONO,COLONEL SUNGKONO,1,1,Person,Colonel Sungkono,False
COLONEL TUN SEIN,COLONEL TUN SEIN,1,1,Person,Colonel Tun Sein,False
COLONEL UTOYO,COLONEL UTOYO,1,1,Military,Colonel Utoyo,False
COLONEL WEIZMANN,COLONEL WEIZMANN,1,1,Person,Colonel Weizmann,False
COLONEL YANEZ,COLONEL YANEZ,1,1,Person,Colonel Yanez,False
COLONEL YANGOIE,COLONEL YANGOIE,1,1,Person,Colonel Yangoie,False
COLONEL ZULKIFLI LUBIS,COLONEL LUBIS,1,1,Person,Colonel Zulkifli Lubis,True
COLONELS GODARD AND TRINQUIER,COLONELS GODARD AND TRINQUIER,1,1,Military,Colonels Godard and Trinquier,False
COLONNA,COLONNA,1,1,Person,Colonna,False
COLORADO YOUTH GROUP,COLORADO YOUTH GROUP,1,1,PoliticalGroup,Colorado Youth group,False
COLORED COMMUNITY,COLORED COMMUNITY,1,1,Other,colored community,False
COLUMBIA,COLUMBIA,1,1,Country,Columbia,False
COMBAT,COMBAT,1,1,Organization,Combat,False
COMBINED ECONOMIC BOARD,COMBINED ECONOMIC BOARD,1,1,Organization,Combined Economic Board,False
