normalized_label,mention_count,unique_docs,source_types,primary_type,label_ambiguity,looks_like_acronym,family,rule_candidate_labels,needs_sense_clustering
TRANS ARABIAN PIPELINE TAPLINE,1,1,Other,Other,0.22,False,other,,False
TRANS SIBERIAN RAILWAY,1,1,Other,Other,0.22,False,other,,False
TRANSDANUBIAN COUNCIL,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TRANSDANUBIAN NATIONAL COUNCIL,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TRANSPORTATION MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
TRIBUNE DES NATIONS,1,1,Other,Other,0.22,False,other,,False
TRIESTE PRO COMINFORM COMMUNIST PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TRIESTE PRO COMINFORM PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TROTSKYITE GROUP,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TRUJILLO GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
TRUJILLO GROUP,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TRUMAN ADMINISTRATION,1,1,Government,Government,0.22,False,government,,False
TSHOMBE GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
TSHOMBE REGIME,1,1,Government,Government,0.22,False,government,,False
TSHOMBES REGIME,1,1,Government,Government,0.22,False,government,,False
TSHOMBÉ GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
TSHOMBÉS KATANGA GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
TUAREG TRIBESMEN,1,1,Other,Other,0.22,False,other,,False
TUNISIAN CABINET,1,1,Government,Government,0.22,False,government,,False
TUNISIAN CONSTITUENT ASSEMBLY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TUNISIAN DELEGATION,1,1,Other,Other,0.22,False,organization,,False
TUNISIAN ISSUE,1,1,Other,Other,0.22,False,other,,False
TUNISIAN LEADERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TUNISIAN NEGOTIATORS,1,1,Other,Other,0.22,False,other,,False
TUNISIAN NEO DESTOUR,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TUNISIAN NEO DESTOUR PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TUNISIAN OFFICIAL,1,1,Other,Other,0.22,False,other,,False
TUNISIAN PLOTTERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TUNISIAN QUESTION,1,1,Other,Other,0.22,False,other,,False
TUNISIAN REGIME,1,1,Other,Other,0.22,False,government,,False
TURKEY IRAQ PACT,1,1,Other,Other,0.22,False,other,,False
TURKEY PAKISTANI PACT,1,1,Other,Other,0.22,False,other,,False
TURKISH CABINET,1,1,Government,Government,0.22,False,government,,False
TURKISH COMMUNITY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TURKISH DEFENSE ORGANIZATION IN CYPRUS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TURKISH DEMOCRATIC PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
TURKISH MINORITY ON CYPRUS,1,1,Other,Other,0.22,False,other,,False
TURKISH NATIONAL ASSEMBLY,1,1,Organization,Organization,0.22,False,organization,,False
TURKISH NATIONAL POLICE,1,1,Organization,Organization,0.22,False,organization,,False
TURKISH NATIONAL SECURITY SERVICE,1,1,Government,Government,0.22,False,government,,False
TURKISH OFFICIALS,1,1,Government,Government,0.22,False,government,,False
TURKISH PRESS AND RADIO,1,1,Organization,Organization,0.22,False,organization,,False
TURKISH YOUTH DAY,1,1,Other,Other,0.22,False,other,,False
TURKOMAN MINORITY,1,1,Other,Other,0.22,False,other,,False
TWENTIETH CENTURY MINE,1,1,Other,Other,0.22,False,other,,False
TYROLEAN METALS FIRM,1,1,Organization,Organization,0.22,False,organization,,False
UAR AMBASSADOR,1,1,Other,Other,0.22,False,other,,False
UAR INTERIOR MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
UAR NATIONAL UNION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UAR REPRESENTATIVE,1,1,Other,Other,0.22,False,role,,False
UGANDA NATIONAL MOVEMENT,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UGANDAN NATIONALISTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UK CABINET,1,1,Government,Government,0.22,False,government,,False
UK COMMISSION,1,1,Organization,Organization,0.22,False,organization,,False
UK DELEGATION,1,1,Organization,Organization,0.22,False,organization,,False
UK EMBASSY,1,1,Organization,Organization,0.22,False,organization,,False
UK MALAYA DEFENSE TREATY,1,1,Other,Other,0.22,False,other,,False
UK TREASURY,1,1,Organization,Organization,0.22,False,organization,,False
UKRAINIAN PARTY ORGANIZATION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
ULLA DANIELSEN,1,1,Other,Other,0.22,False,other,,False
ULTRANATIONALIST BAATH PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
ULTRANATIONALIST STUDENT ORGANIZATIONS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UN ADVISORY COUNCIL FOR SOMALILAND,1,1,Organization,Organization,0.22,False,organization,,False
UN ARMISTICE COMMISSION,1,1,Organization,Organization,0.22,False,organization,,False
UN BALKAN COMMISSION,1,1,Organization,Organization,0.22,False,organization,,False
UN COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA,1,1,Organization,Organization,0.22,False,organization,,False
UN COMMISSIONER FOR LIBYA,1,1,Organization,Organization,0.22,False,organization,,False
UN COMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
UN COMMITTEE ON HUNGARY,1,1,Organization,Organization,0.22,False,organization,,False
UN ECONOMIC COMMISSION FOR LATIN AMERICA,1,1,Organization,Organization,0.22,False,organization,,False
UN EMERGENCY FORCE ADVISORY COMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
UN EMERGENCY FORCE UNEF,1,1,Organization,Organization,0.22,False,organization,,False
UN FACT FINDING SUBCOMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
UN NAVAL FORCES,1,1,Organization,Organization,0.22,False,organization,,False
UN OFFICIALS,1,1,Organization,Organization,0.22,False,organization,,False
UN PALESTINE CONCILIATION COMMISSION,1,1,Organization,Organization,0.22,False,organization,,False
UN RELIEF AND WORKS AGENCY,1,1,Organization,Organization,0.22,False,organization,,False
UN SEA DEFENSE ZONE,1,1,Other,Other,0.22,False,other,,False
UN SECRETARIAT,1,1,Organization,Organization,0.22,False,organization,,False
UN SUBCOMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
UN TECHNICAL ASSISTANCE PROGRAM,1,1,Organization,Organization,0.22,False,organization,,False
UN TRUCE COMMISSION,1,1,Organization,Organization,0.22,False,organization,,False
UN TRUCE ORGANIZATION,1,1,Organization,Organization,0.22,False,organization,,False
UN TRUCE TEAM,1,1,Organization,Organization,0.22,False,organization,,False
UNION GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
UNION OF BURMA AIRWAYS,1,1,Organization,Organization,0.22,False,organization,,False
UNION OF INDEPENDENTS PEASANTS AND NATIONAL REPUBLICANS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNION OF NEGRO LABORERS AND ARTISANS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNION OF SHOP DISTRIBUTIVE AND ALLIED WORKERS USDAW,1,1,Organization,Organization,0.22,False,organization,,False
UNION OF THE ANGOLAN PEOPLE,1,1,Organization,Organization,0.22,False,organization,,False
UNION OF THE CAMEROONS POPULATIONS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNIONS DEFENSE MINISTRY,1,1,Government,Government,0.22,False,government,,False
UNITED ARAB STATES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED DEMOCRATIC PARTY OF KURDISTAN,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED DEMOCRATIC PARTY OF KURDISTAN UDPK,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED FEDERAL PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED FORCE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED FRONT OF NATIONALIST FORCES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED FRONT PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED MALAY NATIONAL ORGANIZATION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED MALAY NATIONAL ORGANIZATION UMNO,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED MALAY NATIONALIST ORGANIZATION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED NATIONS EDUCATIONAL SCIENTIFIC AND CULTURAL ORGANIZATION,1,1,Organization,Organization,0.22,False,organization,,False
UNITED NATIONS EMERGENCY FORCE UNEF,1,1,Organization,Organization,0.22,False,organization,,False
UNITED NATIONS EMERGENCY FORCES,1,1,Organization,Organization,0.22,False,organization,,False
UNITED NATIONS KOREAN RELIEF AGENCY,1,1,Organization,Organization,0.22,False,organization,,False
UNITED NATIONS SPECIAL POLITICAL COMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
UNITED NATIONS SUB COMMITTEE ON THE BALKANS,1,1,Organization,Organization,0.22,False,organization,,False
UNITED NATIONS TRUCE SUPERVISION ORGANIZATION,1,1,Organization,Organization,0.22,False,organization,,False
UNITED PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED STATES BASEWORKERS ASSOCIATION,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES DELEGATION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNITED STATES EMBASSY IN LA PAZ,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES EMBASSY IN LONDON,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES EMBASSY IN PARIS,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES EMBASSY IN ROME,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES EMBASSY IN SANTIAGO,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES HIGH COMMISSIONER,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES INFORMATION SERVICE,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES OFFICIALS,1,1,Organization,Organization,0.22,False,organization,,False
UNITED STATES SPECIAL REPRESENTATIVE IN EUROPE,1,1,Other,Other,0.22,False,role,,False
UNITED STATES UN DELEGATION,1,1,Organization,Organization,0.22,False,organization,,False
UNITED WORKERS PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNIVERSITY COLLEGE,1,1,Organization,Organization,0.22,False,organization,,False
UNIVERSITY OF BUDAPEST,1,1,Organization,Organization,0.22,False,organization,,False
UNIVERSITY OF MICHOACAN,1,1,Organization,Organization,0.22,False,organization,,False
UNIVERSITY OF SAN MARCOS,1,1,Organization,Organization,0.22,False,organization,,False
UNIVERSITY OF TORONTO,1,1,Organization,Organization,0.22,False,organization,,False
UNIVERSITY STUDENTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
UNS ECONOMIC COMMISSION FOR LATIN AMERICA,1,1,Organization,Organization,0.22,False,organization,,False
UPC EXTREMISTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
URUGUAYAN CABINET,1,1,Government,Government,0.22,False,government,,False
URUGUAYAN EMBASSY,1,1,Organization,Organization,0.22,False,organization,,False
US ADMINISTRATION,1,1,Organization,Organization,0.22,False,organization,,False
US ARMY EUROPE,1,1,Organization,Organization,0.22,False,organization,,False
US ATTACHE IN MANILA,1,1,Organization,Organization,0.22,False,organization,,False
US AUTHORITIES,1,1,Organization,Organization,0.22,False,organization,,False
US BANKS,1,1,Organization,Organization,0.22,False,organization,,False
US CHARGE AT TAIPEI,1,1,Other,Other,0.22,False,other,,False
US CHARGE DAFFAIRES,1,1,Organization,Organization,0.22,False,organization,,False
US CHARGE IN MOSCOW,1,1,Other,Other,0.22,False,other,,False
US COMPANIES,1,1,Organization,Organization,0.22,False,organization,,False
US CONGRESS,1,1,Government,Government,0.22,False,government,,False
US CONSUL GENERAL IN HAMBURG,1,1,Organization,Organization,0.22,False,organization,,False
US CONSUL IN KUALA LUMPUR,1,1,Organization,Organization,0.22,False,organization,,False
US CONSUL IN OPORTO,1,1,Organization,Organization,0.22,False,organization,,False
US CONSUL IN PENANG,1,1,Organization,Organization,0.22,False,organization,,False
US CONSULATE GENERAL,1,1,Organization,Organization,0.22,False,organization,,False
US CONSULATE GENERAL IN HONG KONG,1,1,Organization,Organization,0.22,False,organization,,False
US CONSULATE HANOI,1,1,Organization,Organization,0.22,False,organization,,False
US CONSULATE IN ISTANBUL,1,1,Organization,Organization,0.22,False,organization,,False
US CONSULATE IN TABRIZ,1,1,Organization,Organization,0.22,False,organization,,False
US CONSULATE OFFICERS,1,1,Organization,Organization,0.22,False,organization,,False
US DEPARTMENT OF COMMERCE,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY AT THE HAGUE,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY CAIRO,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN ATHENS,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN COPENHAGEN,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN HAVANA,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN INDIA,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN KABUL,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN KARACHI,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN LA PAZ,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN LEOPOLDVILLE,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN MADRID,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN NICOSIA,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN PHNOM PENH,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN QUITO,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN REYKJAVIK,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN SAN JOSE,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN SAN SALVADOR,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN TAIPEI,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN TUNIS,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN VIENNA,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY IN VIENTIANE,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY MADRID,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY NEW DELHI,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY PARIS,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY RANGOON,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY ROME,1,1,Organization,Organization,0.22,False,organization,,False
US EMBASSY WARSAW,1,1,Organization,Organization,0.22,False,organization,,False
US EXPORT IMPORT BANK,1,1,Organization,Organization,0.22,False,organization,,False
US HICOG FRANKFURT,1,1,Organization,Organization,0.22,False,organization,,False
US HIGH COMMISSION IN FRANKFURT,1,1,Organization,Organization,0.22,False,organization,,False
US HIGH COMMISSIONER AT BONN,1,1,Government,Government,0.22,False,government,,False
US IMPERIALISTS,1,1,Other,Other,0.22,False,other,,False
US INTERNATIONAL EDUCATION SERVICE,1,1,Organization,Organization,0.22,False,organization,,False
US INVESTMENTS,1,1,Organization,Organization,0.22,False,organization,,False
US JAPAN SECURITY COMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
US LEGATION HELSINKI,1,1,Organization,Organization,0.22,False,organization,,False
US LEGATION IN DAMASCUS,1,1,Organization,Organization,0.22,False,organization,,False
US LEGATION SAIGON,1,1,Organization,Organization,0.22,False,organization,,False
US MARKETING COUNCIL OF NEW YORK,1,1,Organization,Organization,0.22,False,organization,,False
US MILITARY ADVISORY GROUP,1,1,Organization,Organization,0.22,False,organization,,False
US MILITARY ASSISTANCE ADVISORY GROUP,1,1,Organization,Organization,0.22,False,organization,,False
US MILITARY FACILITIES NEGOTIATING GROUP,1,1,Organization,Organization,0.22,False,organization,,False
US MISSION AT GENEVA,1,1,Organization,Organization,0.22,False,organization,,False
US NATIONAL ACADEMY OF SCIENCES,1,1,Organization,Organization,0.22,False,organization,,False
US NATO MISSION,1,1,Organization,Organization,0.22,False,organization,,False
US NAVAL BASE AT GUANTANAMO BAY,1,1,Other,Other,0.22,False,other,,False
US NEWS AGENCY,1,1,Organization,Organization,0.22,False,organization,,False
US OWNED COMPANIES,1,1,Organization,Organization,0.22,False,organization,,False
US OWNED PETROLEUM COMPANY,1,1,Other,Other,0.22,False,other,,False
US PETROLEUM COMPANIES,1,1,Organization,Organization,0.22,False,organization,,False
US PETROLEUM COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
US RED CROSS,1,1,Organization,Organization,0.22,False,organization,,False
US REPRESENTATIVES,1,1,Organization,Organization,0.22,False,organization,,False
US RUBBER,1,1,Organization,Organization,0.22,False,organization,,False
US TARIFF COMMISSION,1,1,Organization,Organization,0.22,False,organization,,False
US UK,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
US UK TALKS,1,1,Other,Other,0.22,False,other,,False
USSR CENTRAL COMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
USSR COUNCIL OF MINISTERS,1,1,Organization,Organization,0.22,False,organization,,False
USSR MINISTRY OF INTERNAL AFFAIRS,1,1,Organization,Organization,0.22,False,organization,,False
UZBEK REPRESENTATIVE,1,1,Other,Other,0.22,False,role,,False
V I LENIN HYDROELECTRIC STATION,1,1,Other,Other,0.22,False,other,,False
VELASCO ADMINISTRATION,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VENEZUELA CHAMBER OF DEPUTIES,1,1,Organization,Organization,0.22,False,organization,,False
VENEZUELAN CABINET,1,1,Organization,Organization,0.22,False,organization,,False
VENEZUELAN DICTATORSHIP,1,1,Government,Government,0.22,False,government,,False
VENEZUELAN OFFICIALS,1,1,Other,Other,0.22,False,other,,False
VENEZUELAN POLITICAL PARTIES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VENEZUELAN REGIME,1,1,Government,Government,0.22,False,government,,False
VENEZUELAN SECURITY POLICE,1,1,Organization,Organization,0.22,False,organization,,False
VENEZUELAN WORKERS CONFEDERATION,1,1,Organization,Organization,0.22,False,organization,,False
VENEZUELAN WORKERS CONFEDERATION CTV,1,1,Organization,Organization,0.22,False,organization,,False
VERWOERD GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
VIENNA PEACE CONGRESS,1,1,Other,Other,0.22,False,organization,,False
VIENNA POLICE DIRECTORATE,1,1,Organization,Organization,0.22,False,organization,,False
VIENTIANE GROUP,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIENTIANE MINISTRY OF NATIONAL DEFENSE,1,1,Organization,Organization,0.22,False,organization,,False
VIENTIANE REGIME,1,1,Government,Government,0.22,False,government,,False
VIET MINH COUNCIL OF MINISTERS,1,1,Organization,Organization,0.22,False,organization,,False
VIET MINH GOVERNMENT,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAM NATIONAL CONGRESS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE CABINET,1,1,Organization,Organization,0.22,False,organization,,False
VIETNAMESE COMMUNIST,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE COMMUNIST AGENTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE COMMUNIST CADRES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE COMMUNIST ELEMENTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE CONGRESS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE FOREIGN MINISTRY,1,1,Government,Government,0.22,False,government,,False
VIETNAMESE LEADERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE MINISTRY OF NATIONAL DEFENSE,1,1,Organization,Organization,0.22,False,organization,,False
VIETNAMESE NATIONAL CONGRESS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE OFFICIALS,1,1,Government,Government,0.22,False,government,,False
VIETNAMESE POLICE,1,1,Government,Government,0.22,False,government,,False
VIETNAMESE POLITICAL PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
VIETNAMESE PRESS,1,1,Organization,Organization,0.22,False,organization,,False
VIETNAMESE RAILROADS,1,1,Other,Other,0.22,False,other,,False
VIETNAMESE SURETÉ,1,1,Organization,Organization,0.22,False,organization,,False
VIETNAMESE YOUTH FARMERS,1,1,Other,Other,0.22,False,other,,False
VILLEDA MORALES REGIME,1,1,Government,Government,0.22,False,government,,False
VODOCHODY PLANT,1,1,Organization,Organization,0.22,False,organization,,False
VOICE OF CAMBODIAN RESISTANCE,1,1,Other,Other,0.22,False,other,,False
VOICE OF FREE IRAQ,1,1,Organization,Organization,0.22,False,organization,,False
VOICE OF TRUTH,1,1,Other,Other,0.22,False,other,,False
VOLGA DON STEAMSHIP AGENCY,1,1,Organization,Organization,0.22,False,organization,,False
VOLTA RIVER HYDROELECTRIC PROJECT,1,1,Other,Other,0.22,False,other,,False
WAF CUSTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WAFDIST GOVERNMENT,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WAFDIST PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WAFDIST YOUTH,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WALLOON SOCIALIST DEPUTIES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WAR MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
WAR OFFICE,1,1,Organization,Organization,0.22,False,organization,,False
WARSAW CONFERENCE,1,1,Other,Other,0.22,False,organization,,False
WARSAW GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
WARSAW TREATY ORGANIZATION,1,1,Organization,Organization,0.22,False,organization,,False
WARSAW WRITERS,1,1,Other,Other,0.22,False,other,,False
WATCH COMMITTEE OF THE INTELLIGENCE ADVISORY COMMITTEE,1,1,Organization,Organization,0.22,False,organization,,False
WATCH COMMITTEE OF THE USIB,1,1,Organization,Organization,0.22,False,organization,,False
WEIMAR ELECTION LAW,1,1,Other,Other,0.22,False,other,,False
WEST BERLIN CITY COUNCIL,1,1,Government,Government,0.22,False,government,,False
WEST BERLIN FIRMS,1,1,Organization,Organization,0.22,False,organization,,False
WEST BERLIN OFFICIALS,1,1,Government,Government,0.22,False,government,,False
WEST GERMAN AUTHORITIES,1,1,Government,Government,0.22,False,government,,False
WEST GERMAN CHURCH OFFICIALS,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN COMMUNIST FRONT DEUTSCHE SAMMLUNG,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST GERMAN COMPANY,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN DEFENSE MINISTER,1,1,Government,Government,0.22,False,government,,False
WEST GERMAN DEFENSE MINISTRY,1,1,Government,Government,0.22,False,government,,False
WEST GERMAN EMBASSY,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN FEDERAL REPUBLIC,1,1,Government,Government,0.22,False,government,,False
WEST GERMAN FEDERATION OF TRADE UNIONS,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN FIRMS,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN FREE DEMOCRATIC PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST GERMAN INTERIOR MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN LEADERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST GERMAN LOWER HOUSE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST GERMAN MINISTRY OF INTERIOR,1,1,Government,Government,0.22,False,government,,False
WEST GERMAN NATO DELEGATION,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN PARTIES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST GERMAN POLITICIANS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST GERMAN PRESS,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN SHIPYARD,1,1,Organization,Organization,0.22,False,organization,,False
WEST GERMAN SOCIAL DEMOCRATIC EAST BUREAU,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST GERMAN SOCIAL DEMOCRATS SPD,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST GERMANYS ECONOMICS MINISTRY,1,1,Organization,Organization,0.22,False,organization,,False
WEST INDIES FEDERATION GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
WEST IRIAN COMMITTEE,1,1,Other,Other,0.22,False,organization,,False
WEST IRIAN LIBERATION FRONT,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WEST PAKISTANI MOSLEM LEAGUE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WESTERN ALLIED AIR REPRESENTATIVES,1,1,Organization,Organization,0.22,False,organization,,False
WESTERN DELEGATES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WESTERN EUROPEAN STATES,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WESTERN EUROPEAN UNION WEU,1,1,Organization,Organization,0.22,False,organization,,False
WESTERN GOVERNMENTS,1,1,Government,Government,0.22,False,government,,False
WESTERN NEWS AGENCIES,1,1,Organization,Organization,0.22,False,organization,,False
WESTERN OBSERVERS,1,1,Other,Other,0.22,False,other,,False
WESTERN OFFICIALS,1,1,Other,Other,0.22,False,other,,False
WEU COUNCIL,1,1,Organization,Organization,0.22,False,organization,,False
WOLFRAM PRODUCERS,1,1,Organization,Organization,0.22,False,organization,,False
WORKERS AND SOLDIERS COUNCIL OF SZOLNOK,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WORKERS COMMITTEE OF GREATER MISKOLC,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WORKERS FORCE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WORKERS FORCE FO,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
WORLD FEDERATION OF DEMOCRATIC YOUTH WFDY,1,1,Organization,Organization,0.22,False,organization,,False
WORLD HEALTH ORGANIZATION,1,1,Organization,Organization,0.22,False,organization,,False
WORLD JEWISH CONGRESS,1,1,Organization,Organization,0.22,False,organization,,False
WOUNDED VETERANS ASSOCIATION,1,1,Organization,Organization,0.22,False,organization,,False
YEMEN GOVERNMENT,1,1,Government,Government,0.22,False,government,,False
YEMENI ROYAL FAMILY,1,1,Other,Other,0.22,False,other,,False
