community_id,node_key,label,analyst_label,size,top_labels,top_types,analyst_summary
1668,COMMUNITY:1668,Chilean Copper Labor Movements,Labor Unrest and Political Dynamics,10,CHILEAN COPPER WORKERS CONFEDERATION | BRADEN | Copper strike threat | Bolivian revolt | ANACONDA AND BRADEN MINES | HERNAN SILES SUAZO | PORTRERILLOS | Council meeting of French Socialists,"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community focuses on labor actions and political tensions surrounding Chile's copper industry.
1717,COMMUNITY:1717,Geopolitical Turmoil in Libya and Lebanon,Regional Political Instability and Conflict,10,Political crisis in Libya | CONSERVATIVE GOVERNMENT [SULTANATE / LEBANON] | PEIPING [SULTANATE / LEBANON] | SULTANATE OF MUSCAT AND OMAN | Arms consignment to rebels | Execution of Nagy | Sino-American ambassadorial talks | GREEK RALLY [HAO / HOA],"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community explores the interconnected political crises and military dynamics in Libya and Lebanon.
1781,COMMUNITY:1781,Angolan Nationalist Movements in Portugal,Cold War Nationalist Struggles in Africa,10,PORTUGAL | ANGOLAN NATIONALISTS | FERNANDO QUEIROGA | Guerrilla recruitment activities | SHAPE [PORTUGAL / YUGOSLAVIA] | Destruction of transportation routes | Negotiation for Soviet credit | FOREIGN MINISTRY [QUEIROGA / PORTUGAL],"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community focuses on the interactions between Angolan nationalists and Portuguese interests during the Cold War.
1843,COMMUNITY:1843,Cold War Diplomatic Tactics 2,Geopolitical Strategies in the Cold War,10,ADMIRAL BURKE | CHINESE COMMUNIST DIPLOMAT | COMMUNIST CADRES | USSR [DIPLOMAT / CADRES] | VIETNAMESE COMMUNIST AGENTS | Communication from Chinese diplomat | Discovery of arms cache | Increased partisan activity,"{""CanonicalEntity"": 5, ""EventCluster"": 5}",This community focuses on diplomatic interactions and strategic activities during the Cold War involving various communist entities.
1869,COMMUNITY:1869,Somali Nationalist Movements and Alliances,Nationalist and Security Dynamics in Somalia,10,ISSA | Conference of Somali Nationalists | ALGERIANS | Alert of security forces | TUNISIAN FOREIGN MINISTER | BRITISH SOMALILAND PROTECTORATE | Pledge of Support | HAWIYA,"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community focuses on the interactions and alliances among Somali nationalist groups and their security implications.
1870,COMMUNITY:1870,Ethiopian Military Leadership Dynamics,Military Influence and Political Stability,10,AMBASSADOR RICHARDS | CHIEF OF STAFF KEBEDE | MINISTRY OF DEFENSE [RICHARDS / KEBEDE] | KEBEDE GABRE | Army Dissidence in Ethiopia | Circulation of Handbills | Pay Increase Announcement | Military Action in Laos,"{""EventCluster"": 6, ""CanonicalEntity"": 4}",This community explores the interactions and decisions of key military leaders in Ethiopia affecting regime stability.
1877,COMMUNITY:1877,British Cabinet and Somaliland Relations,Government Leadership and Colonial Administration,10,BRITISH CABINET [BE61] | SOMALILAND PROTECTORATE | Formation of investigating committee | Independence talks | Suspension of Ismet Inonu | British cabinet decision on fishing rights | FOREIGN OFFICE [ISMET / INONU] | GRAND NATIONAL ASSEMBLY [ISMET / INONU],"{""CanonicalEntity"": 5, ""EventCluster"": 5}",This community explores the interactions between the British Cabinet and the Somaliland Protectorate during key political events.
1882,COMMUNITY:1882,Cold War Trade and Political Dynamics,Geopolitical Strategies during the Cold War,10,CHINA EXPORT CORPORATION | EAST GERMAN AUTHORITIES [TIMBERMAN / BONN] | FRENCH AIRLINER | SOVIET MIGS | Dismissal of managing director | Incident involving French airliner | Observation tour of Syrian officers | Proposal to lift rubber embargo,"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community explores the interplay of trade and political maneuvers among Cold War powers.
1897,COMMUNITY:1897,US-Philippines Military Communications,Geopolitical Alliances and Military Strategies,10,Communication between Quirino and Cowen | Enemy offensive capabilities improvement | US pact with Australia and New Zealand | PHILIPPINE PRESIDENT | US AMBASSADOR COWEN | 12TH ARMY | 20TH ARMY | 27TH ARMY,"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community focuses on military communications and alliances between the US and the Philippines during a period of regional instability.
1928,COMMUNITY:1928,Jordanian Military Leadership Dynamics,Military Governance and Political Maneuvering,10,ABBOUD GOVERNMENT | BRIGADIER ERWA | Meeting of army commanders | Political proposals by Colonel Shara | Arrests of Communists | Arrests of officers | EASTERN COMMAND | JORDANIAN MILITARY ATTACHÉ,"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community explores the interactions and decisions among Jordanian military leaders during a period of political tension.
1934,COMMUNITY:1934,Political Movements and Negotiations in Algeria,Political Dynamics in North Africa,10,PRIME MINISTER ABBOUD | ANSAR RELIGIOUS SECT | ALGERIAN REBEL PROVISIONAL GOVERNMENT | Negotiation for cease-fire | Political strike | Protest against military regime | Visit to the US and UK | GUINEA GOVERNMENT,"{""CanonicalEntity"": 5, ""EventCluster"": 5}",This community encompasses various political movements and negotiations during Algeria's struggle for independence.
1943,COMMUNITY:1943,Political Tensions in Ethiopia and Sudan,Regional Political Dynamics and Unrest,10,ETHIOPIAN EMPEROR HAILE SELASSIE | SIDIQ AL MAHDI | BRIGADIER HASAN BESHIR NASIR | Concern over Ethiopian Emperor's visit | Demand for release of arrested officers | Georghiades' travel to Athens | MINISTER OF COMMUNICATIONS GEORGHIADES | MINISTER OF LABOR GEORKADJIS,"{""CanonicalEntity"": 5, ""EventCluster"": 5}",This community reflects the political unrest and pressures surrounding key figures in Ethiopia and Sudan during a critical historical period.
1949,COMMUNITY:1949,Civil Unrest in Wadi Halfa,Regional Stability and Security Dynamics,10,WADI HALFA | Riots in Wadi Halfa | Security forces restore order | Nasir's visit to Sudan | GEZIRA | KHASHM EL GIRBA | UAR [WADI / KHASHM] | WADI EL KHOWI,"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community focuses on the civil unrest and security responses in Wadi Halfa.
1961,COMMUNITY:1961,Diplomatic Engagements on Kashmir,International Relations and Diplomacy,10,AMERICAN AMBASSADOR BOWLES | BAJPAI | Proposed Meeting | Conversations on Kashmir | Farewell Call | Protests Against US Report | AMERICAN MINISTER HEATH | INDIAN CONSUL GENERAL KAMATH,"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community focuses on diplomatic discussions and protests related to Kashmir involving American and Indian officials.
2025,COMMUNITY:2025,Diplomatic Engagements in Military Alliances,International Relations and Military Cooperation,10,Meeting of the CSC Council of Ministers | EMBASSY MOSCOW [IRAN / FAR] | BRAZILIAN MILITARY OFFICIALS | FERNANDES | GOVERNMENT [OFFICES / INFLUENCED] | GOVERNMENT PARTY | CSC COUNCIL OF MINISTERS | Offer of Technicians to Iran,"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community focuses on diplomatic interactions among military officials and government representatives in strategic alliances.
2068,COMMUNITY:2068,Diplomatic Negotiations and Agreements,International Relations and Political Dynamics,10,AMBASSADOR ALDRICH | FRENCH AMBASSADOR MASSIGLI | Announcement of consortium-Iran agreement | Election campaign in South Korea | Negotiation of consortium-Iran agreement | Negotiations for cease-fire in Indochina | DUTCH CO FOREIGN MINISTER LUNS | MAJLIS [PAGE / ALDRICH],"{""CanonicalEntity"": 5, ""EventCluster"": 5}",This community focuses on key diplomatic interactions and agreements involving multiple nations.
2088,COMMUNITY:2088,Labor Unrest in Oshino Village,Political and Social Movements in Japan,10,OSHINO VILLAGE | Meeting between British chargé and Nasir | Sit-down strike in Oshino village | Withdrawal of military unit from Niijima | JAPANS DEFENSE AGENCY | JAPANESE FORCES | NATIONAL LEFTIST ORGANIZATIONS | NIIJIMA,"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community highlights labor strikes and political interactions in Oshino Village during a period of unrest.
2092,COMMUNITY:2092,Middle Eastern Diplomatic Dynamics,Geopolitical Relations in the Middle East,10,MIDDLE EAST COMMAND [TURKEY / TEHRAN] | SAUDI ARABIAN MINISTER | Arab states' rejection of Middle East Command | French support for British stand | US Embassy's assessment on Libyan independence | WORLD PEACE COUNCIL [LIBYA / MIDDLE] | Anglo-Egyptian negotiations | Burma's appeal preparation,"{""EventCluster"": 6, ""CanonicalEntity"": 4}",This community explores the complex diplomatic interactions and foreign policy maneuvers among Middle Eastern states.
2112,COMMUNITY:2112,Labor Movement and Political Dynamics,Political Activism and Social Movements,10,GAITSKELL | LABOR | GEORGE BROWN | Easter weekend march | JAMES CALLAGHAN | CAMPAIGN FOR NUCLEAR DISARMAMENT | Debate on US base agreement | Parliament reconvenes,"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community focuses on the intersection of labor activism and political debates in historical contexts.
2123,COMMUNITY:2123,Political Dynamics in Peiping's Governance,State Leadership and Policy Development,10,Peiping's Second Five-Year Plan | Cabinet Reorganization | EOKA operations | AMERICAN CONSUL ON CYPRUS | ETHIOPIAN AMBASSADOR TO EGYPT | USSR [EGYPT / KISELEV] | HONG IK PYO | O WI YONG,"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community explores the interplay of political decisions and leadership changes in Peiping during significant planning periods.
2134,COMMUNITY:2134,Political Dynamics in Military Contexts,Military Influence on Political Processes,10,congressional elections | election of provisional president | Castro's ideological definition speech | UNITED STATES AIR FORCE [PRAM / MARINE] | UNITED STATES ARMY [PRAM / MARINE] | UNITED STATES NAVY [PRAM / MARINE] | COMMUNISTS [STATES / UNITED] | PRAM,"{""CanonicalEntity"": 7, ""EventCluster"": 3}","This community explores the intersection of military actions and political events, particularly in the context of elections and regime stability."
2136,COMMUNITY:2136,Puerto Rico Economic and Cultural Initiatives,Regional Economic Development and Collaboration,10,DEPARTMENT OF COMMERCE | Student Assembly | CTC | PUERTO RICO | PAGODA PARK | Cuban Delegations Departure | Hemispheric Peace Conference Planning | Latin American Congress Announcement,"{""CanonicalEntity"": 5, ""EventCluster"": 5}",This community focuses on economic and cultural initiatives involving Puerto Rico and its regional partners.
2161,COMMUNITY:2161,Cold War Diplomatic Engagements 8,International Relations and Foreign Policy Dynamics,10,ITALIANS | AUSTRIAN FOREIGN MINISTER | USSR [IRAN / KHRUSHCHEV] [5749] | Border talks between China and India | Disarmament proposals by Khrushchev | Executions in Iraq | Possible Iranian-Soviet agreement | UN speech by Austrian Foreign Minister,"{""EventCluster"": 6, ""CanonicalEntity"": 4}","This community focuses on diplomatic interactions involving Italy, Austria, and the USSR during the Cold War era."
2165,COMMUNITY:2165,Communist Leadership Meetings and Agreements,International Political Coordination Events,10,LIUSHAO CHI | PEIPING [TUNG / TSE] | High-level meeting of Communist leaders | High-level party meeting | Speech by Kadar | CENTO [TUNG / TSE] | Economic Aid Agreement | Postponement of Jordanian Elections,"{""EventCluster"": 6, ""CanonicalEntity"": 4}",This community focuses on significant meetings and agreements among Communist leaders impacting international relations.
2176,COMMUNITY:2176,Political Shifts in Finnish Governance,Government Formation and Political Movements,10,Formation of a new government | AGRARIANS | SOCIAL DEMOCRATS [PAASIKIVI / GUY] | COMMUNIST FRONT PARTY | Communal elections | Resignation of Finnish cabinet | World Youth Festival | RUMANIAN AUTHORITIES,"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community focuses on the dynamics of government formation and political parties in Finland during a transformative period.
2177,COMMUNITY:2177,Finnish Political Leadership Dynamics,Government Leadership and Political Transitions,10,FAGERHOLM | PRESIDENT PAASIKIVI | SIMONEN | Finnish Government Resignation | Possible cabinet formation | AGRARIAN SOCIAL DEMOCRATIC CABINET | COMMUNISTS [PAASIKIVI / SOCIAL] | AGRARIAN PARTY 8E6282D2BC,"{""CanonicalEntity"": 8, ""EventCluster"": 2}",This community explores the interactions and changes within Finnish political leadership during key historical events.
2206,COMMUNITY:2206,Middle East Diplomatic Initiatives,International Relations and Peace Efforts,10,AMBASSADOR PERKINS | Development plan for Middle East | Peace treaty talks | NATO discussions | BELGIAN REPRESENTATIVES | GERMAN REPRESENTATIVES | ITALIAN REPRESENTATIVES | BONN [REPRESENTATIVES / PERKINS],"{""CanonicalEntity"": 7, ""EventCluster"": 3}",This community focuses on diplomatic discussions and development plans involving key international representatives in the Middle East.
2213,COMMUNITY:2213,Cochabamba Political and Social Dynamics,International Political Events and Relations,10,Clashes in Cochabamba | Danish Parliamentary Elections | COCHABAMBA | Commercial mission to Europe | COMIBOL | SENATOR MARIO TORRES | SOCIAL DEMOCRATS [LARSEN / DENMARK] | BOLIVIAN GOVERNMENT [DENMARK / COCHABAMBA],"{""CanonicalEntity"": 7, ""EventCluster"": 3}","This community explores the intersection of political events in Cochabamba and Denmark, highlighting international relations and social tensions."
2229,COMMUNITY:2229,Diplomatic Relations and Security Strategies,International Relations and Defense Dynamics,10,SPAAK | ALGER HUYSMANS SPAAK | USSR offers diplomatic relations to Laos | BRITISH DEFENSE MINISTRY | NATO strategy review proposal | Questioning of ostracizing Nasir | SEVEN | USSR [HUYSMANS / ALGER],"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community focuses on diplomatic initiatives and security strategies during the Cold War era.
2244,COMMUNITY:2244,Israeli Military Engagements on Syrian Border,Military Operations and Regional Stability,10,ISRAELI TROOPS | Israeli-Syrian border incident | Resignation of Phoui government | COMMITTEE FOR DEFENSE OF NATIONAL INTERESTS [PoliticalGroup] | Movement of Israeli troops | KING [UNTSO / TIBERIAS] | LEBANESE ARMY [UNTSO / SUPERVISION] | UN OBSERVER HUTCHISON,"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community focuses on incidents involving Israeli troops along the Syrian border and their implications for regional security.
2261,COMMUNITY:2261,Soviet and Bulgarian Military Operations,Military Strategies in Eastern Europe,10,50TH AIR ARMY | BULGARIAN LAND SEA AND AIR FORCES | TRANSCAUCASUS | SOVIET AIR FORCE [SEA / TURKESTAN] | Bulgarian military maneuvers | Delivery of arms and petroleum | Increase in Black Sea activity | Soviet Air Force maneuvers,"{""CanonicalEntity"": 5, ""EventCluster"": 5}",This community focuses on the military activities and collaborations between the Soviet Air Force and Bulgarian forces.
2286,COMMUNITY:2286,Algerian Muslim Protests and Commemorations,Political Movements and Commemorative Events,10,Memorial ceremony and protest | ALGERIAN MOSLEMS | MINISTER FOR ALGERIA LACOSTE | DUTCH AND AUSTRALIAN OFFICIALS | LEBANESE INTERIOR MINISTRY | Attempted dynamiting of parliament | Dutch-Australian cooperation statement | NATIONAL FRONT [MASSU / MOSLEMS],"{""CanonicalEntity"": 5, ""EventCluster"": 5}",This community encompasses protests and memorials related to Algerian Muslims and their political struggles.
2302,COMMUNITY:2302,Lebanese Political and Military Dynamics,Middle Eastern Conflict and Governance,10,SALAM | UN OBSERVER GROUP | UAR [LEBANON / SALAM] | USSR [LEBANON / SALAM] | Ambush order by Tripoli rebels | Jordanian government arrests | Lebanese Army's planned action against rebels | Meeting between Nasir and Khrushchev,"{""EventCluster"": 6, ""CanonicalEntity"": 4}",This community explores the interactions between Lebanese political factions and military actions during a period of instability.
2311,COMMUNITY:2311,Regional Military Power Dynamics,Regional Military and Political Interactions,10,PAK CHONG HUI | COLONEL KIM CHONG PIL | LIEUTENANT GENERAL CHANG TO YONG | LT GENERAL CHANG TO YONG | Consolidation of power | Insurgent activity decline | Political problems in Cyprus | Refusal to obey order,"{""EventCluster"": 6, ""CanonicalEntity"": 4}",This community explores the interplay between military leadership and political challenges in a specific regional context.
2328,COMMUNITY:2328,Franco's Military Diplomacy with the US,Military Relations and Political Dynamics,10,FRANCO | US SPANISH MILITARY TALKS | US NEWS AGENCY | AUGUSTIN MUNOZ GRANDES | Moroccan question introduction | Franco's statement on economic aid | Opposition to American base agreements | US-Spanish military talks,"{""CanonicalEntity"": 6, ""EventCluster"": 4}",This community explores Franco's strategic military discussions with the United States during a pivotal historical period.
24,COMMUNITY:24,Maharashtra's Historical Political Developments,Geopolitical Events in Maharashtra and Gujarat,9,MAHARASHTRA | Announcement of enlarged Bombay state | Construction of dam above Lake Huleh | AMERICAN AND BRITISH | GUJERAT | Demonstration in Bombay | French arms policy statement | Israeli military action,"{""EventCluster"": 6, ""CanonicalEntity"": 3}","This community encompasses significant political events and announcements in Maharashtra, reflecting regional dynamics and historical context."
28,COMMUNITY:28,Geopolitical Dynamics in Trieste and Jordan,Military and Political Tensions in the Mid-20th Century,9,Discussion on Trieste settlement | Protest by King Hussain | AMERICAN ARMY ATTACHÉ [SPROUSE / BENELUX] | COUNSELOR SPROUSE | CREVATINI | FOREIGN MINISTER PICCIONI | FRENCH MILITARY FORCES | ISRAELI JORDANIAN MIXED ARMISTICE COMMISSION,"{""CanonicalEntity"": 7, ""EventCluster"": 2}",This community explores the interplay of military and political events in Trieste and Jordan during a pivotal historical period.
53,COMMUNITY:53,Ecuadorian Leftist Movements in the Cold War,Cold War Political Dynamics in Latin America,9,CARLOS GUEVARA MORENO | CONCENTRATION OF POPULAR FORCES CFP | USSR [ECUADOR / CFP] | Arms Acceptance Statement | Israeli Fire on Egypt | Israeli-Jordanian Clash | Planned Revolt in Ecuador | Polish Criticism,"{""EventCluster"": 6, ""CanonicalEntity"": 3}",This community focuses on leftist political movements in Ecuador during the Cold War era.
214,COMMUNITY:214,Congo's Military and Political Turmoil,Geopolitical Instability and Military Conflicts,9,State of Emergency in Tunisia | Dayal's return to Congo | Attack on UN units | LULUA | CHARLES MUTAKA | CONGOLESE ARMY [LULUABOURG / LULUA] | GHANAIAN UNIT | KASAVUBU GOVERNMENT [LULUABOURG / LULUA],"{""CanonicalEntity"": 6, ""EventCluster"": 3}",This community focuses on the interplay of military actions and political events in Congo and Tunisia.
273,COMMUNITY:273,Nepalese Political Movements and Insurgency,Political Dynamics in South Asia,9,NEPAL CONGRESS PARTY | RAKSHA DAL | K I SINGH | INDIAN NATIONAL ARMY | Closure of foreign consulates | Iran's financial outlook | Nepalese revolt | Shah's indecision,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community encompasses key political entities and events shaping Nepal's historical insurgency and governance challenges.
380,COMMUNITY:380,Czechoslovak Political Disputes and Diplomacy,International Relations and Political Dynamics,9,Vote of Censure | Press Conference | USSR [CZECHOSLOVAKIA / JAPANESE] | CZECHOSLOVAK EMBASSY [EMANUEL / BRAZDA] | EMANUEL BRAZDA | SOCIALIST PARTY [EMANUEL / BRAZDA] | USSR [EMANUEL / BRAZDA] | Defection of Diet Members,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community focuses on key political events and diplomatic interactions involving Czechoslovakia during a period of tension.
421,COMMUNITY:421,Geopolitical Dynamics in Omani and Soviet Relations,Middle Eastern and Soviet Geopolitical Interactions,9,OMANI REBELS [THOMPSON / TUNISIA] | USSR [THOMPSON / TURKEY] [DFF3] | Diplomatic relations restoration | Claim of prospective Algerian oil area | Dispersal of Omani rebels | Efforts to solve Cyprus issues | Tito's warning to Asian nations | ARABS [ZIONISM / LEFTISTS],"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores the interplay between Omani rebels and Soviet interests in the context of regional diplomacy and resource claims.
441,COMMUNITY:441,NATO's Influence on Balkan Politics,Geopolitical Dynamics in the Balkans and Southeast Asia,9,NATO [WILOPO / YUGOSLAVIA] | INDONESIAN VICE PRESIDENT HATTA | PRIME MINISTER WILOPO | Concern over Prime Minister's contacts | Coordination of Balkan pact with NATO | Plans for build-up of Vietnam National Army | CONSTITUTIONAL UNION PARTY | Conditional support of Balkan pact,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores NATO's role in Balkan political coordination and its connections to Southeast Asian leadership.
442,COMMUNITY:442,Geopolitical Tensions in Post-War Europe,Political and Economic Dynamics in Europe,9,Suspension of overflight rights | GERMAN REPUBLIC | Increase in coal prices | US EMBASSY BELGRADE [ITALY / YUGOSLAVIA] | CZECHOSLOVAK STATE AIRLINES | FOREIGN OFFICE [RUHR / OATIS] | GERMAN TRADE UNION FEDERATION | Italian concessions on Trieste,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community explores the interplay of political decisions and economic factors in post-war European relations.
448,COMMUNITY:448,Influence of PRICA on Yugoslav Politics,Regional Political Dynamics in Yugoslavia,9,PRICA | FRENCH PRESS | U Nu's trip to Peiping | Yugoslav leaders' reassessment | Creation of Situation Discussion Council | Khrushchev's visit to Yugoslavia | National Assembly debate | UNU [IRAUSQUIN / ROBERTS],"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores the impact of PRICA and related events on Yugoslav political discourse and leadership decisions.
462,COMMUNITY:462,Falangist Leadership Changes in Spain,Political Dynamics in Spanish Governance,9,Cabinet shakeup announcement | FALANGIST ORGANIZATION | JOSE ANTONIO DE GIRON | AGUSTIN MUNOZ GRANDES | ALBERTO MARTIN ARTAJO | BLAS PEREZ GONZALEZ | BUNDESTAG [GIRON / ARTAJO] | EDUARDO GONZALEZ GALLARZA,"{""CanonicalEntity"": 8, ""EventCluster"": 1}",This community focuses on the shifts in leadership within the Falangist organization during a cabinet reshuffle.
498,COMMUNITY:498,British Military Liaison Mission Conflicts,Military Engagements and Diplomatic Tensions,9,BRIGADIER PACKARD | Assault on British mission members | Harassment of British Military Liaison Mission | Letter of protest to Yakubovsky | Suspension of travel by British mission | BRITISH MILITARY LIAISON MISSION [YAKUBOVSKY / PACKARD] | COLONEL GENERAL YAKUBOVSKY | EAST GERMAN POLICE [YAKUBOVSKY / PACKARD],"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community focuses on incidents involving the British Military Liaison Mission and their interactions with East German authorities.
500,COMMUNITY:500,Political Dynamics Surrounding May Elections,Government Leadership and Political Events,9,25 May elections | UNITED STATES EMBASSY IN ROME | EXTREME RIGHT | Kekkonen's plea for neutrality | Parliamentary crisis | FINNISH PREMIER KEKKONEN | ITALIAN PARLIAMENT [BUDGET / KEKKONEN] | USSR [BUDGET / KEKKONEN],"{""CanonicalEntity"": 6, ""EventCluster"": 3}",This community explores the interplay of political events and leadership decisions during the May elections in Italy and Finland.
522,COMMUNITY:522,Diplomatic and Military Engagements,International Relations and Defense Activities,9,Air show | Meeting of important party members | Moscow receptions | Termination of anti-Huk operations | AMERICAN AMBASSADOR ALLEN | EAST GERMAN DELEGATION [TARUC / VASILEVSKY] | PHILIPPINE ARMY [TARUC / VASILEVSKY] | VASILEVSKY,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community encompasses key events and interactions involving military and diplomatic figures.
668,COMMUNITY:668,Cold War Diplomatic Engagements 9,International Relations and Security Dynamics,9,QADIR | SENATOR HUMPHREY | Interview with Moslem delegation | Khrushchev's criticism | Protest by Communist China | Cease-fire Discussions | Meeting between Pakistan and Afghanistan | Military Reinforcements to Sinai,"{""EventCluster"": 7, ""CanonicalEntity"": 2}",This community focuses on key diplomatic interactions and security discussions during the Cold War era.
762,COMMUNITY:762,Diplomatic Engagements and Labor Politics,International Relations and Domestic Issues,9,SVETOZAR VUKMANOVIC TEMPO | D S SOLOD | PEIPING [SVETOZAR / SOLOD] | SOVIET TRADE UNION COUNCIL [SVETOZAR / SOLOD] | Appointment of Ambassador | Conciliatory Approach to Indonesia | Political Issue in Japan | Visit to Moscow,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community focuses on the intersection of diplomatic actions and labor movements in historical contexts.
768,COMMUNITY:768,Political Movements and Elections in Asia,Political Dynamics in Asian Societies,9,SOCIALISTS [ROA / CEYLON] | JAPANESE DIET [CHAN / SONG] | Demonstrations in South Korea | USSR [LEBANON / BRITAIN] | Iceland's territorial limits issue | Japanese elections | Lebanese leaders urged to adhere to Arab Union | Appointment of Zorin,"{""EventCluster"": 6, ""CanonicalEntity"": 3}","This community focuses on political movements, elections, and social unrest across various Asian nations."
776,COMMUNITY:776,French Political Maneuvering in the USSR,Government Leadership and International Relations,9,ALEXANDRE PARODI | JEAN SOUTOU | JEBB | USSR [ALEXANDRE / SOUTOU] | De Gaulle's speech | Demarche on the Austrian question | French demarche in Moscow | Parliamentary debate on North African policy,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community focuses on French diplomatic efforts and political discussions regarding the USSR and North Africa.
806,COMMUNITY:806,Regional Military and Political Dynamics,Middle Eastern Military and Governance Issues,9,EGYPTIAN ARMY [DILLON / MENDES] | ISRAELI GOVERNMENT [DILLON / MENDES] | ITALIAN FOREIGN MINISTRY [QUWATLI / MENDES] | Delayed implementation proposal | Statement by Eytan | Tunisian policy consideration | CHINESE NATIONALISTS [QUWATLI / MENDES] | Opposition to Quwatli's return,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores the interactions between military forces and political entities in the Middle East.
838,COMMUNITY:838,Middle Eastern Political Movements,Regional Conflicts and Diplomacy,9,Campaign against King Saud | NICOSIA | SHUQAYRI | VOLKAN [ARABIA / OASIS] | Assassination of Turkish Cypriot Police Officer | Request for Iraqi Troops | ARAB REPUBLIC | Meeting in Bandung,"{""EventCluster"": 5, ""CanonicalEntity"": 4}","This community focuses on various political movements and events in the Middle East, particularly against King Saud."
866,COMMUNITY:866,Nicaraguan Peronista Insurgency Events,Military and Political Dynamics in Nicaragua,9,PERONISTA PARTY [NICARAGUA / SEPTEMBER] | Rebel Incursions | PO I PO | 21ST OF SEPTEMBER MOVEMENT | Request to Dissolve Communist Party | Announcement of new invasion | Military augmentation | Personnel reshuffle,"{""EventCluster"": 6, ""CanonicalEntity"": 3}",This community encompasses significant events related to the Peronista Party's insurgent activities in Nicaragua.
893,COMMUNITY:893,Guillermo Valencia's Political Negotiations,Political Leadership and Conflict Resolution,9,GUILLERMO VALENCIA | Cease-fire agreement | Deliberations of the China Committee | Student protests | CHINA COMMITTEE [NICARAGUA / VALENCIA] | COLOMBIAN GOVERNMENT [NICARAGUA / VALENCIA] | FRENCH PROPOSAL [NICARAGUA / VALENCIA] | ROJAS REGIME [NICARAGUA / VALENCIA],"{""CanonicalEntity"": 6, ""EventCluster"": 3}",This community focuses on the political dynamics surrounding Guillermo Valencia's leadership and cease-fire negotiations in Nicaragua.
895,COMMUNITY:895,Political Dynamics in Mid-20th Century France,Geopolitical Events and Leadership in France,9,PIERRE VOIZARD | PRIME MINISTER MENDES FRANCE | CHRISTIAN FOUCHET | Arrival of Nagib in Alexandria | Conversation about Iranian security | Nicaragua sends armed column | Pro-Nasr demonstrations | LEISSY ABDUL NASR,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community explores key political figures and events shaping France's geopolitical landscape during the mid-20th century.
907,COMMUNITY:907,Nationalist Movements and Military Governance,Political Dynamics in Military Regimes,9,arrest of nationalists | curtailment of US economic aid | INTERIM MILITARY GOVERNMENT | US CITIZEN | FRENCH MILITARY [OEEC / HAITIANS] | HAITIANS | NATIONAL RESISTANCE MOVEMENT NRM | SAVAK [OEEC / HAITIANS],"{""CanonicalEntity"": 7, ""EventCluster"": 2}",This community focuses on the interplay between nationalist movements and military governance in the context of US aid and intervention.
957,COMMUNITY:957,Kosaka's Diplomatic Engagements,International Relations and Repatriation Efforts,9,KOSAKA | Repatriation talks | IKEDA CABINET | Kosaka's goodwill mission | NORTH KOREAN RED CROSS | Negotiations in Tokyo | De Gaulle's decision on nuclear weapons | Meeting of National Assembly,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community focuses on diplomatic initiatives and negotiations related to repatriation during the Ikeda Cabinet era.
999,COMMUNITY:999,Kurdish Nationalism and Ghanaian Politics,Geopolitical Movements and Regime Dynamics,9,MUSTAFA BARZANI | Ghana's policy implementation | Kurdish campaign planning | KURDISH NATIONALIST ORGANIZATION | NKRUMAH REGIME [GHANA / SAVAK] | Formation of Karame's cabinet | Khrushchev meeting with Yugoslav ambassador | Taipei military reduction proposal,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores the intersection of Kurdish nationalist efforts and Ghana's political strategies during significant historical events.
