community_id,community_key,narrative_id,narrative_key,community_label,community_size,community_top_labels,narrative_label,num_communities,narrative_summary
1238,COMMUNITY:1238,24,NARRATIVE:24,Moroccan Defense and Diplomatic Relations,7,MOROCCAN DEFENSE MINISTER AOUAD | VICE PREMIER BOUABID | AMERICAN AMBASSADOR YOST | MOROCCAN SECURITY DIRECTOR LAGHZAOUI | Communication with Ambassador Yost | Formation of New Argentine Cabinet | Moroccan Request for US Arms,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1239,COMMUNITY:1239,24,NARRATIVE:24,Diplomatic Relations in Morocco,19,EL GLAOUI | AMERICAN CONSUL IN RABAT | Appointment of new Jordanian prime minister | Terrorist attacks in Morocco | SULTAN OF MOROCCO | DR HUSSAIN KHALIDI | TAWFIQ ABUL HUDA | FAWZI AL MULQI,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1240,COMMUNITY:1240,24,NARRATIVE:24,Diplomatic Engagements on Middle Eastern Issues,14,FRENCH AMBASSADOR PARODI | SPANISH FOREIGN MINISTER CASTIELLA | HASHIM AL JAWAD | MOROCCAN MINISTER OF DEFENSE AOUAD | Arab foreign ministers' meeting | Denouncement of occupation | Iraqi plans for Palestinians | Press interview on evacuation,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1241,COMMUNITY:1241,24,NARRATIVE:24,Political Movements and Unrest in Argentina and Greece,9,UNITED DEMOCRATIC LEFT EDA | Riots in Buenos Aires | ARGENTINE COMMUNISTS | NATIONAL RADICAL UNION ERE | KKE | Municipal Elections in Greece | GREEK GOVERNMENT [SOPHOCLES / ERE] | Accusation by East German party boss,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1242,COMMUNITY:1242,24,NARRATIVE:24,Geopolitical Strategies in North Africa and France,14,Second Five-Year Plan consideration | FRENCH PRESIDENT DE GAULLE | PAKISTANS PLANNING COMMISSION | De Gaulle's statements on Algerian integration | Establishment of national bank in Morocco | Flooding in Kwangtung | Projected Meeting between King Mohamed V and de Gaulle | FRANC ZONE,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1243,COMMUNITY:1243,24,NARRATIVE:24,Geopolitical Dynamics in Ifni Enclave,36,SPAIN | Signing of contract for Salang Pass tunnel | IFNI ENCLAVE | Foreign ministers' meeting | Excommunication by Vatican | ITALIAN EMBASSY [VATICAN / ENCLAVE] | Military action in Ifni enclave | USSR [VATICAN / ENCLAVE],Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1244,COMMUNITY:1244,24,NARRATIVE:24,Diplomatic Engagements in Iranian Affairs,14,FOREIGN MINISTER GRUBER | Call for new treaty meeting | LEBANESE EMBASSY | SOVIET IRANIAN FISHERIES | Pressure against Iranian nationalization | AUSTRIAN LOWER HOUSE | Indifference to French occupation forces reduction | Rising anti-American sentiment,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1245,COMMUNITY:1245,24,NARRATIVE:24,Soviet Naval Operations and Alliances,35,KOMMUNIST | VITYAZ [TARFAIA / SAGUIA] | Soviet submarine activity | Austrian Government considering joining European Common Market | Return of submarines to Petropavlovsk | Soviet naval exercises | EASTERN EUROPEAN SATELLITES [VITYAZ / KOMMUNIST] | PETROPAVLOVSK,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1246,COMMUNITY:1246,24,NARRATIVE:24,Geopolitical Dynamics in European Governance,26,BALAFREJ | CASTIELLA | EUROPEAN COMMON MARKET | Warning from Balafrej | Transfer of control | Raab's visit to Moscow | Austrian cabinet discussion | Soviet IGY cruise,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1247,COMMUNITY:1247,24,NARRATIVE:24,Monetary Policy and Political Dynamics in Indonesia,15,BANK OF INDONESIA [MEHDI / BARKA] | Monetary measures announcement | IBRAHIM GOVERNMENT [YOST / GAULLE] | LUKMAN HAKIM | MEHDI BEN BARKA | NATIONAL UNION OF MOROCCAN STUDENTS | Government Reshuffle Consideration | Radio Address by President Sukarno,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1248,COMMUNITY:1248,24,NARRATIVE:24,Military Engagements in North Africa,37,MOROCCAN ARMY OF LIBERATION | Military Operations | SPANISH ARMY | IFNI | SPANISH SAHARA | GENERAL MAXWELL TAYLOR | GOMULKA REGIME [MAXWELL / TAYLOR] | Gomulka's efforts in Poland,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1249,COMMUNITY:1249,24,NARRATIVE:24,Spanish-Moroccan Naval Relations,10,BENJELLOUN | SPANISH NAVY | Spanish protest to Morocco | MOLLET GOVERNMENT [URUGUAY / COLOMBIA] | USSR [URUGUAY / COLOMBIA] | Estimation of income from US bases | Mikoyan's potential visit to Colombia | Negotiations for commercial relations,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1250,COMMUNITY:1250,24,NARRATIVE:24,Political Leadership in Moroccan Governance,40,FAURE | BEN YOUSSEF | GRANDVAL | HOLMES | SULTAN BEN ARAFA | FAURE GOVERNMENT [SOCIALISTS / DIETRICH] | Anti-Greek riots | Moroccan government formation,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1251,COMMUNITY:1251,24,NARRATIVE:24,Moroccan Nationalist Movements and Events,15,MOROCCO | Christmas eve bombing | LAGHZAOUI | FRANCIS LACOSTE | BERBER TRIBES | FRENCH COUNCIL OF MINISTERS | NATIONALIST PARTIES | Removal of Moroccan sultan,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1252,COMMUNITY:1252,24,NARRATIVE:24,Diplomatic and Military Dynamics in Cambodia,25,RABAT | CAMBODIAN DEMOCRATIC REPUBLIC | QUEMOYS | ROYAL GOVERNMENT OF CAMBODIA | GENERAL BEN HAMOU KETTANI | Appeal for help | Military action decision | Proposal for diplomatic relations,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1253,COMMUNITY:1253,24,NARRATIVE:24,Political Dynamics under King Hassan II,30,KING HASSAN II | Delegation of powers | NATIONAL UNION OF POPULAR FORCES | BOUSSOUF | NATIONAL UNION OF POPULAR FORCES UNFP | May Day Parades | Aid to Mauritanian tribesmen | GUEDIRA,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1254,COMMUNITY:1254,24,NARRATIVE:24,Labor Unrest and Political Tensions in Morocco,10,CASABLANCA | General strikes in Morocco | Moslem demonstrations in Morocco | Tension over Goa | GENERAL DUVAL | MOHAMED BEN ARAFA | Demonstrations against NNSC | GOA [PORTUGAL / KAMINI],Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1255,COMMUNITY:1255,24,NARRATIVE:24,Moroccan Leadership and Exile Negotiations,27,MOHAMED BEN YOUSSEF | SULTAN MOHAMED BEN ARAFA | Proposed French Solution of Moroccan Problem | MOROCCAN NEGOTIATORS | FRENCH PRESIDENT COTY | Departure of Sultan Mohamed ben Arafa | Establishment of exile government | Negotiation for trade agreement,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1256,COMMUNITY:1256,24,NARRATIVE:24,Soviet Diplomatic Engagements in Europe,7,Appointment of new Soviet Ambassador | Economic Commission for Europe meeting | V N RAZUVAEV | USSR [SHTYKOV / RAZUVAEV] | Extension of export controls | US EMBASSY MADRID | ECONOMIC COMMISSION FOR EUROPE,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1257,COMMUNITY:1257,24,NARRATIVE:24,Political Turmoil in Mediterranean Governance,9,Gharani group's conspiracy | Greek Cabinet Resignations | Moroccan annexation campaign | MADRID | GEORGE RALLIS | GHARANI GROUP | MOROCCAN CONSULTATIVE ASSEMBLY | SHAH [SPAIN / SAHARA],Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1258,COMMUNITY:1258,24,NARRATIVE:24,Moroccan Leadership and Cold War Dynamics,13,KING OF MOROCCO | MOULAY HASSAN | HASSAN | GUINEA CONGRESS | Attempt to Provoke Violence | Concerns over Soviet policy | Guinea Congress | Iran's Recognition of Israel,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1259,COMMUNITY:1259,24,NARRATIVE:24,Leningrad's Role in Space and Military Developments,19,LENINGRAD | PROFESSOR L I SEDOV | Announcement of Space Flight | Increase in Military Construction | Space Flight Preparation | Cultural Exchange Mission | KGB [SHALIMOV / PROFESSOR] | LENIN,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1260,COMMUNITY:1260,24,NARRATIVE:24,Moroccan Labor and Political Dynamics,16,MOROCCAN GOVERNMENT [92B3] | 24-hour strike | USSR [TANGIER / SYRIA] | MOROCCAN LABOR UNION UMT | UNITED STATES BASEWORKERS ASSOCIATION | Conflict preparation | Negotiations on Evacuation Issue | Bulganin's letter to Eisenhower,Geopolitical Dynamics in North Africa and Beyond,35,Exploring the complex interactions of political leadership and military engagements in North Africa and their broader implications.
1261,COMMUNITY:1261,25,NARRATIVE:25,Political Movements in Kenya's Independence Era,51,KENYA | KENYA AFRICAN NATIONAL UNION | TOM MBOYA | KENYA AFRICAN DEMOCRATIC UNION | JOMO KENYATTA | Inauguration of KANU | MAU MAU [LYTTELTON / LANIEL] | KENYA GOVERNMENT,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1262,COMMUNITY:1262,25,NARRATIVE:25,African Labor and Political Movements,23,INTERNATIONAL CONFEDERATION OF FREE TRADE UNIONS | ALL AFRICAN PEOPLES CONFERENCE | AFRICAN LABOR CONFERENCE | COMMITTEE FOR THE DEFENSE OF NATIONAL INTERESTS | African Labor Conference | ICFTU conference | Labor spokesmen compromise | Student demonstrations,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1263,COMMUNITY:1263,25,NARRATIVE:25,Political Tensions in British Cameroons,24,ABD AL HAMID SARRAJ | BRITISH CAMEROONS | AHIDJO GOVERNMENT | UNION OF THE CAMEROONS POPULATION UPC | counter-terrorist raid | scheduled attacks on consular installations | terrorist attacks in Cameroun | RIYAD AL MALKI,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1264,COMMUNITY:1264,25,NARRATIVE:25,Post-Colonial West African Diplomacy,35,IVORY COAST | HOUPHOUET BOIGNY | NIGER | French African conference | DAHOMEY | Negotiations with France | Niger's assertion of independent foreign policy | Request for French military departure,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1265,COMMUNITY:1265,25,NARRATIVE:25,Ghanaian Police Withdrawal in Accra,25,ACCRA | Withdrawal of Ghanaian police | GHANAIAN POLICE CONTINGENT | FRENCH EMBASSY | KATANGAN PRESIDENT TSHOMBE | Attack on Luang Prabang | Coup plotting against Souvanna government | Resignation of Kurt Leopold,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1266,COMMUNITY:1266,25,NARRATIVE:25,Senegal's Historical Political Landscape,43,SENEGAL | MODIBO KEITA | MALI FEDERATION | SOUDAN | Senegal's Secession | LEOPOLD SENGHOR | FEDERATION OF MALI | DAKAR,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1267,COMMUNITY:1267,25,NARRATIVE:25,South African Political Dynamics and Exile,12,SOUTH AFRICAN GOVERNMENT [GHANA / ACCRA] | Anticipated disturbances in South Africa | Talks in Paris | Threat of war by Gizenga | AFRICAN EXILE GROUPS | AMERICAN EMBASSY AT CAPETOWN | COMMONWEALTH PRIME MINISTERS CONFERENCE | PAN AFRICANIST CONGRESS [TOM / MBOYA],Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1268,COMMUNITY:1268,25,NARRATIVE:25,African Revolutionary Movements and Independence,20,TOURÉ | AFRICAN REVOLUTIONARY FRONT FOR THE NATIONAL INDEPENDENCE OF PORTUGUESE COLONIES | Economic Conference in Budapest | Speech to Palestinian cadets | LUCIO LARA | Arrests of suspects | Military strengthening | Violence in Iraq,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1269,COMMUNITY:1269,25,NARRATIVE:25,Political Dynamics in Cameroon,21,AHIDJO | FELIX MOUMIE | CAMEROUN GOVERNMENT | PREMIER DEBRE | Cultural ties with Communist China | Arrival of Cuban students in Peiping | Planning to overthrow government | Request for military equipment,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1270,COMMUNITY:1270,25,NARRATIVE:25,Military Leadership and Political Movements,5,AIR FORCE COMMANDER | DAI VIET PARTY [CZECHOSLOVAKIA / KIVU] | Coup plotting in South Vietnam | Parade in Conakry | Visit to Yugoslavia and Bulgaria,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1271,COMMUNITY:1271,25,NARRATIVE:25,Diplomatic Engagements in Post-War Korea,19,AMERICAN EMBASSY IN SEOUL | SOUTH KOREAN GOVERNMENT [REHABILITATION / UNIFICATION] | UAR [KOREA / SOUTH] | USSR [KOREA / SOUTH] | UNITED NATIONS COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA | SOUTH KOREAN PRESIDENT RHEE | Agreement with Malaya | Ambassador Chong's tour of Africa,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1272,COMMUNITY:1272,25,NARRATIVE:25,Political Dynamics in East Africa,10,ILEO GOVERNMENT [UGANDA / KENYA] | PRIME MINISTER CHANG MYON | AMERICAN EMBASSY IN LEOPOLDVILLE | BELGIAN CONTROLLED MINING COMPANY | Establishment of radio link | General Alexander's travel to Congo | INTERIOR MINISTER MUNONGO | Munongo's threat,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1273,COMMUNITY:1273,25,NARRATIVE:25,French Military and Diplomatic Activities,16,PARIS | FRENCH COMMUNITY [TUNG / TSE] | FRENCH ARMY [SENEGAL / DAKAR] | AMERICAN OFFICIALS [CSC / JUSTICE] | Discovery of arms smuggling network | Arrests related to arms cache | Arrival of Soviet ambassador in Conakry | British-American recommendation vetoed,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1274,COMMUNITY:1274,25,NARRATIVE:25,Guerrilla Movements and Political Events,24,CONAKRY | BAMAKO | UNG VAN KHIEM | LAOTIAN ARMY [SENEGAL / BAMAKO] | Annual congress of Sekou Touré's Democratic party | Establishment of TASS office | Guerrilla actions by Laotian Army | Increase of UN presence,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1275,COMMUNITY:1275,25,NARRATIVE:25,Cameroun Independence Movement,37,CAMEROUN | UNION OF THE CAMEROONS POPULATION | MOUMIE | Dismissals of Soviet officials | Cameroun Independence | USSR [MOUMIE / CAMEROUN] | Terrorism in Cameroun | Military action in Cameroun,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1276,COMMUNITY:1276,25,NARRATIVE:25,Guinea's Diplomatic and Security Initiatives,32,GUINEA | SOUTH AFRICAN GOVERNMENT [YURIY / ZEALAND] | FRENCH FRANC ZONE | BARRY DIAWANDOU [GUINEA] | Teacher recruitment program | HUNGARIAN FIRST SECRETARY KADAR | Planned armed attacks | USSR [IRAN / CAMBODIA],Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1277,COMMUNITY:1277,25,NARRATIVE:25,Political Movements in Southern Africa,26,UNION OF SOUTH AFRICA | JULIUS NYERERE | Positive action conference | NIGERIAN PARLIAMENT | Conversations about Congo's situation | Consumer boycott announcement | CONGO MINISTER DE SCHRIJVER | Grounding of air squadron,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1278,COMMUNITY:1278,25,NARRATIVE:25,Burmese Military and Political Engagements,15,Military training arrival | BURMESE PREMIER | Burmese premier's trip | Conference in Congo | Military Aid Shipment | USSR [GERMANY / FERHAT] | BOBOSO | SAUDI GROUP,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1279,COMMUNITY:1279,25,NARRATIVE:25,Togo-Brazil Diplomatic Engagements,9,TOGO | BRAZILIAN AMBASSADOR | FOREIGN MINISTER ARINOS | Brazilian ambassador's instruction | Tito's invitation | UN session | YUGOSLAV FOREIGN MINISTER [TOGO / GHANA] | Yugoslav reply,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1280,COMMUNITY:1280,25,NARRATIVE:25,West African Leadership Meetings,48,LIBERIA | Ministerial meeting of African states | PRESIDENT TUBMAN | MONROVIA | PRIME MINISTER NKRUMAH | UAR [SHAH / TUBMAN] | Meeting of West African leaders | Proclamation of Cameroun government-in-exile,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1281,COMMUNITY:1281,25,NARRATIVE:25,African Leadership and Political Movements,18,MBOYA | KENYATTA | Visit to London | All African People's Conference | Government Changes in El Salvador | CENTRAL BANK [RONALD / NGALA] | KADU | KANU,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1282,COMMUNITY:1282,25,NARRATIVE:25,Cold War Dynamics in Ghana,8,COMMONWEALTH RELATIONS OFFICE | USSR [VOLTA / GHANA] | VOLTA RIVER HYDROELECTRIC PROJECT | British concerns about Ghana's relations with Communists | Nkrumah's cautious approach to Communism | Nkrumah's cocoa sales to the USSR | Potential USSR mission in Accra | Support for Pakistan,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1283,COMMUNITY:1283,25,NARRATIVE:25,Political Mobilization in Ghana,35,GHANA | Demonstrations | CONVENTION PEOPLES PARTY CPP | JOHN TETTEGAH | NATIONAL FRONT [LICENTIATES / DERAKHSHESH] | Arrest of Mohammad Derakhshesh | Nkrumah's Announcement | Announcement of Lumumba's death,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1284,COMMUNITY:1284,25,NARRATIVE:25,Nkrumah's Influence on Ghanaian Politics,29,NKRUMAH | GBEDEMAH | QUAIDOO | CONVENTION PEOPLES PARTY | GENERAL ALEXANDER | Endorsement of Western Aid | Missile Testing | ROBERTO,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1285,COMMUNITY:1285,25,NARRATIVE:25,Guinean Political Dynamics in the 1960s,20,SEKOU TOURÉ | DIALLO SAIFOULAYE | DEMOCRATIC PARTY OF GUINEA PDG | GOODYEAR WINGFOOT [3F22] | FRENCH ARMY [IVORY / MEDAN] | Negotiation of Soviet credit | Field inspection trips | PDG's annual congress,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1286,COMMUNITY:1286,25,NARRATIVE:25,Guinean Political Opposition Dynamics,13,Allegation of French involvement | Opposition movement suppression | Public rebuke of Sauer | DEMOCRATIC PARTY OF GUINEA | ERIC LOUW | M D C DE WET NEL | DIE VADERLAND | FOULAH TRIBE,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1287,COMMUNITY:1287,25,NARRATIVE:25,Kazakhstan Political and Industrial Dynamics,20,Party committee meeting | KAZAKHSTAN | KARAGANDA METALLURGICAL PLANT | Agreement on Mali Independence | Civil disturbance in Temir Tau | TEMIR TAU | KAZAKH REPUBLIC | K F LUNEV,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1288,COMMUNITY:1288,25,NARRATIVE:25,Cold War Aid Dynamics in Ghana,4,INTERNATIONAL BANK [GHANA / KHRUSHCHEV] | USSR [GHANA / KHRUSHCHEV] | Aid Offer to Ghana | Negotiations for Volta River Project,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1289,COMMUNITY:1289,25,NARRATIVE:25,Cold War Space Race Events,13,Launch of Sputnik IX | Landing of Capsule | Official Announcement of Launch | SPUTNIK IX [CONGO / USSR] | KONG LE PATHET LAO [STALINGRAD / SARATOV] | MOSCOW [STALINGRAD / SARATOV] | SARATOV | SPUTNIK XI,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1290,COMMUNITY:1290,25,NARRATIVE:25,Mali's Political and Social Dynamics,24,MALI | MADEIRA KEITA | Arms Shipment to Mali | General strike in Belgium | Meeting between Guinean and Malian leaders | SOCIALIST PARTY [GHANA / SELASSIE] | Soviet delegation visit to Bolivia | USSR [GHANA / ETHIOPIA] [549E],Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1291,COMMUNITY:1291,25,NARRATIVE:25,Ghana-USSR Relations in the Cold War,5,KRUG [GHANA / NKRUMAH] | USSR [KRUG / GHANA] | Possible satellite launching preparations | Renewed contacts between Ghana and USSR | Suggestion of ties with Moscow,Post-Colonial Political Dynamics in West Africa,31,Exploring the evolution of political movements and diplomatic relations in West Africa after colonial rule.
1292,COMMUNITY:1292,26,NARRATIVE:26,Communist Influence in Military Meetings,11,ALVARO ALSOGARAY | Meeting with military chiefs | Occupation of towns by North Vietnamese Army | Reported arrival of Chinese Communist forces | 62 GROUP | COMMUNIST LABOR GROUPS | CHINESE COMMUNIST FORCES [ARGENTINA / ALVARO] | NORTH VIETNAMESE ARMY [ARGENTINA / ALVARO],Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1293,COMMUNITY:1293,26,NARRATIVE:26,U.S. Diplomatic Tensions in Argentina,20,AMERICAN EMBASSY IN BUENOS AIRES | GENERAL CONFEDERATION OF LABOR CGT | Attack on American Neptune | Crashed Neptune Recovery | Military Control of Argentine Government | Reported Negotiations with Rebel Navy | Movement of artillery battalions | Night attack exercises,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1294,COMMUNITY:1294,26,NARRATIVE:26,Labor Unrest and Political Tensions in Argentina,28,Arrests of labor leaders | COMMUNISTS [PERONISTAS / MIAMI] | Navy discontent | ARGENTINE GOVERNMENT [PERONISTAS / MIAMI] | Industrial Strikes | Legislation Consideration | Potential Coup | Arrest of Naval Officers,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1295,COMMUNITY:1295,26,NARRATIVE:26,Diplomatic Engagements in the Middle East,21,NUFER | ZAHEDI GOVERNMENT [LEGATION / QASHQAI] | OAS meeting on Guatemala | Agreement on policies toward Iraq and Iran | TURKISH PRIME MINISTER MENDERES | PAKISTANI PREMIER MOHAMMED ALI | Appointment of Argentine supercabinet | Assurance to Washington,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1296,COMMUNITY:1296,26,NARRATIVE:26,Cairo's Afro-Asian Solidarity Initiatives,7,AFRO ASIAN SOLIDARITY COMMITTEE | CAIRO SECRETARIAT | Court-martial verdicts announcement | Resignation of War Secretary Anaya | Sino-Indian border dispute | MAJOR GENERAL CARLOS TORANZO MONTER | UAR [MONTER / ARGENTINA],Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1297,COMMUNITY:1297,26,NARRATIVE:26,Political Maneuvering in Argentine Governance,28,ALSOGARAY | Resignation of Solanas Pacheco | ERNST LEMMER | WESTRICK | Secret meeting for trade negotiations | ROBERTO ALEMAN | Announcement of price control | Request for resignation of Alsogaray,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1298,COMMUNITY:1298,26,NARRATIVE:26,Political Dynamics in Afro-Asian States,28,FRONDIZI | TORANZO MONTERO | AFRO ASIAN STATES | IKEDAS LIBERAL DEMOCRATIC PARTY | UAR [CZECHOSLOVAKIA / STANLEYVILLE] | Aid Offer to Lumumba | Alert Against Violence | Election Predictions,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1299,COMMUNITY:1299,26,NARRATIVE:26,Peronista Political and Military Actions,27,PERONISTA | Attack on infantry post | Geronimo Remorino's travel | Peronista attacks | ARGENTINE ARMED FORCES | MIGUEL INIGUEZ | COMMUNIST LABOR ELEMENTS | EVITA PERON,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1300,COMMUNITY:1300,26,NARRATIVE:26,Military Maneuvers and Political Communication,13,PUERTO BELGRANO | Announcement of military maneuvers | Peron's communication with Nufer | Request for caretaker leadership | ALI [STEPHANOPOULOS / ARGENTINA] | CATHOLIC ACTION GROUPS | RADICALS [STEPHANOPOULOS / ARGENTINA] | BOISSIER,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1301,COMMUNITY:1301,26,NARRATIVE:26,Political Tensions and Labor Strikes,9,HERRERA | AMBASSADOR BOWERS | Death of Dr. Herrera | Copper sale discussions | Labor strike wave in France | NARDONE | SINO SOVIET BLOC [NARDONE / URUGUAY] | USSR [NARDONE / URUGUAY],Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1302,COMMUNITY:1302,26,NARRATIVE:26,USSR Influence on Latin American Politics,7,Meeting of US Mission Chiefs | USSR [ARGENTINA / MOSSADEQ] | FRENCH SOCIALIST | Copper Purchase Credit Opened | Reinoculation Order | AMERICAN MILITARY MISSION | MOSCOW STATE BANK,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
1303,COMMUNITY:1303,26,NARRATIVE:26,Crisis in Military Leadership,20,CARLOS TORANZO MONTERO | WAR SECRETARY ANAYA | ANAYA | LARCHER | Resignation of War Secretary | Truce Talks | Meeting of army generals | Crisis over army demands,Political and Labor Dynamics in South America,48,Explores the interplay of political maneuvering and labor unrest across South American nations.
