alias,canonical_label,review_status,heuristic_reason,final_score,openai_decision,openai_confidence
IBRD,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,accept_rule,acronym_match,0.9,,
ICATU,INTERNATIONAL CONFEDERATION OF ARAB TRADE UNIONS,accept_rule,acronym_match,0.9,,
ICC,INTERNATIONAL CONTROL COMMISSION,accept_rule,acronym_match,0.9,,
ICELANDIC FEDERATION OF LABOR (IFL),ICELANDIC FEDERATION OF LABOR,accept_rule,parenthetical_base_match,0.91,,
ICFTU,INTERNATIONAL CONFEDERATION OF FREE TRADE UNIONS,accept_rule,acronym_match,0.9,,
ICHIANG ISLAND,ICHIANG,accept_openai,lexical_context_similarity,0.6858,merge,0.85
ICHIRO HATOYAMA,HATOYAMA,accept_openai,lexical_context_similarity,0.7012,merge,0.85
ICRC,INTERNATIONAL COMMITTEE OF THE RED CROSS,accept_rule,acronym_match,0.9,,
IDRIS,KING IDRISS,accept_openai,lexical_context_similarity,0.6185,merge,0.85
IDRISS,KING IDRISS,accept_rule,person_title_variant,0.95,,
IGNATIEV,S. D. IGNATIEV,accept_openai,lexical_context_similarity,0.8025,merge,0.8
IKEDAS LIBERAL-DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.7762,merge,0.85
IL-14,SOVIET IL-14,accept_openai,lexical_context_similarity,0.7329,merge,0.85
IL-28 AIRCRAFT,IL-28,accept_openai,lexical_context_similarity,0.6165,merge,0.85
IMF,INTERNATIONAL MONETARY FUND,accept_rule,acronym_match,0.9,,
IMPERIAL BODY GUARD,IMPERIAL BODYGUARD,accept_openai,lexical_context_similarity,0.6345,merge,0.8
INDEPENDENT AND PEASANT DEPUTIES,INDEPENDENT AND PEASANT PARTY,accept_openai,lexical_context_similarity,0.6229,merge,0.8
INDIA CONGRESS PARTY,CONGRESS PARTY,accept_openai,lexical_context_similarity,0.7963,merge,0.8
INDIA GOVERNMENT,INDIAN GOVERNMENT,accept_openai,lexical_context_similarity,0.692,merge,0.85
INDIAN AMBASSADOR PANIKKAR,INDIAN AMBASSADOR,accept_openai,lexical_context_similarity,0.6836,merge,0.8
INDIAN CHAIRMAN,INDIAN CHAIRMAN OF THE ICC,accept_openai,lexical_context_similarity,0.6804,merge,0.8
INDIAN CHARGE,INDIAN CHARGE IN BAGHDAD,accept_openai,lexical_context_similarity,0.6115,merge,0.8
INDIAN COMMUNISTS,INDIAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6048,merge,0.8
INDIAN CONSUL GENERAL,INDIAN CONSUL GENERAL KAMATH,accept_openai,lexical_context_similarity,0.6662,merge,0.8
INDIAN EXTERNAL AFFAIRS MINISTRY,INDIAN MINISTRY OF EXTERNAL AFFAIRS,accept_openai,lexical_context_similarity,0.8282,merge,0.9
INDIAN FOOD AND AGRICULTURE MINISTRY,INDIAN FOOD MINISTRY,accept_openai,lexical_context_similarity,0.6756,merge,0.8
INDIAN PRAJA SOCIALISTS,INDIAN PRAJA SOCIALIST PARTY,accept_openai,lexical_context_similarity,0.6039,merge,0.8
INDIAN PRIME MINISTER NEHRU,PRIME MINISTER NEHRU,accept_openai,lexical_context_similarity,0.8449,merge,0.9
INDONESIAN AMBASSADOR SUBANDRIO,INDONESIAN AMBASSADOR,accept_openai,lexical_context_similarity,0.6847,merge,0.8
INDONESIAN COMMUNIST PARTY (PKI),INDONESIAN COMMUNIST PARTY,accept_rule,parenthetical_base_match,0.91,,
INDONESIAN COMMUNISTS,INDONESIAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.7025,merge,0.85
INDONESIAN FOREIGN MINISTER SUBANDRIO,INDONESIAN FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7401,merge,0.8
INDONESIAN NATIONAL PARTY (PNI),INDONESIAN NATIONAL PARTY,accept_rule,parenthetical_base_match,0.91,,
INDONESIAN PRESIDENT SUKARNO,SUKARNO,accept_openai,lexical_context_similarity,0.7193,merge,0.9
INDONESIAN UN DELEGATION,INDONESIAN DELEGATION,accept_openai,lexical_context_similarity,0.8011,merge,0.8
INDONESIAN VICE PRESIDENT HATTA,VICE PRESIDENT HATTA,accept_openai,lexical_context_similarity,0.6525,merge,0.85
INONU,ISMET INONU,accept_openai,lexical_context_similarity,0.7192,merge,0.9
INSTITUTIONAL REVOLUTIONARY PARTY,PARTY OF REVOLUTIONARY INSTITUTIONS,accept_openai,lexical_context_similarity,0.6574,merge,0.8
INTERNATIONAL BANK OF RECONSTRUCTION AND DEVELOPMENT,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,accept_openai,lexical_context_similarity,0.8766,merge,0.9
INTERNATIONAL COMMISSION,INTERNATIONAL CONTROL COMMISSION,accept_openai,lexical_context_similarity,0.6553,merge,0.8
INTERNATIONAL COMMITTEE FOR THE RED CROSS,INTERNATIONAL RED CROSS,accept_openai,lexical_context_similarity,0.7293,merge,0.8
INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC),INTERNATIONAL RED CROSS,accept_openai,lexical_context_similarity,0.7659,merge,0.8
INTERNATIONAL CONTROL COMMISSION (ICC),INTERNATIONAL CONTROL COMMISSION,accept_rule,parenthetical_base_match,0.91,,
INTERNATIONAL CONTROL COMMISSION FOR LAOS,INTERNATIONAL CONTROL COMMISSION,accept_openai,lexical_context_similarity,0.8278,merge,0.8
INTERNATIONAL COURT,INTERNATIONAL COURT OF JUSTICE,accept_openai,lexical_context_similarity,0.7428,merge,0.8
INTERNATIONAL MONETARY FUND (IMF),INTERNATIONAL MONETARY FUND,accept_rule,parenthetical_base_match,0.91,,
IPC,IRAQ PETROLEUM COMPANY,accept_rule,acronym_match,0.9,,
IRANIAN FOREIGN MINISTER ABDOH,IRANIAN FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7291,merge,0.8
IRANIAN FOREIGN MINISTER ENTEZAM,FOREIGN MINISTER ENTEZAM,accept_openai,lexical_context_similarity,0.7688,merge,0.85
IRANIAN FOREIGN MINISTER FATEMI,IRANIAN FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7725,merge,0.8
IRANIAN FOREIGN MINISTER KAZEMI,IRANIAN FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7213,merge,0.85
IRANIAN INTELLIGENCE AND SECURITY ORGANIZATION (SAVAK),IRANIAN NATIONAL INTELLIGENCE AND SECURITY ORGANIZATION (SAVAK),accept_openai,lexical_context_similarity,0.8481,merge,0.85
IRANIAN MAJLIS,MAJLIS,accept_openai,lexical_context_similarity,0.7321,merge,0.85
IRANIAN MINISTER OF ROADS,IRANIAN MINISTER,accept_openai,lexical_context_similarity,0.6581,merge,0.8
IRANIAN NATIONAL OIL COMPANY,NATIONAL IRANIAN OIL COMPANY,accept_openai,lexical_context_similarity,0.6746,merge,0.8
IRANIAN OIL COMPANY,NATIONAL IRANIAN OIL COMPANY,accept_openai,lexical_context_similarity,0.8249,merge,0.85
IRANIAN PRIME MINISTER MOSSADEQ,PRIME MINISTER MOSSADEQ,accept_openai,lexical_context_similarity,0.8188,merge,0.9
IRANIAN SHAH,SHAH,accept_openai,lexical_context_similarity,0.6065,merge,0.8
IRANIAN TUDEH,TUDEH,accept_openai,lexical_context_similarity,0.6426,merge,0.8
IRANIAN TUDEH PARTY,TUDEH,accept_openai,lexical_context_similarity,0.7094,merge,0.85
IRAQ PETROLEUM,IRAQ PETROLEUM COMPANY,accept_openai,lexical_context_similarity,0.7567,merge,0.8
IRAQ PETROLEUM COMPANY (IPC),IRAQ PETROLEUM COMPANY,accept_rule,parenthetical_base_match,0.91,,
IRAQI BAATHISTS,BAATHISTS,accept_openai,lexical_context_similarity,0.699,merge,0.8
IRAQI FORCES,IRAQI MILITARY FORCES,accept_openai,lexical_context_similarity,0.6554,merge,0.8
IRAQI FOREIGN MINISTER,IRAQI FOREIGN MINISTER JAMALI,accept_openai,lexical_context_similarity,0.6935,merge,0.8
IRAQI MILITARY,IRAQI MILITARY FORCES,accept_openai,lexical_context_similarity,0.6797,merge,0.8
IRAQI PETROLEUM COMPANY,IRAQ PETROLEUM COMPANY,accept_openai,lexical_context_similarity,0.7472,merge,0.8
IRAQI PREMIER NURI SAID,NURI SAID,accept_openai,lexical_context_similarity,0.6222,merge,0.85
IRAQI PRIME MINISTER NURI SAID,IRAQI PRIME MINISTER,accept_openai,lexical_context_similarity,0.7192,merge,0.8
IRAQI PRIME MINISTER QASIM,PRIME MINISTER QASIM,accept_openai,lexical_context_similarity,0.7751,merge,0.85
ISMAIL CHUNDRIGAR,CHUNDRIGAR,accept_openai,lexical_context_similarity,0.7202,merge,0.85
ISRAEL ARMY,ISRAELI ARMY,accept_openai,lexical_context_similarity,0.6754,merge,0.85
ISRAELI,ISRAELI FORCES,accept_openai,lexical_context_similarity,0.7019,merge,0.8
ISRAELI ARMED FORCES,ISRAELI FORCES,accept_openai,lexical_context_similarity,0.7476,merge,0.8
ISRAELI DEFENSE FORCES,ISRAELI FORCES,accept_openai,lexical_context_similarity,0.7735,merge,0.8
ISRAELI FOREIGN MINISTER,ISRAELI FOREIGN MINISTER SHARETT,accept_openai,lexical_context_similarity,0.6872,merge,0.9
ISRAELI FOREIGN MINISTER MEIR,ISRAELI FOREIGN MINISTER SHARETT,accept_openai,lexical_context_similarity,0.6501,merge,0.85
ISRAELI FOREIGN OFFICE,ISRAELI FOREIGN MINISTRY,accept_openai,lexical_context_similarity,0.6444,merge,0.8
ISRAELI MAPAI PARTY,MAPAI,accept_openai,lexical_context_similarity,0.7099,merge,0.85
ISRAELI PRIME MINISTER,ISRAELI PRIME MINISTER SHARETT,accept_openai,lexical_context_similarity,0.6809,merge,0.8
ISRAELI PRIME MINISTER BEN-GURION,PRIME MINISTER BEN-GURION,accept_openai,lexical_context_similarity,0.8119,merge,0.81
ISRAELI SHIP BAT GALIM,BAT GALIM,accept_openai,lexical_context_similarity,0.6554,merge,0.8
ISRAELI-JORDANIAN MIXED ARMISTICE COMMISSION,ISRAELI-JORDAN MIXED ARMISTICE COMMISSION,accept_openai,lexical_context_similarity,0.7655,merge,0.9
ISRAELI-SYRIAN MIXED ARMISTICE COMMISSION,MIXED ARMISTICE COMMISSION,accept_openai,lexical_context_similarity,0.7689,merge,0.8
ISRAELI-SYRIAN MIXED ARMISTICE COMMISSION (MAC),MIXED ARMISTICE COMMISSION,accept_openai,lexical_context_similarity,0.6955,merge,0.8
ISTIQLAL,ISTIQLAL PARTY,accept_openai,lexical_context_similarity,0.7877,merge,0.8
ITALIAN AMBASSADOR TO FRANCE,ITALIAN AMBASSADOR,accept_openai,lexical_context_similarity,0.7463,merge,0.8
ITALIAN CHRISTIAN DEMOCRATIC PARTY,CHRISTIAN DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.8023,merge,0.8
ITALIAN CHRISTIAN DEMOCRATS,CHRISTIAN DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.6307,merge,0.8
ITALIAN COMMUNIST PARTY (PCI),ITALIAN COMMUNIST PARTY,accept_rule,parenthetical_base_match,0.91,,
ITALIAN COMMUNISTS,ITALIAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6375,merge,0.8
ITALIAN FOREIGN OFFICE,ITALIAN FOREIGN MINISTRY,accept_openai,lexical_context_similarity,0.6684,merge,0.8
ITALIAN GENERAL CONFEDERATION OF LABOR (CGIL),ITALIAN GENERAL LABOR CONFEDERATION,accept_openai,lexical_context_similarity,0.7331,merge,0.8
ITALIAN PARTY,ITALIAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6949,merge,0.8
ITALIAN PREMIER DE GASPERI,PREMIER DE GASPERI,accept_openai,lexical_context_similarity,0.7756,merge,0.85
ITALIAN PREMIER PELLA,PELLA,accept_openai,lexical_context_similarity,0.7556,merge,0.9
ITALIAN PREMIER SCELBA,SCELBA,accept_openai,lexical_context_similarity,0.7385,merge,0.85
ITALIAN PRESIDENT GRONCHI,GRONCHI,accept_openai,lexical_context_similarity,0.7488,merge,0.85
ITALIAN SOCIAL MOVEMENT (MSI),ITALIAN SOCIAL MOVEMENT,accept_rule,parenthetical_base_match,0.91,,
ITALIAN SOCIALISTS,ITALIAN SOCIALIST PARTY,accept_openai,lexical_context_similarity,0.6664,merge,0.8
ITALIAN-ADMINISTERED TRUST TERRITORY OF SOMALIA,ITALIAN TRUST TERRITORY OF SOMALIA,accept_openai,lexical_context_similarity,0.7387,merge,0.8
IZMET INONU,ISMET INONU,accept_openai,lexical_context_similarity,0.6681,merge,0.85
JACOBO ARBENZ,PRESIDENT ARBENZ,accept_openai,lexical_context_similarity,0.6346,merge,0.8
JACOBS,AMBASSADOR JACOBS,accept_rule,person_title_variant,0.95,,
JAN SANGH,JAN SANGH PARTY,accept_openai,lexical_context_similarity,0.6945,merge,0.85
JANABI,BRIGADIER JANABI,accept_rule,person_title_variant,0.95,,
JAPAN COMMUNIST PARTY,JAPANESE COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.711,merge,0.85
JAPAN LIBERAL PARTY,JAPANESE LIBERAL PARTY,accept_openai,lexical_context_similarity,0.6812,merge,0.8
JAPAN RED CROSS,JAPANESE RED CROSS,accept_openai,lexical_context_similarity,0.7396,merge,0.8
JAPAN SOCIALIST PARTY,JAPANESE SOCIALIST PARTY,accept_openai,lexical_context_similarity,0.7358,merge,0.8
JAPANESE DEFENSE AGENCY,JAPANS DEFENSE AGENCY,accept_openai,lexical_context_similarity,0.65,merge,0.85
JAPANESE DEMOCRATIC SOCIALIST PARTY,DEMOCRATIC SOCIALIST PARTY,accept_openai,lexical_context_similarity,0.6298,merge,0.8
JAPANESE FOREIGN MINISTER KISHI,JAPANESE FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.7382,merge,0.85
JAPANESE FOREIGN MINISTER OKAZAKI,JAPANESE FOREIGN MINISTER,accept_openai,lexical_context_similarity,0.691,merge,0.85
JAPANESE LIBERAL-DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.7104,merge,0.85
JAPANESE PRIME MINISTER,PRIME MINISTER KISHI,accept_openai,lexical_context_similarity,0.7993,merge,0.8
JAPANESE PRIME MINISTER KISHI,PRIME MINISTER KISHI,accept_openai,lexical_context_similarity,0.7969,merge,0.8
JAPANESE SOCIALIST PARTIES,JAPANESE SOCIALIST PARTY,accept_openai,lexical_context_similarity,0.675,merge,0.85
JAPANS SOCIALIST PARTY,JAPANESE SOCIALIST PARTY,accept_openai,lexical_context_similarity,0.6756,merge,0.9
JAWDAT,ALI JAWDAT,accept_openai,lexical_context_similarity,0.7475,merge,0.8
JEAN DARIDAN,DARIDAN,accept_openai,lexical_context_similarity,0.7265,merge,0.8
JEAN LETOURNEAU,LETOURNEAU,accept_openai,lexical_context_similarity,0.7722,merge,0.8
JEAN VALLUY,GENERAL JEAN VALLUY,accept_rule,person_title_variant,0.95,,
JIMENEZ,ANTONIO NUNEZ JIMENEZ,accept_openai,lexical_context_similarity,0.6036,merge,0.8
JOAO CAFE FILHO,CAFÉ FILHO,accept_openai,lexical_context_similarity,0.6496,merge,0.9
JOAO CAFÉ FILHO,CAFÉ FILHO,accept_openai,lexical_context_similarity,0.7665,merge,0.85
JOAQUIN BALAGUER,BALAGUER,accept_openai,lexical_context_similarity,0.6976,merge,0.85
JOHANNES HOFFMANN,HOFFMANN,accept_openai,lexical_context_similarity,0.6402,merge,0.8
JOHNSON,SENATOR JOHNSON,accept_openai,lexical_context_similarity,0.6253,merge,0.8
JOHNSTON JORDAN RIVER PLAN,JOHNSTON PLAN,accept_openai,lexical_context_similarity,0.7164,merge,0.8
JOINT ATOMIC ENERGY INTELLIGENCE COMMITTEE (JAEIC),JOINT ATOMIC ENERGY INTELLIGENCE COMMITTEE,accept_rule,parenthetical_base_match,0.91,,
JOINT DISTRIBUTION COMMITTEE,AMERICAN JOINT DISTRIBUTION COMMITTEE,accept_openai,lexical_context_similarity,0.7354,merge,0.8
JONASSON,HERMANN JONASSON,accept_openai,lexical_context_similarity,0.6729,merge,0.85
JONES,AMBASSADOR JONES,accept_rule,person_title_variant,0.95,,
JORDAN ARAB ARMY,JORDANIAN ARMY,accept_openai,lexical_context_similarity,0.6134,merge,0.8
JORDAN COMMUNIST PARTY,JORDANS COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6423,merge,0.85
JORDAN NATIONAL GUARD,JORDANIAN NATIONAL GUARD,accept_openai,lexical_context_similarity,0.7347,merge,0.8
JORDANIAN ARAB LEGION,JORDAN ARAB LEGION,accept_openai,lexical_context_similarity,0.7022,merge,0.85
JORDANIAN NATIONAL GUARDSMEN,JORDANIAN NATIONAL GUARD,accept_openai,lexical_context_similarity,0.6377,merge,0.8
JORDANS ARAB LEGION,JORDAN ARAB LEGION,accept_openai,lexical_context_similarity,0.6984,merge,0.9
JORDANS NATIONAL GUARD,JORDANIAN NATIONAL GUARD,accept_openai,lexical_context_similarity,0.7454,merge,0.8
JOSE ANTONIO RODRIGUEZ PORTH,DR. JOSE ANTONIO RODRIGUEZ PORTH,accept_rule,person_title_variant,0.95,,
JOSE FIGUERES,JOSÉ FIGUERES,accept_openai,lexical_context_similarity,0.6418,merge,0.9
JOSEF CYRANKIEWICZ,CYRANKIEWICZ,accept_openai,lexical_context_similarity,0.7156,merge,0.85
JOSEF WINIEWICZ,WINIEWICZ,accept_openai,lexical_context_similarity,0.7201,merge,0.85
JOSEPH ILEO,ILEO,accept_openai,lexical_context_similarity,0.6761,merge,0.85
JOSEPH KASAVUBU,KASAVUBU,accept_openai,lexical_context_similarity,0.7179,merge,0.85
JOSEPH KASAVUBWU,KASAVUBU,accept_openai,lexical_context_similarity,0.6555,merge,0.9
JOSEPH MOBUTU,MOBUTU,accept_openai,lexical_context_similarity,0.6507,merge,0.85
JOXE,LOUIS JOXE,accept_openai,lexical_context_similarity,0.6142,merge,0.85
JSP,JAPANESE SOCIALIST PARTY,accept_rule,acronym_match,0.9,,
JUAN F. OLIVA,COLONEL JUAN F. OLIVA,accept_rule,person_title_variant,0.95,,
JUIN,GENERAL JUIN,accept_rule,person_title_variant,0.95,,
JUMBLATT,KAMAL JUMBLATT,accept_openai,lexical_context_similarity,0.7395,merge,0.85
JUMELLE,CLEMENT JUMELLE,accept_openai,lexical_context_similarity,0.657,merge,0.85
JUSTIN BOMBOKO,BOMBOKO,accept_openai,lexical_context_similarity,0.7219,merge,0.85
K. M. PANIKKAR,INDIAN AMBASSADOR,accept_openai,lexical_context_similarity,0.6538,merge,0.85
K. P. S. MENON,KRISHNA MENON,accept_openai,lexical_context_similarity,0.686,merge,0.8
K. S. THIMAYYA,THIMAYYA,accept_openai,lexical_context_similarity,0.7742,merge,0.85
KACHIN MINORITY,KACHIN,accept_openai,lexical_context_similarity,0.6471,merge,0.8
KADU,KENYA AFRICAN DEMOCRATIC UNION,accept_rule,acronym_match,0.9,,
KALLAI,GYULA KALLAI,accept_openai,lexical_context_similarity,0.6147,merge,0.85
KAMCHATKA,KAMCHATKA PENINSULA,accept_openai,lexical_context_similarity,0.6202,merge,0.85
KAMIL JUMBLATT,KAMAL JUMBLATT,accept_openai,lexical_context_similarity,0.6951,merge,0.85
KAMINA BASE,KAMINA,accept_openai,lexical_context_similarity,0.7459,merge,0.8
KANU,KENYA AFRICAN NATIONAL UNION,accept_rule,acronym_match,0.9,,
KAPUSTIN YAR AIRFIELD,KAPUSTIN YAR,accept_openai,lexical_context_similarity,0.709,merge,0.85
KAPUSTIN YAR MISSILE TEST RANGE,KAPUSTIN YAR,accept_openai,lexical_context_similarity,0.6806,merge,0.8
KARAME,RASHID KARAME,accept_openai,lexical_context_similarity,0.6259,merge,0.85
KARAME GOVERNMENT,KARAMI GOVERNMENT,accept_openai,lexical_context_similarity,0.613,merge,0.8
KAREN,KARENS,accept_openai,lexical_context_similarity,0.6095,merge,0.8
KAREN ELEMENTS,KARENS,accept_openai,lexical_context_similarity,0.6242,merge,0.8
KARL GRUBER,GRUBER,accept_openai,lexical_context_similarity,0.7022,merge,0.85
KASAI,KASAI PROVINCE,accept_openai,lexical_context_similarity,0.6255,merge,0.8
KASAVUBU/MOBUTU GOVERNMENT,KASAVUBU GOVERNMENT,accept_openai,lexical_context_similarity,0.6793,merge,0.8
KASHAMURA,ANICET KASHAMURA,accept_openai,lexical_context_similarity,0.6801,merge,0.8
KASHMIR NATIONAL CONFERENCE,NATIONAL CONFERENCE,accept_openai,lexical_context_similarity,0.7055,merge,0.8
KASHMIRI CONSTITUENT ASSEMBLY,KASHMIR CONSTITUENT ASSEMBLY,accept_openai,lexical_context_similarity,0.7023,merge,0.85
KASHMIRS NATIONAL CONFERENCE PARTY,NATIONAL CONFERENCE,accept_openai,lexical_context_similarity,0.6811,merge,0.8
KATANGA PROVINCE,KATANGA,accept_openai,lexical_context_similarity,0.733,merge,0.8
KATJU,K. KATJU,accept_openai,lexical_context_similarity,0.7643,merge,0.85
KATSUO OKAZAKI,OKAZAKI,accept_openai,lexical_context_similarity,0.6893,merge,0.8
KAUL,T. N. KAUL,accept_openai,lexical_context_similarity,0.6458,merge,0.8
KAWILARANG,COLONEL KAWILARANG,accept_rule,person_title_variant,0.95,,
KAYSON,GENERAL KAYSON,accept_rule,person_title_variant,0.95,,
KEITA,MODIBO KEITA,accept_openai,lexical_context_similarity,0.665,merge,0.85
KELLEZI,ABDYL KELLEZI,accept_openai,lexical_context_similarity,0.6173,merge,0.85
KENGTUNG STATE,KENGTUNG,accept_openai,lexical_context_similarity,0.7046,merge,0.8
KENNAN,AMBASSADOR KENNAN,accept_rule,person_title_variant,0.95,,
KENNEDY,PRESIDENT KENNEDY,accept_rule,person_title_variant,0.95,,
KENYATTA,JOMO KENYATTA,accept_openai,lexical_context_similarity,0.6729,merge,0.9
KERALA,KERALA STATE,accept_openai,lexical_context_similarity,0.7289,merge,0.8
KERCH/BAGEROVO,KERCH/BAGEROVO AIRFIELD,accept_openai,lexical_context_similarity,0.6956,merge,0.8
KEY,AMBASSADOR KEY,accept_rule,person_title_variant,0.95,,
KHALID AL AZM,KHALID AL-AZM,accept_rule,person_title_variant,0.95,,
KHALID AZM,KHALID AL-AZM,accept_openai,lexical_context_similarity,0.7941,merge,0.8
KHALIL BAKDASH,KHALID BAKDASH,accept_openai,lexical_context_similarity,0.6757,merge,0.85
KHAMPAN PANYA,KHAMPHAN PANYA,accept_openai,lexical_context_similarity,0.6341,merge,0.9
KHAMSOUK,KHAMSOUK KEOLA,accept_openai,lexical_context_similarity,0.6944,merge,0.8
KHATMIA MOSLEM SECT,KHATMIA,accept_openai,lexical_context_similarity,0.6241,merge,0.8
KHOURI,PRESIDENT KHOURI,accept_rule,person_title_variant,0.95,,
KHRISHNA MENON,KRISHNA MENON,accept_openai,lexical_context_similarity,0.6343,merge,0.8
KHRUNICHEV,M. V. KHRUNICHEV,accept_openai,lexical_context_similarity,0.7911,merge,0.85
KIM IL,KIM IL-SUNG,accept_openai,lexical_context_similarity,0.6141,merge,0.85
KIM IL-SONG,KIM IL-SUNG,accept_openai,lexical_context_similarity,0.6009,merge,0.9
KIM YUN-KUN,BRIGADIER GENERAL KIM YUN-KUN,accept_rule,person_title_variant,0.95,,
KING,KING SAVANG,accept_openai,lexical_context_similarity,0.6124,merge,0.8
KING FAYSAL,CROWN PRINCE FAYSAL,accept_rule,person_title_variant,0.95,,
KING HASSAN,KING HASSAN II,accept_openai,lexical_context_similarity,0.7807,merge,0.85
KING HUSAYN OF JORDAN,KING HUSAYN,accept_openai,lexical_context_similarity,0.7006,merge,0.8
KING HUSSAIN OF JORDAN,KING HUSSAIN,accept_openai,lexical_context_similarity,0.7207,merge,0.8
KING HUSSAYN,KING HUSAYN,accept_openai,lexical_context_similarity,0.7005,merge,0.9
KING HUSSEIN,KING HUSSAIN,accept_openai,lexical_context_similarity,0.6147,merge,0.85
KING IBN SAUD,KING SAUD,accept_openai,lexical_context_similarity,0.8199,merge,0.85
KING IDRIS,KING IDRISS,accept_openai,lexical_context_similarity,0.7523,merge,0.95
KING MOHAMED,KING MOHAMED V,accept_openai,lexical_context_similarity,0.9128,merge,0.9
KING MOHAMMED V,KING MOHAMED V,accept_openai,lexical_context_similarity,0.6226,merge,0.9
KING OF JORDAN,KING HUSAYN,accept_openai,lexical_context_similarity,0.6547,merge,0.85
KING SAVANG VATHANA,KING SAVANG,accept_openai,lexical_context_similarity,0.6597,merge,0.85
KING TALAL OF JORDAN,KING TALAL,accept_openai,lexical_context_similarity,0.6753,merge,0.8
KING ZAHIR,KING ZAHIR SHAH,accept_openai,lexical_context_similarity,0.8284,merge,0.9
KIRICHENKO,ALEKSEY KIRICHENKO,accept_openai,lexical_context_similarity,0.6543,merge,0.85
KISHIS LIBERAL-DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.6502,merge,0.85
KITRILAKIS,GENERAL KITRILAKIS,accept_rule,person_title_variant,0.95,,
KIVU,KIVU PROVINCE,accept_openai,lexical_context_similarity,0.6618,merge,0.85
KLEMENTI VOROSHILOV,VOROSHILOV,accept_openai,lexical_context_similarity,0.6923,merge,0.85
KLOSIEWICZ,WIKTOR KLOSIEWICZ,accept_openai,lexical_context_similarity,0.642,merge,0.8
KMT,KOREAN MISSION IN TOKYO,accept_rule,acronym_match,0.9,,
KOCA POPOVIC,POPOVIC,accept_openai,lexical_context_similarity,0.7258,merge,0.8
KOMSOMOLSK SHIPYARD,KOMSOMOLSK,accept_openai,lexical_context_similarity,0.6525,merge,0.8
KONG LE - PATHET LAO FORCES,KONG LE - PATHET LAO,accept_openai,lexical_context_similarity,0.8361,merge,0.85
KONG LE - PATHET LAO TROOPS,KONG LE - PATHET LAO,accept_openai,lexical_context_similarity,0.7675,merge,0.85
KONG LE COUP GROUP,KONG LE GROUP,accept_openai,lexical_context_similarity,0.7682,merge,0.8
KONG LE FORCES,KONG LE - PATHET LAO,accept_openai,lexical_context_similarity,0.6492,merge,0.8
KONG LE-PATHET LAO FORCES,KONG LE - PATHET LAO,accept_openai,lexical_context_similarity,0.6821,merge,0.8
KONG LE/PATHET LAO,KONG LE - PATHET LAO,accept_openai,lexical_context_similarity,0.7766,merge,0.85
KONG LE/PATHET LAO FORCES,KONG LE - PATHET LAO,accept_openai,lexical_context_similarity,0.7166,merge,0.85
KONG LES 2ND PARATROOP BATTALION,KONG LES SECOND PARATROOP BATTALION,accept_openai,lexical_context_similarity,0.6647,merge,0.85
KOREAN NATIONAL ASSEMBLY,SOUTH KOREAN NATIONAL ASSEMBLY,accept_openai,lexical_context_similarity,0.6816,merge,0.85
KOREAN PRISONERS OF WAR,KOREAN PRISONERS,accept_openai,lexical_context_similarity,0.8216,merge,0.85
KOREAN WAR PRISONERS,KOREAN PRISONERS,accept_openai,lexical_context_similarity,0.7754,merge,0.8
KOUPRASITH,COL. KOUPRASITH,accept_rule,person_title_variant,0.95,,
KOVACS,ISTVAN KOVACS,accept_openai,lexical_context_similarity,0.641,merge,0.85
KOZLOV,FROL KOZLOV,accept_openai,lexical_context_similarity,0.731,merge,0.85
KRIM BELKACEM,BELKACEM KRIM,accept_rule,token_bag_match,0.94,,
KUBAAR,PREMIER KUBAAR,accept_rule,person_title_variant,0.95,,
KUBITSCHEK,PRESIDENT KUBITSCHEK,accept_rule,person_title_variant,0.95,,
KUCHERENKO,V. A. KUCHERENKO,accept_openai,lexical_context_similarity,0.7978,merge,0.8
KUMYKIN,P. N. KUMYKIN,accept_openai,lexical_context_similarity,0.7748,merge,0.9
KURDISH UNITED DEMOCRATIC PARTY,UNITED DEMOCRATIC PARTY OF KURDISTAN,accept_openai,lexical_context_similarity,0.6228,merge,0.8
