alias,canonical_label,notes,source,review_status,final_score
CHINESE LEADERS,CHINESE COMMUNIST,lexical_context_similarity,stage_a1_auto,accept_openai,0.6644
HASAN HUDAIBI,HASSAN HUDAIBI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6643
HENRI TEITGEN,TEITGEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6643
SOVIET AMBASSADOR ABRAMOV,SOVIET AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6643
AMERICAN EMBASSY IN THE HAGUE,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6641
SERGEY KUDRYAVTSEV,KUDRYAVTSEV,lexical_context_similarity,stage_a1_auto,accept_openai,0.664
WHITEHEAD,SIR EDGAR WHITEHEAD,lexical_context_similarity,stage_a1_auto,accept_openai,0.664
AUSTRALIAN MINISTER,AUSTRALIAN MINISTER QUINN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6636
LAGAILLARDE,PIERRE LAGAILLARDE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6636
SOVIET AMBASSADOR-DESIGNATE ABRAMOV,SOVIET AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6636
FRENCH INTELLIGENCE HEADQUARTERS,FRENCH INTELLIGENCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6634
SOHN WON-IL,SON WON-IL,lexical_context_similarity,stage_a1_auto,accept_openai,0.6634
MARSHAL ROKOSSOWSKI,ROKOSSOWSKI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6633
BAJAUR REGION,BAJAUR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6631
COLONEL ZULKIFLI LUBIS,COLONEL LUBIS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6631
SOVIET AMBASSADOR SHPEDKO,SOVIET AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6631
AMERICAN LEGATION IN HELSINKI,US LEGATION IN HELSINKI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6629
DANTAS,JOAO DANTAS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6629
BOLIVIAN WORKER CENTRAL (COB),BOLIVIAN WORKERS CENTRAL,lexical_context_similarity,stage_a1_auto,accept_openai,0.6625
RESIDENT GENERAL,RESIDENT GENERAL GUILLAUME,lexical_context_similarity,stage_a1_auto,accept_openai,0.6625
ROMULO BETANCOURT,BETANCOURT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6623
PREMIER TRAN VAN HUU,TRAN VAN HUU,lexical_context_similarity,stage_a1_auto,accept_openai,0.662
KIVU,KIVU PROVINCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6618
EDVARD KARDELJ,KARDELJ,lexical_context_similarity,stage_a1_auto,accept_openai,0.6615
MAXIM Z. SABUROV,M. Z. SABUROV,lexical_context_similarity,stage_a1_auto,accept_openai,0.6613
PROVISIONAL PRESIDENT PEREZ,PRESIDENT PEREZ,lexical_context_similarity,stage_a1_auto,accept_openai,0.6613
SANGKUM,SANGKUM PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6613
AMERICAN EMBASSY IN ACCRA,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6611
BRITISH AIOC,ANGLO-IRANIAN OIL COMPANY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6609
CHINESE NATIONALIST HIGH COMMAND,CHINESE NATIONALIST,lexical_context_similarity,stage_a1_auto,accept_openai,0.6608
GENERAL KETTANI,GENERAL BEN HAMOU KETTANI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6606
BALUBAKAT,BALUBAKAT PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6605
SOUPHANOUVONG,SOUPHANNOUVONG,lexical_context_similarity,stage_a1_auto,accept_openai,0.6605
MOROCCAN ISTIQLAL,ISTIQLAL PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6604
SIDI IFNI,IFNI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6604
SOVIET EMBASSY IN VIENNA,SOVIET EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6604
AMERICAN AMBASSADOR MALLORY,US AMBASSADOR MALLORY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6603
MOSLEM YOUTH GROUP,MOSLEM YOUTH GROUPS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6602
SOLH,SAMI SOLH,lexical_context_similarity,stage_a1_auto,accept_openai,0.6601
SUHRAWARDYS AWAMI LEAGUE,AWAMI LEAGUE,lexical_context_similarity,stage_a1_auto,accept_openai,0.66
THA THOM AIRSTRIP,THA THOM,lexical_context_similarity,stage_a1_auto,accept_openai,0.66
VICTOR LUNDULA,GENERAL LUNDULA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6599
AL ARISH,EL ARISH,lexical_context_similarity,stage_a1_auto,accept_openai,0.6597
KING SAVANG VATHANA,KING SAVANG,lexical_context_similarity,stage_a1_auto,accept_openai,0.6597
CARDENAS,LAZARO CARDENAS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6595
PUSHTOON TRIBESMEN,PUSHTOON TRIBES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6594
MANAHAN,MANUEL MANAHAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6592
NORODOM SIHANOUK,SIHANOUK,lexical_context_similarity,stage_a1_auto,accept_openai,0.6592
ANGLO-AMERICAN FORCES,ANGLO-AMERICAN OCCUPATION FORCES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6591
SIDIQ AL-MAHDI,SIDDIQ AL-MAHDI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6591
ABD AL-ILAH,CROWN PRINCE ABD AL-ILAH,lexical_context_similarity,stage_a1_auto,accept_openai,0.659
SOVIET FREIGHTER ALEXANDER NEVSKY,ALEXANDER NEVSKY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6589
YUNNAN PROVINCE,YUNNAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6589
COLOMBIAN PRESIDENT LLERAS CAMARGO,LLERAS CAMARGO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6588
SOUTH VIETNAM GOVERNMENT,SOUTH VIETNAMESE GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6586
YASIN,YUSUF YASIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6584
BARZANI,MULLA MUSTAFA BARZANI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6583
VULKO CHERVENKOV,CHERVENKOV,lexical_context_similarity,stage_a1_auto,accept_openai,0.6582
WILLIAM MORGAN,WILLIAM ALEXANDER MORGAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6582
IRANIAN MINISTER OF ROADS,IRANIAN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.6581
CUBAS COMMUNIST PARTY,CUBAN COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6579
GUEDIRA,AHMED REDA GUEDIRA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6575
INSTITUTIONAL REVOLUTIONARY PARTY,PARTY OF REVOLUTIONARY INSTITUTIONS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6574
AIICHIRO FUJIYAMA,FUJIYAMA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6573
CHINESE COMMUNIST LEADERSHIP,CHINESE COMMUNIST,lexical_context_similarity,stage_a1_auto,accept_openai,0.6573
SECRETARY OF STATE ACHESON,SECRETARY OF STATE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6573
JUMELLE,CLEMENT JUMELLE,lexical_context_similarity,stage_a1_auto,accept_openai,0.657
LUTHULI,ALBERT LUTHULI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6569
COMMUNIST PARTY IN VENEZUELA,VENEZUELAN COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6568
TUNISIAN PRESIDENT,BOURGUIBA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6568
PEOPLES REPUBLIC OF CHINA,CHINESE PEOPLES REPUBLIC,lexical_context_similarity,stage_a1_auto,accept_openai,0.6567
AMERICAN LEGATION IN REYKJAVIK,AMERICAN LEGATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.6566
ASFA WOSSEN,CROWN PRINCE ASFA WOSSEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6566
H. T. ALEXANDER,GENERAL ALEXANDER,lexical_context_similarity,stage_a1_auto,accept_openai,0.6565
SIRRY,SIRRY PASHA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6565
AMERICAN CHARGE LIGHTNER,AMERICAN CHARGE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6563
FERNANDO TAMBRONI,TAMBRONI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6563
MARSHAL BAGRAMYAN,BAGRAMYAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6561
AMERICAN EMBASSY IN NEW DELHI,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6559
LATIN AMERICAN WORKERS CONFEDERATION,CONFEDERATION OF LATIN AMERICAN WORKERS (CTAL),lexical_context_similarity,stage_a1_auto,accept_openai,0.6559
T-34 TANKS,T-34 MEDIUM TANKS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6559
CLEOPHAS KAMITATU,KAMITATU,lexical_context_similarity,stage_a1_auto,accept_openai,0.6558
SWISS MINISTER,SWISS MINISTER TO CHINA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6558
GENERAL CHONG,CHONG IL-KWON,lexical_context_similarity,stage_a1_auto,accept_openai,0.6557
JOSEPH KASAVUBWU,KASAVUBU,lexical_context_similarity,stage_a1_auto,accept_openai,0.6555
US LEGATION,AMERICAN LEGATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.6555
BEVAN,ANEURIN BEVAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6554
IRAQI FORCES,IRAQI MILITARY FORCES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6554
ISRAELI SHIP BAT GALIM,BAT GALIM,lexical_context_similarity,stage_a1_auto,accept_openai,0.6554
VILLEDA,VILLEDA MORALES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6554
INTERNATIONAL COMMISSION,INTERNATIONAL CONTROL COMMISSION,lexical_context_similarity,stage_a1_auto,accept_openai,0.6553
SYRIAN ARMY OFFICERS,SYRIAN ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6553
XIENG KOUANG,XIENG KHOUANG,lexical_context_similarity,stage_a1_auto,accept_openai,0.6553
PRESIDENT FIGUERES,FIGUERES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6552
MOHAMMED HATTA,HATTA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6551
SOVIET,SOVIET UNION,lexical_context_similarity,stage_a1_auto,accept_openai,0.655
LAGHZAOUI,MOHAMED LAGHZAOUI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6549
FRANZ ETZEL,ETZEL,lexical_context_similarity,stage_a1_auto,accept_openai,0.6548
MULLA KASHANI,KASHANI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6548
KING OF JORDAN,KING HUSAYN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6547
ABBAS,FERHAT ABBAS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6546
DEFENSE MINISTER MALINOVSKY,SOVIET DEFENSE MINISTER MARSHAL MALINOVSKY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6546
COMMUNIST-FRONT LABOR ALLIANCE,LABOR ALLIANCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6544
NAVA LANKA SAMA SAMAJA PARTY,LANKA SAMA SAMAJ PARTY (LSSP),lexical_context_similarity,stage_a1_auto,accept_openai,0.6544
KIRICHENKO,ALEKSEY KIRICHENKO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6543
CHEVALLIER,JACQUES CHEVALLIER,lexical_context_similarity,stage_a1_auto,accept_openai,0.6542
VLADIMIR CLEMENTIS,CLEMENTIS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6542
K. M. PANIKKAR,INDIAN AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6538
DE GAULLE REGIME,DE GAULLES REGIME,lexical_context_similarity,stage_a1_auto,accept_openai,0.6537
LT. GEN. LE VAN TY,LE VAN TY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6536
US EMBASSY IN MANILA,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6536
GUINEAN GOVERNMENT,GUINEA GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6535
PANAMA GOVERNMENT,PANAMANIAN GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6535
WHEELUS BASE,WHEELUS AIR BASE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6535
SOVIET ZONE OF GERMANY,SOVIET ZONE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6533
WELENSKY,SIR ROY WELENSKY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6533
CIE. FRANCAISE DES PETROLES,COMPAGNIE FRANCAISE DES PETROLES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6532
MOCH,JULES MOCH,lexical_context_similarity,stage_a1_auto,accept_openai,0.6532
EUROPEAN COMMON MARKET (EEC),COMMON MARKET,lexical_context_similarity,stage_a1_auto,accept_openai,0.6531
GENEVA AGREEMENT,GENEVA AGREEMENTS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6531
REVOLUTIONARY COMMAND COUNCIL (RCC),REVOLUTIONARY COMMAND COUNCIL,lexical_context_similarity,stage_a1_auto,accept_openai,0.653
46TH CHINESE ARMY,CHINESE COMMUNIST ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6529
ALLIED,ALLIED COUNCIL,lexical_context_similarity,stage_a1_auto,accept_openai,0.6529
CHINMEN ISLANDS,CHINMEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6529
VELASCO IBARRA,VELASCO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6529
LT. COL. MUSTAFAH HAMDUN,COL. MUSTAFA HAMDUN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6528
ALGERIAN REBEL LEADERSHIP,ALGERIAN REBEL LEADERS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6527
FRENCH AMBASSADOR GASSOUIN,FRENCH AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6526
MODIBO KEITO,MODIBO KEITA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6526
INDONESIAN VICE PRESIDENT HATTA,VICE PRESIDENT HATTA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6525
KOMSOMOLSK SHIPYARD,KOMSOMOLSK,lexical_context_similarity,stage_a1_auto,accept_openai,0.6525
TYURA TAM-KLYUCHI,TYURA TAM,lexical_context_similarity,stage_a1_auto,accept_openai,0.6524
EGYPTIAN INTERIOR MINISTRY,MINISTRY OF INTERIOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6522
SOVIET PARLIAMENTARY DELEGATION,SOVIET DELEGATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.6522
EGYPTIAN MILITARY ATTACHÉ,EGYPTIAN MILITARY ATTACHE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6521
HOXHA,ENVER HOXHA,lexical_context_similarity,stage_a1_auto,accept_openai,0.652
POPULAR RESISTANCE GROUPS,POPULAR RESISTANCE FORCES,lexical_context_similarity,stage_a1_auto,accept_openai,0.652
AMOEDO,JULIO AMOEDO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6517
CUBA ARMY,CUBAN ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6517
GUATEMALAN PRESIDENT MIGUEL YDIGORAS,YDIGORAS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6517
HOLDEN,HOLDEN ROBERTO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6516
AMERICAN EMBASSY IN BAMAKO,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6515
GOVERNMENT OF INDIA,INDIAN GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6515
SOCIALIST VICE CHANCELLOR PITTERMANN,VICE CHANCELLOR BRUNO PITTERMANN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6513
US OFFICIALS,AMERICAN OFFICIALS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6512
AMERICAN CONSUL IN PORT SAID,AMERICAN CONSUL,lexical_context_similarity,stage_a1_auto,accept_openai,0.6511
GEORGI MALENKOV,MALENKOV,lexical_context_similarity,stage_a1_auto,accept_openai,0.6511
SOVIET ACADEMY OF SCIENCE,SOVIET ACADEMY OF SCIENCES,lexical_context_similarity,stage_a1_auto,accept_openai,0.651
VIETNAM ARMY,VIETNAMESE ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.651
COMMUNIST CHINESE,CHINESE COMMUNIST REGIME,lexical_context_similarity,stage_a1_auto,accept_openai,0.6507
JOSEPH MOBUTU,MOBUTU,lexical_context_similarity,stage_a1_auto,accept_openai,0.6507
TURKISH FOREIGN MINISTER,TURKISH FOREIGN MINISTER KOPRULU,lexical_context_similarity,stage_a1_auto,accept_openai,0.6506
26TH AIR DIVISION,CHINESE COMMUNIST 26TH AIR DIVISION,lexical_context_similarity,stage_a1_auto,accept_openai,0.6504
COMMUNIST PARTY OF YUGOSLAVIA,YUGOSLAV COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6504
BRAZILS COMMUNIST PARTY,BRAZILIAN COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6503
MOROCCAN MINISTER OF DEFENSE,MOROCCAN MINISTER OF DEFENSE AOUAD,lexical_context_similarity,stage_a1_auto,accept_openai,0.6503
NAGY,IMRE NAGY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6503
KISHIS LIBERAL-DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6502
SAMUAL,LT. COL. SUMUAL,lexical_context_similarity,stage_a1_auto,accept_openai,0.6502
ISRAELI FOREIGN MINISTER MEIR,ISRAELI FOREIGN MINISTER SHARETT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6501
JAPANESE DEFENSE AGENCY,JAPANS DEFENSE AGENCY,lexical_context_similarity,stage_a1_auto,accept_openai,0.65
MATSU ISLANDS,MATSU ISLAND GROUP,lexical_context_similarity,stage_a1_auto,accept_openai,0.65
GHANAIAN UNIT,GHANAIAN UNIT OF UN TROOPS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6499
BLOC,SOVIET BLOC,lexical_context_similarity,stage_a1_auto,accept_openai,0.6498
GEORGE YEH,YEH,lexical_context_similarity,stage_a1_auto,accept_openai,0.6498
AMERICAN HIGH COMMISSIONER,US HIGH COMMISSIONER,lexical_context_similarity,stage_a1_auto,accept_openai,0.6497
BADR,CROWN PRINCE BADR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6497
MAJ. GEN. BEN HAMOU KETTANI,GENERAL BEN HAMOU KETTANI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6497
COUNCIL OF EUROPE MINISTERS COMMITTEE,COUNCIL OF EUROPE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6496
FRENCH AMBASSADORS,FRENCH AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6496
JOAO CAFE FILHO,CAFÉ FILHO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6496
EAST GERMAN BORDER POLICE,EAST GERMAN POLICE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6494
KONG LE FORCES,KONG LE - PATHET LAO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6492
RECTO,CLARO RECTO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6489
FRENCH HEADQUARTERS,FRENCH HEADQUARTERS IN INDOCHINA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6488
GENERAL LOPES,GENERAL CRAVEIRO LOPES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6488
MENGHISTU,MENGHISTU NEWAY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6487
EGYPTIAN MILITARY ATTACHES,EGYPTIAN MILITARY ATTACHE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6486
HABBANIYA AIRFIELD,HABBANIYAH AIRFIELD,lexical_context_similarity,stage_a1_auto,accept_openai,0.6485
MOHAMED BELLOUNIS,MOHAMED BELOUNIS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6485
SHINSUKE KISHI,KISHI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6485
VICE CHANCELLOR PITTERMAN,VICE CHANCELLOR BRUNO PITTERMANN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6485
ASSEMBLY SPEAKER YI KI-PUNG,YI KI-PUNG,lexical_context_similarity,stage_a1_auto,accept_openai,0.6484
US CONSULATE OFFICERS,US CONSULATE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6483
AMERICAN MINISTER IN TRIPOLI,AMERICAN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.6482
WLADISLAW GOMULKA,GOMULKA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6482
AMBON ISLAND,AMBON,lexical_context_similarity,stage_a1_auto,accept_openai,0.648
HARDING,GOVERNOR HARDING,lexical_context_similarity,stage_a1_auto,accept_openai,0.648
BENELUX,BENELUX COUNTRIES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6479
GENERAL ARIF,GENERAL MOHAMMAD ARIF,lexical_context_similarity,stage_a1_auto,accept_openai,0.6479
GOVERNMENT OF THE ROYAL LAOTIAN KINGDOM,LAOTIAN GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6479
HAMANI DIORI,DIORI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6479
CHRISTIAN DEMOCRATIC OFFICIALS,CHRISTIAN DEMOCRATIC UNION,lexical_context_similarity,stage_a1_auto,accept_openai,0.6478
BOURGES-MAUNOURY CABINET,BOURGES-MAUNOURY GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6477
PIJADE,MOSE PIJADE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6477
QUEMOY AND MATSU,QUEMOY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6476
FRENCH MINISTER BAUDIER,FRENCH MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.6474
MARSHAL SARIT,SARIT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6474
MUNOZ GRANDES,AUGUSTIN MUNOZ GRANDES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6472
ALLIED HIGH COMMISSION,ALLIED HIGH COMMISSIONERS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6471
KACHIN MINORITY,KACHIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6471
NEW GUINEA,NETHERLANDS NEW GUINEA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6471
BRITISH ASIATIC PETROLEUM CORPORATION,BRITISH ASIATIC PETROLEUM COMPANY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6468
FRENCH COMMUNISTS,FRENCH COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6468
TSHOMBE,TSHOMBÉ,lexical_context_similarity,stage_a1_auto,accept_openai,0.6468
DEFENSE MINISTER CANELLOPOULOS,DEFENSE MINISTER KANELLOPOULOS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6467
PHOUT KHOUN,PHOU KHOUN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6465
LT. GEN. TEIMUR BAKHTIAR,GENERAL BAKHTIAR,lexical_context_similarity,stage_a1_auto,accept_openai,0.6464
MOISE TSHOMBE,TSHOMBÉ,lexical_context_similarity,stage_a1_auto,accept_openai,0.6464
AL-UMARI,ARSHAD AL-UMARI,lexical_context_similarity,stage_a1_auto,accept_openai,0.6463
CZECH FOREIGN MINISTRY,CZECH MINISTRY OF FOREIGN AFFAIRS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6463
US EMBASSY IN TUNIS,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6463
VIETNAMESE PREMIER NGO DINH DIEM,DIEM,lexical_context_similarity,stage_a1_auto,accept_openai,0.6463
PAIK TU-CHIN,PAEK TU-CHIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6461
BANDARANAIKE REGIME,BANDARANAIKE GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.646
CENTRAL COMMITTEE OF THE CHINESE COMMUNIST PARTY,CHINESE COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6458
KAUL,T. N. KAUL,lexical_context_similarity,stage_a1_auto,accept_openai,0.6458
AMERICAN AMBASSADOR IN CAIRO,US AMBASSADOR IN CAIRO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6457
RADICAL SOCIALIST PARTY,RADICAL SOCIALISTS,lexical_context_similarity,stage_a1_auto,accept_openai,0.6457
SERI-MANANGKHASILA,SERI MANANGKHASILA PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6457
LT. COL. SAMUAL,LT. COL. SUMUAL,lexical_context_similarity,stage_a1_auto,accept_openai,0.6456
PRINCE HASSAN,PRINCE HASAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6456
GUIANA,BRITISH GUIANA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6454
UNITED NATIONS TRUCE SUPERVISION ORGANIZATION,UN TRUCE SUPERVISORY ORGANIZATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.6453
PRESIDENT GRAVEIRO LOPES,PRESIDENT LOPES,lexical_context_similarity,stage_a1_auto,accept_openai,0.6452
BAATHIST PARTY,BAATH PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6449
ZAROUBIN,GEORGY ZAROUBIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6449
CHIANG KAI-CHEK,CHIANG KAI-SHEK,lexical_context_similarity,stage_a1_auto,accept_openai,0.6447
CHRISTIAN DEMOCRATIC DEPUTIES,CHRISTIAN DEMOCRATIC PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6447
CUBAN PRESIDENT,BATISTA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6447
ENRIQUE GALVAO,HENRIQUE GALVAO,lexical_context_similarity,stage_a1_auto,accept_openai,0.6447
PHOUI SANNANIKONE,PHOUI SANANIKONE,lexical_context_similarity,stage_a1_auto,accept_openai,0.6447
SOCIALIST RESURRECTION (BAATH) PARTY,ARAB SOCIALIST RESURRECTION PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6445
ISRAELI FOREIGN OFFICE,ISRAELI FOREIGN MINISTRY,lexical_context_similarity,stage_a1_auto,accept_openai,0.6444
YEMEN GOVERNMENT,YEMENI GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.6444
BRITISH FOREIGN MINISTER MORRISON,FOREIGN SECRETARY MORRISON,lexical_context_similarity,stage_a1_auto,accept_openai,0.6443
UNITED STATES INFORMATION SERVICE,UNITED STATES INFORMATION AGENCY,lexical_context_similarity,stage_a1_auto,accept_openai,0.644
KUUSINEN,OTTO KUUSINEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.6439
MOHAMMED BEN BELLA,BEN BELLA,lexical_context_similarity,stage_a1_auto,accept_openai,0.6438
